state_name,year,details,male,female,total
ARUNACHAL PRADESH,2009,Convicts Released - Transferred to other States,0,0,0
ARUNACHAL PRADESH,2009,"Convicts Released - Other Releases (due to illness, transferred to Mental hospital)",0,0,0
ARUNACHAL PRADESH,2009,Total Convicts Released,0,0,0
ARUNACHAL PRADESH,2009,Under trials Released - Acquitted,0,0,0
ARUNACHAL PRADESH,2009,Under trials Released - Released on appeal,0,0,0
ARUNACHAL PRADESH,2009,Under trials Released - Released on bail,25,1,26
ARUNACHAL PRADESH,2009,Under trials Released - Transferred to other States,0,0,0
ARUNACHAL PRADESH,2009,Under trials Released - Extradited,0,0,0
ARUNACHAL PRADESH,2009,Under trials Released - Other releases (transferred to Mental/Civil hospital),0,0,0
ARUNACHAL PRADESH,2009,Total Under trials Released,25,1,26
ARUNACHAL PRADESH,2009,Detenus Released - Released on completion of detention period,0,0,0
ARUNACHAL PRADESH,2009,Detenus Released - Released before completion of detention period,0,0,0
ARUNACHAL PRADESH,2009,Detenus Released - Released on bail,0,0,0
ARUNACHAL PRADESH,2009,Detenus Released - Other releases (temporary transfer etc.),0,0,0
ARUNACHAL PRADESH,2009,Total Detenus Released,0,0,0
ARUNACHAL PRADESH,2010,Convicts Released - Released after completion of conviction,6,0,6
ARUNACHAL PRADESH,2010,Convicts Released - Premature release,0,0,0
ARUNACHAL PRADESH,2010,Convicts Released - Released on appeal,0,0,0
ARUNACHAL PRADESH,2010,Convicts Released - Released on bail,0,0,0
ARUNACHAL PRADESH,2010,Convicts Released - Pardons,0,0,0
ARUNACHAL PRADESH,2010,Convicts Released - Transferred to other States,0,0,0
ARUNACHAL PRADESH,2010,"Convicts Released - Other Releases (due to illness, transferred to Mental hospital)",0,0,0
ARUNACHAL PRADESH,2010,Total Convicts Released,6,0,6
ARUNACHAL PRADESH,2010,Under trials Released - Acquitted,0,0,0
ARUNACHAL PRADESH,2010,Under trials Released - Released on appeal,0,0,0
ARUNACHAL PRADESH,2010,Under trials Released - Released on bail,135,4,139
ARUNACHAL PRADESH,2010,Under trials Released - Transferred to other States,0,0,0
ARUNACHAL PRADESH,2010,Under trials Released - Extradited,0,0,0
ARUNACHAL PRADESH,2010,Under trials Released - Other releases (transferred to Mental/Civil hospital),0,0,0
ARUNACHAL PRADESH,2010,Total Under trials Released,135,4,139
ARUNACHAL PRADESH,2010,Detenus Released - Released on completion of detention period,0,0,0
ARUNACHAL PRADESH,2010,Detenus Released - Released before completion of detention period,0,0,0
ARUNACHAL PRADESH,2010,Detenus Released - Released on bail,0,0,0
ARUNACHAL PRADESH,2010,Detenus Released - Other releases (temporary transfer etc.),0,0,0
ARUNACHAL PRADESH,2010,Total Detenus Released,0,0,0
ARUNACHAL PRADESH,2011,Convicts Released - Released after completion of conviction,8,0,8
ARUNACHAL PRADESH,2011,Convicts Released - Premature release,0,0,0
ARUNACHAL PRADESH,2011,Convicts Released - Released on appeal,0,0,0
ARUNACHAL PRADESH,2011,Convicts Released - Released on bail,0,0,0
ARUNACHAL PRADESH,2011,Convicts Released - Pardons,0,0,0
ARUNACHAL PRADESH,2011,Convicts Released - Transferred to other States,0,0,0
ARUNACHAL PRADESH,2011,"Convicts Released - Other Releases (due to illness, transferred to Mental hospital)",0,0,0
ARUNACHAL PRADESH,2011,Total Convicts Released,8,0,8
ARUNACHAL PRADESH,2011,Under trials Released - Acquitted,0,0,0
ARUNACHAL PRADESH,2011,Under trials Released - Released on appeal,0,0,0
ARUNACHAL PRADESH,2011,Under trials Released - Released on bail,213,14,227
ARUNACHAL PRADESH,2011,Under trials Released - Transferred to other States,0,0,0
ARUNACHAL PRADESH,2011,Under trials Released - Extradited,0,0,0
ARUNACHAL PRADESH,2011,Under trials Released - Other releases (transferred to Mental/Civil hospital),0,0,0
ARUNACHAL PRADESH,2011,Total Under trials Released,213,14,227
ARUNACHAL PRADESH,2011,Detenus Released - Released on completion of detention period,0,0,0
ARUNACHAL PRADESH,2011,Detenus Released - Released before completion of detention period,0,0,0
ARUNACHAL PRADESH,2011,Detenus Released - Released on bail,0,0,0
ARUNACHAL PRADESH,2011,Detenus Released - Other releases (temporary transfer etc.),0,0,0
ARUNACHAL PRADESH,2011,Total Detenus Released,0,0,0
ARUNACHAL PRADESH,2012,Convicts Released - Released after completion of conviction,11,0,11
ARUNACHAL PRADESH,2012,Convicts Released - Premature release,0,0,0
ARUNACHAL PRADESH,2012,Convicts Released - Released on appeal,0,0,0
ARUNACHAL PRADESH,2012,Convicts Released - Released on bail,0,0,0
ARUNACHAL PRADESH,2012,Convicts Released - Pardons,0,0,0
ARUNACHAL PRADESH,2012,Convicts Released - Transferred to other States,0,0,0
ARUNACHAL PRADESH,2012,"Convicts Released - Other Releases (due to illness, transferred to Mental hospital)",0,0,0
ARUNACHAL PRADESH,2012,Total Convicts Released,11,0,11
ARUNACHAL PRADESH,2012,Under trials Released - Acquitted,0,0,0
ARUNACHAL PRADESH,2012,Under trials Released - Released on appeal,0,0,0
ARUNACHAL PRADESH,2012,Under trials Released - Released on bail,260,14,274
ARUNACHAL PRADESH,2012,Under trials Released - Transferred to other States,0,0,0
ARUNACHAL PRADESH,2012,Under trials Released - Extradited,0,0,0
ARUNACHAL PRADESH,2012,Under trials Released - Other releases (transferred to Mental/Civil hospital),0,0,0
ARUNACHAL PRADESH,2012,Total Under trials Released,260,14,274
ARUNACHAL PRADESH,2012,Detenus Released - Released on completion of detention period,0,0,0
ARUNACHAL PRADESH,2012,Detenus Released - Released before completion of detention period,0,0,0
ARUNACHAL PRADESH,2012,Detenus Released - Released on bail,0,0,0
ARUNACHAL PRADESH,2012,Detenus Released - Other releases (temporary transfer etc.),0,0,0
ARUNACHAL PRADESH,2012,Total Detenus Released,0,0,0
ASSAM,2001,Convicts Released - Released after completion of conviction,1487,28,1515
ASSAM,2001,Convicts Released - Premature release,3,9,12
ASSAM,2001,Convicts Released - Released on appeal,53,3,56
ASSAM,2001,Convicts Released - Released on bail,245,1,246
ASSAM,2001,Convicts Released - Pardons,2,0,2
ASSAM,2001,Convicts Released - Transferred to other States,13,2,15
ASSAM,2001,"Convicts Released - Other Releases (due to illness, transferred to Mental hospital)",27,0,27
ASSAM,2001,Total Convicts Released,1830,43,1873
ASSAM,2001,Under trials Released - Acquitted,772,38,810
ASSAM,2001,Under trials Released - Released on appeal,760,16,776
ASSAM,2001,Under trials Released - Released on bail,23477,686,24163
ASSAM,2001,Under trials Released - Transferred to other States,11,0,11
ASSAM,2001,Under trials Released - Extradited,24,0,24
ASSAM,2001,Under trials Released - Other releases (transferred to Mental/Civil hospital),90,3,93
ASSAM,2001,Total Under trials Released,25134,743,25877
ASSAM,2001,Detenus Released - Released on completion of detention period,33,0,33
ASSAM,2001,Detenus Released - Released before completion of detention period,13,0,13
ASSAM,2001,Detenus Released - Released on bail,3,0,3
ASSAM,2001,Detenus Released - Other releases (temporary transfer etc.),2,0,2
ASSAM,2001,Total Detenus Released,51,0,51
ASSAM,2002,Convicts Released - Released after completion of conviction,1726,20,1746
ASSAM,2002,Convicts Released - Premature release,49,2,51
ASSAM,2002,Convicts Released - Released on appeal,99,3,102
ASSAM,2002,Convicts Released - Released on bail,196,7,203
ASSAM,2002,Convicts Released - Pardons,0,0,0
ASSAM,2002,Convicts Released - Transferred to other States,48,1,49
ASSAM,2002,"Convicts Released - Other Releases (due to illness, transferred to Mental hospital)",10,0,10
ASSAM,2002,Total Convicts Released,2128,33,2161
ASSAM,2002,Under trials Released - Acquitted,890,31,921
ASSAM,2002,Under trials Released - Released on appeal,426,6,432
ASSAM,2002,Under trials Released - Released on bail,23860,808,24668
ASSAM,2002,Under trials Released - Transferred to other States,91,10,101
ASSAM,2002,Under trials Released - Extradited,12,1,13
ASSAM,2002,Under trials Released - Other releases (transferred to Mental/Civil hospital),9,2,11
ASSAM,2002,Total Under trials Released,25288,858,26146
ASSAM,2002,Detenus Released - Released on completion of detention period,11,0,11
ASSAM,2002,Detenus Released - Released before completion of detention period,0,1,1
ASSAM,2002,Detenus Released - Released on bail,11,5,16
ASSAM,2002,Detenus Released - Other releases (temporary transfer etc.),11,0,11
ASSAM,2002,Total Detenus Released,33,6,39
ASSAM,2003,Convicts Released - Released after completion of conviction,1615,19,1634
ASSAM,2003,Convicts Released - Premature release,10,0,10
ASSAM,2003,Convicts Released - Released on appeal,97,1,98
ASSAM,2003,Convicts Released - Released on bail,857,4,861
ASSAM,2003,Convicts Released - Pardons,9,0,9
ASSAM,2003,Convicts Released - Transferred to other States,7,0,7
ASSAM,2003,"Convicts Released - Other Releases (due to illness, transferred to Mental hospital)",9,0,9
ASSAM,2003,Total Convicts Released,2604,24,2628
ASSAM,2003,Under trials Released - Acquitted,749,47,796
ASSAM,2003,Under trials Released - Released on appeal,184,4,188
ASSAM,2003,Under trials Released - Released on bail,20990,709,21699
ASSAM,2003,Under trials Released - Transferred to other States,27,0,27
ASSAM,2003,Under trials Released - Extradited,3,0,3
ASSAM,2003,Under trials Released - Other releases (transferred to Mental/Civil hospital),26,4,30
ASSAM,2003,Total Under trials Released,21979,764,22743
ASSAM,2003,Detenus Released - Released on completion of detention period,15,0,15
ASSAM,2003,Detenus Released - Released before completion of detention period,2,0,2
ASSAM,2003,Detenus Released - Released on bail,15,5,20
ASSAM,2003,Detenus Released - Other releases (temporary transfer etc.),10,0,10
ASSAM,2003,Total Detenus Released,42,5,47
ASSAM,2004,Convicts Released - Released after completion of conviction,1512,14,1526
ASSAM,2004,Convicts Released - Premature release,213,6,219
ASSAM,2004,Convicts Released - Released on appeal,182,6,188
ASSAM,2004,Convicts Released - Released on bail,721,10,731
ASSAM,2004,Convicts Released - Pardons,0,0,0
ASSAM,2004,Convicts Released - Transferred to other States,0,0,0
ASSAM,2004,"Convicts Released - Other Releases (due to illness, transferred to Mental hospital)",1,0,1
ASSAM,2004,Total Convicts Released,2629,36,2665
ASSAM,2004,Under trials Released - Acquitted,1048,41,1089
ASSAM,2004,Under trials Released - Released on appeal,1731,12,1743
ASSAM,2004,Under trials Released - Released on bail,20860,673,21533
ASSAM,2004,Under trials Released - Transferred to other States,12,2,14
ASSAM,2004,Under trials Released - Extradited,10,0,10
ASSAM,2004,Under trials Released - Other releases (transferred to Mental/Civil hospital),1381,22,1403
ASSAM,2004,Total Under trials Released,25042,750,25792
ASSAM,2004,Detenus Released - Released on completion of detention period,9,3,12
ASSAM,2004,Detenus Released - Released before completion of detention period,10,1,11
ASSAM,2004,Detenus Released - Released on bail,0,0,0
ASSAM,2004,Detenus Released - Other releases (temporary transfer etc.),24,2,26
ASSAM,2004,Total Detenus Released,43,6,49
ASSAM,2005,Convicts Released - Released after completion of conviction,2058,21,2079
ASSAM,2005,Convicts Released - Premature release,13,2,15
ASSAM,2005,Convicts Released - Released on appeal,112,7,119
ASSAM,2005,Convicts Released - Released on bail,1323,48,1371
ASSAM,2005,Convicts Released - Pardons,1,0,1
ASSAM,2005,Convicts Released - Transferred to other States,18,0,18
ASSAM,2005,"Convicts Released - Other Releases (due to illness, transferred to Mental hospital)",12,0,12
ASSAM,2005,Total Convicts Released,3537,78,3615
ASSAM,2005,Under trials Released - Acquitted,1142,17,1159
ASSAM,2005,Under trials Released - Released on appeal,3407,125,3532
ASSAM,2005,Under trials Released - Released on bail,19084,591,19675
ASSAM,2005,Under trials Released - Transferred to other States,88,2,90
ASSAM,2005,Under trials Released - Extradited,19,0,19
ASSAM,2005,Under trials Released - Other releases (transferred to Mental/Civil hospital),5,0,5
ASSAM,2005,Total Under trials Released,23745,735,24480
ASSAM,2005,Detenus Released - Released on completion of detention period,135,14,149
ASSAM,2005,Detenus Released - Released before completion of detention period,17,5,22
ASSAM,2005,Detenus Released - Released on bail,1,0,1
ASSAM,2005,Detenus Released - Other releases (temporary transfer etc.),29,2,31
ASSAM,2005,Total Detenus Released,182,21,203
ASSAM,2006,Convicts Released - Released after completion of conviction,1406,22,1428
ASSAM,2006,Convicts Released - Premature release,42,0,42
ASSAM,2006,Convicts Released - Released on appeal,166,5,171
ASSAM,2006,Convicts Released - Released on bail,1599,8,1607
ASSAM,2006,Convicts Released - Pardons,4,0,4
ASSAM,2006,Convicts Released - Transferred to other States,25,0,25
ASSAM,2006,"Convicts Released - Other Releases (due to illness, transferred to Mental hospital)",4,1,5
ASSAM,2006,Total Convicts Released,3246,36,3282
ASSAM,2006,Under trials Released - Acquitted,737,21,758
ASSAM,2006,Under trials Released - Released on appeal,936,35,971
ASSAM,2006,Under trials Released - Released on bail,22134,714,22848
ASSAM,2006,Under trials Released - Transferred to other States,40,1,41
ASSAM,2006,Under trials Released - Extradited,0,0,0
ASSAM,2006,Under trials Released - Other releases (transferred to Mental/Civil hospital),29,0,29
ASSAM,2006,Total Under trials Released,23876,771,24647
ASSAM,2006,Detenus Released - Released on completion of detention period,20,2,22
ASSAM,2006,Detenus Released - Released before completion of detention period,5,0,5
ASSAM,2006,Detenus Released - Released on bail,4,0,4
ASSAM,2006,Detenus Released - Other releases (temporary transfer etc.),12,0,12
ASSAM,2006,Total Detenus Released,41,2,43
ASSAM,2007,Convicts Released - Released after completion of conviction,845,10,855
ASSAM,2007,Convicts Released - Premature release,23,1,24
ASSAM,2007,Convicts Released - Released on appeal,108,1,109
ASSAM,2007,Convicts Released - Released on bail,1324,88,1412
ASSAM,2007,Convicts Released - Pardons,0,0,0
ASSAM,2007,Convicts Released - Transferred to other States,19,0,19
ASSAM,2007,"Convicts Released - Other Releases (due to illness, transferred to Mental hospital)",0,0,0
ASSAM,2007,Total Convicts Released,2319,100,2419
ASSAM,2007,Under trials Released - Acquitted,569,24,593
ASSAM,2007,Under trials Released - Released on appeal,241,3,244
ASSAM,2007,Under trials Released - Released on bail,21518,499,22017
ASSAM,2007,Under trials Released - Transferred to other States,109,0,109
ASSAM,2007,Under trials Released - Extradited,0,0,0
ASSAM,2007,Under trials Released - Other releases (transferred to Mental/Civil hospital),23,1,24
ASSAM,2007,Total Under trials Released,22460,527,22987
ASSAM,2007,Detenus Released - Released on completion of detention period,21,1,22
ASSAM,2007,Detenus Released - Released before completion of detention period,7,0,7
ASSAM,2007,Detenus Released - Released on bail,10,0,10
ASSAM,2007,Detenus Released - Other releases (temporary transfer etc.),13,2,15
ASSAM,2007,Total Detenus Released,51,3,54
ASSAM,2008,Convicts Released - Released after completion of conviction,668,16,684
ASSAM,2008,Convicts Released - Premature release,32,1,33
ASSAM,2008,Convicts Released - Released on appeal,109,5,114
ASSAM,2008,Convicts Released - Released on bail,1634,125,1759
ASSAM,2008,Convicts Released - Pardons,0,0,0
ASSAM,2008,Convicts Released - Transferred to other States,15,0,15
ASSAM,2008,"Convicts Released - Other Releases (due to illness, transferred to Mental hospital)",0,0,0
ASSAM,2008,Total Convicts Released,2458,147,2605
ASSAM,2008,Under trials Released - Acquitted,944,25,969
ASSAM,2008,Under trials Released - Released on appeal,259,3,262
ASSAM,2008,Under trials Released - Released on bail,24853,577,25430
ASSAM,2008,Under trials Released - Transferred to other States,103,0,103
ASSAM,2008,Under trials Released - Extradited,0,0,0
ASSAM,2008,Under trials Released - Other releases (transferred to Mental/Civil hospital),35,0,35
ASSAM,2008,Total Under trials Released,26194,605,26799
ASSAM,2008,Detenus Released - Released on completion of detention period,16,1,17
ASSAM,2008,Detenus Released - Released before completion of detention period,5,0,5
ASSAM,2008,Detenus Released - Released on bail,30,0,30
ASSAM,2008,Detenus Released - Other releases (temporary transfer etc.),7,2,9
ASSAM,2008,Total Detenus Released,58,3,61
ASSAM,2009,Convicts Released - Released after completion of conviction,1591,17,1608
ASSAM,2009,Convicts Released - Premature release,4,0,4
ASSAM,2009,Convicts Released - Released on appeal,156,5,161
ASSAM,2009,Convicts Released - Released on bail,691,6,697
ASSAM,2009,Convicts Released - Pardons,0,0,0
ASSAM,2009,Convicts Released - Transferred to other States,94,0,94
ASSAM,2009,"Convicts Released - Other Releases (due to illness, transferred to Mental hospital)",0,0,0
ASSAM,2009,Total Convicts Released,2536,28,2564
ASSAM,2009,Under trials Released - Acquitted,843,18,861
ASSAM,2009,Under trials Released - Released on appeal,252,6,258
ASSAM,2009,Under trials Released - Released on bail,24123,559,24682
ASSAM,2009,Under trials Released - Transferred to other States,112,0,112
ASSAM,2009,Under trials Released - Extradited,0,0,0
ASSAM,2009,Under trials Released - Other releases (transferred to Mental/Civil hospital),30,0,30
ASSAM,2009,Total Under trials Released,25360,583,25943
ASSAM,2009,Detenus Released - Released on completion of detention period,18,2,20
ASSAM,2009,Detenus Released - Released before completion of detention period,7,0,7
ASSAM,2009,Detenus Released - Released on bail,35,0,35
ASSAM,2009,Detenus Released - Other releases (temporary transfer etc.),6,0,6
ASSAM,2009,Total Detenus Released,66,2,68
ASSAM,2010,Convicts Released - Released after completion of conviction,1715,22,1737
ASSAM,2010,Convicts Released - Premature release,0,0,0
ASSAM,2010,Convicts Released - Released on appeal,124,3,127
ASSAM,2010,Convicts Released - Released on bail,235,0,235
ASSAM,2010,Convicts Released - Pardons,0,0,0
ASSAM,2010,Convicts Released - Transferred to other States,3,0,3
ASSAM,2010,"Convicts Released - Other Releases (due to illness, transferred to Mental hospital)",0,0,0
ASSAM,2010,Total Convicts Released,2077,25,2102
ASSAM,2010,Under trials Released - Acquitted,973,23,996
ASSAM,2010,Under trials Released - Released on appeal,158,5,163
ASSAM,2010,Under trials Released - Released on bail,25193,613,25806
ASSAM,2010,Under trials Released - Transferred to other States,62,0,62
ASSAM,2010,Under trials Released - Extradited,0,0,0
ASSAM,2010,Under trials Released - Other releases (transferred to Mental/Civil hospital),15,0,15
ASSAM,2010,Total Under trials Released,26401,641,27042
ASSAM,2010,Detenus Released - Released on completion of detention period,12,1,13
ASSAM,2010,Detenus Released - Released before completion of detention period,5,0,5
ASSAM,2010,Detenus Released - Released on bail,32,0,32
ASSAM,2010,Detenus Released - Other releases (temporary transfer etc.),3,0,3
ASSAM,2010,Total Detenus Released,52,1,53
ASSAM,2011,Convicts Released - Released after completion of conviction,1383,22,1405
ASSAM,2011,Convicts Released - Premature release,135,2,137
ASSAM,2011,Convicts Released - Released on appeal,145,0,145
ASSAM,2011,Convicts Released - Released on bail,240,0,240
ASSAM,2011,Convicts Released - Pardons,0,0,0
ASSAM,2011,Convicts Released - Transferred to other States,2,0,2
ASSAM,2011,"Convicts Released - Other Releases (due to illness, transferred to Mental hospital)",0,0,0
ASSAM,2011,Total Convicts Released,1905,24,1929
ASSAM,2011,Under trials Released - Acquitted,875,24,899
ASSAM,2011,Under trials Released - Released on appeal,135,4,139
ASSAM,2011,Under trials Released - Released on bail,24975,721,25696
ASSAM,2011,Under trials Released - Transferred to other States,21,0,21
ASSAM,2011,Under trials Released - Extradited,0,0,0
ASSAM,2011,Under trials Released - Other releases (transferred to Mental/Civil hospital),16,0,16
ASSAM,2011,Total Under trials Released,26022,749,26771
ASSAM,2011,Detenus Released - Released on completion of detention period,10,1,11
ASSAM,2011,Detenus Released - Released before completion of detention period,4,0,4
ASSAM,2011,Detenus Released - Released on bail,35,0,35
ASSAM,2011,Detenus Released - Other releases (temporary transfer etc.),3,0,3
ASSAM,2011,Total Detenus Released,52,1,53
ASSAM,2012,Convicts Released - Released after completion of conviction,1173,19,1192
ASSAM,2012,Convicts Released - Premature release,145,3,148
ASSAM,2012,Convicts Released - Released on appeal,162,2,164
ASSAM,2012,Convicts Released - Released on bail,548,42,590
ASSAM,2012,Convicts Released - Pardons,0,0,0
ASSAM,2012,Convicts Released - Transferred to other States,20,0,20
ASSAM,2012,"Convicts Released - Other Releases (due to illness, transferred to Mental hospital)",5,0,5
ASSAM,2012,Total Convicts Released,2053,66,2119
ASSAM,2012,Under trials Released - Acquitted,867,27,894
ASSAM,2012,Under trials Released - Released on appeal,217,12,229
ASSAM,2012,Under trials Released - Released on bail,23019,715,23734
ASSAM,2012,Under trials Released - Transferred to other States,22,0,22
ASSAM,2012,Under trials Released - Extradited,0,0,0
ASSAM,2012,Under trials Released - Other releases (transferred to Mental/Civil hospital),20,2,22
ASSAM,2012,Total Under trials Released,24145,756,24901
ASSAM,2012,Detenus Released - Released on completion of detention period,121,3,124
ASSAM,2012,Detenus Released - Released before completion of detention period,3,0,3
ASSAM,2012,Detenus Released - Released on bail,73,3,76
ASSAM,2012,Detenus Released - Other releases (temporary transfer etc.),3,0,3
ASSAM,2012,Total Detenus Released,200,6,206
BIHAR,2001,Convicts Released - Released after completion of conviction,4531,26,4557
BIHAR,2001,Convicts Released - Premature release,306,7,313
BIHAR,2001,Convicts Released - Released on appeal,4097,131,4228
BIHAR,2001,Convicts Released - Released on bail,22225,279,22504
BIHAR,2001,Convicts Released - Pardons,214,1,215
BIHAR,2001,Convicts Released - Transferred to other States,107,0,107
BIHAR,2001,"Convicts Released - Other Releases (due to illness, transferred to Mental hospital)",431,4,435
BIHAR,2001,Total Convicts Released,31911,448,32359
BIHAR,2001,Under trials Released - Acquitted,0,0,0
BIHAR,2001,Under trials Released - Released on appeal,459,7,466
BIHAR,2001,Under trials Released - Released on bail,11103,226,11329
BIHAR,2001,Under trials Released - Transferred to other States,5099,81,5180
BIHAR,2001,Under trials Released - Extradited,118,0,118
BIHAR,2001,Under trials Released - Other releases (transferred to Mental/Civil hospital),2,0,2
BIHAR,2001,Total Under trials Released,16781,314,17095
BIHAR,2001,Detenus Released - Released on completion of detention period,0,0,0
BIHAR,2001,Detenus Released - Released before completion of detention period,0,0,0
BIHAR,2001,Detenus Released - Released on bail,0,0,0
BIHAR,2001,Detenus Released - Other releases (temporary transfer etc.),0,0,0
BIHAR,2001,Total Detenus Released,0,0,0
BIHAR,2002,Convicts Released - Released after completion of conviction,3741,3,3744
BIHAR,2002,Convicts Released - Premature release,380,0,380
BIHAR,2002,Convicts Released - Released on appeal,771,9,780
BIHAR,2002,Convicts Released - Released on bail,4997,36,5033
BIHAR,2002,Convicts Released - Pardons,46,0,46
BIHAR,2002,Convicts Released - Transferred to other States,575,1,576
BIHAR,2002,"Convicts Released - Other Releases (due to illness, transferred to Mental hospital)",2143,10,2153
BIHAR,2002,Total Convicts Released,12653,59,12712
BIHAR,2002,Under trials Released - Acquitted,4358,130,4488
BIHAR,2002,Under trials Released - Released on appeal,4591,69,4660
BIHAR,2002,Under trials Released - Released on bail,76184,1656,77840
BIHAR,2002,Under trials Released - Transferred to other States,385,2,387
BIHAR,2002,Under trials Released - Extradited,51,40,91
BIHAR,2002,Under trials Released - Other releases (transferred to Mental/Civil hospital),96,6,102
BIHAR,2002,Total Under trials Released,85665,1903,87568
BIHAR,2002,Detenus Released - Released on completion of detention period,54,0,54
BIHAR,2002,Detenus Released - Released before completion of detention period,31,0,31
BIHAR,2002,Detenus Released - Released on bail,0,0,0
BIHAR,2002,Detenus Released - Other releases (temporary transfer etc.),0,0,0
BIHAR,2002,Total Detenus Released,85,0,85
BIHAR,2003,Convicts Released - Released after completion of conviction,135,2,137
BIHAR,2003,Convicts Released - Premature release,0,0,0
BIHAR,2003,Convicts Released - Released on appeal,51,0,51
BIHAR,2003,Convicts Released - Released on bail,115,4,119
BIHAR,2003,Convicts Released - Pardons,0,0,0
BIHAR,2003,Convicts Released - Transferred to other States,0,0,0
BIHAR,2003,"Convicts Released - Other Releases (due to illness, transferred to Mental hospital)",0,0,0
BIHAR,2003,Total Convicts Released,301,6,307
BIHAR,2003,Under trials Released - Acquitted,116,7,123
BIHAR,2003,Under trials Released - Released on appeal,0,0,0
BIHAR,2003,Under trials Released - Released on bail,2697,99,2796
BIHAR,2003,Under trials Released - Transferred to other States,0,0,0
BIHAR,2003,Under trials Released - Extradited,0,0,0
BIHAR,2003,Under trials Released - Other releases (transferred to Mental/Civil hospital),0,0,0
BIHAR,2003,Total Under trials Released,2813,106,2919
BIHAR,2003,Detenus Released - Released on completion of detention period,0,0,0
BIHAR,2003,Detenus Released - Released before completion of detention period,0,0,0
BIHAR,2003,Detenus Released - Released on bail,0,0,0
BIHAR,2003,Detenus Released - Other releases (temporary transfer etc.),0,0,0
BIHAR,2003,Total Detenus Released,0,0,0
BIHAR,2004,Convicts Released - Released after completion of conviction,3103,7,3110
BIHAR,2004,Convicts Released - Premature release,0,0,0
BIHAR,2004,Convicts Released - Released on appeal,1537,28,1565
BIHAR,2004,Convicts Released - Released on bail,13384,224,13608
BIHAR,2004,Convicts Released - Pardons,22,0,22
BIHAR,2004,Convicts Released - Transferred to other States,625,5,630
BIHAR,2004,"Convicts Released - Other Releases (due to illness, transferred to Mental hospital)",34,1,35
BIHAR,2004,Total Convicts Released,18705,265,18970
BIHAR,2004,Under trials Released - Acquitted,3766,134,3900
BIHAR,2004,Under trials Released - Released on appeal,3605,80,3685
