TimePeriod,Area_Name,Indicator_Name,Data_Value
2007, Himachal Pradesh,Food Expenditure,46653777
2007, Punjab,Food Expenditure,108948000
2007,Chandigarh,Food Expenditure,4074000
2007, Uttarakhand,Food Expenditure,15872125
2007, Haryana,Food Expenditure,191387049
2007,Delhi,Food Expenditure,78015282
2007, Rajasthan,Food Expenditure,104679000
2007, Uttar Pradesh,Food Expenditure,402612000
2007, Bihar,Food Expenditure,437006118
2007, Sikkim,Food Expenditure,2562166
2007, Nagaland,Food Expenditure,17800000
2007, Manipur,Food Expenditure,6495868
2007, Mizoram,Food Expenditure,29821000
2007, Tripura,Food Expenditure,13848239
2007, Meghalaya,Food Expenditure,7073542
2007, Assam,Food Expenditure,91629000
2007, West Bengal,Food Expenditure,181093881
2007, Jharkhand,Food Expenditure,133003538
2007, Odisha,Food Expenditure,170876000
2007, Chhattisgarh,Food Expenditure,91274869
2007, Madhya Pradesh,Food Expenditure,269851000
2007, Gujarat,Food Expenditure,86447000
2007,Daman & Diu,Food Expenditure,719000
2007,Dadra & Nagar Haveli,Food Expenditure,289000
2007, Maharashtra,Food Expenditure,192776000
2007, Andhra Pradesh,Food Expenditure,137896000
2007, Karnataka,Food Expenditure,113671423
2007, Goa,Food Expenditure,4463000
2007,Lakshadweep,Food Expenditure,16338
2007, Kerala,Food Expenditure,71723481
2007, Tamil Nadu,Food Expenditure,131158000
2007,Puducherry,Food Expenditure,2799299
2007,Andaman & Nicobar Islands,Food Expenditure,4634000
2001, Jammu & Kashmir,Clothing Expenditure,639900
2001, Himachal Pradesh,Clothing Expenditure,1289000
2001, Punjab,Clothing Expenditure,1721000
2001,Chandigarh,Clothing Expenditure,300000
2001, Uttarakhand,Clothing Expenditure,0
2001, Haryana,Clothing Expenditure,2373159
2001,Delhi,Clothing Expenditure,356508
2001, Rajasthan,Clothing Expenditure,3498000
2001, Uttar Pradesh,Clothing Expenditure,0
2001, Bihar,Clothing Expenditure,14841000
2001, Sikkim,Clothing Expenditure,111000
2001, Nagaland,Clothing Expenditure,1309104
2001, Manipur,Clothing Expenditure,699824
2001, Mizoram,Clothing Expenditure,815300
2001, Tripura,Clothing Expenditure,147826
2001, Meghalaya,Clothing Expenditure,0
2001, Assam,Clothing Expenditure,800000
2001, West Bengal,Clothing Expenditure,2735113
2001, Jharkhand,Clothing Expenditure,0
2001, Odisha,Clothing Expenditure,1640000
2001, Chhattisgarh,Clothing Expenditure,572756
2001, Madhya Pradesh,Clothing Expenditure,12000000
2001, Gujarat,Clothing Expenditure,2009196
2001,Daman & Diu,Clothing Expenditure,21315
2001,Dadra & Nagar Haveli,Clothing Expenditure,15380
2001, Maharashtra,Clothing Expenditure,674000
2001, Andhra Pradesh,Clothing Expenditure,13938000
2001, Karnataka,Clothing Expenditure,0
2001, Goa,Clothing Expenditure,39375
2001,Lakshadweep,Clothing Expenditure,0
2001, Kerala,Clothing Expenditure,4196421
2001, Tamil Nadu,Clothing Expenditure,400984
2001,Puducherry,Clothing Expenditure,40000
2001,Andaman & Nicobar Islands,Clothing Expenditure,150000
2002, Jammu & Kashmir,Clothing Expenditure,568200
2002, Himachal Pradesh,Clothing Expenditure,1355000
2002, Punjab,Clothing Expenditure,1994840
2002,Chandigarh,Clothing Expenditure,475000
2002, Uttarakhand,Clothing Expenditure,0
2002, Haryana,Clothing Expenditure,1635317
2002,Delhi,Clothing Expenditure,9746701
2002, Rajasthan,Clothing Expenditure,3801000
2002, Uttar Pradesh,Clothing Expenditure,0
2002, Bihar,Clothing Expenditure,17502000
2002, Sikkim,Clothing Expenditure,111000
2002, Nagaland,Clothing Expenditure,788000
2002, Manipur,Clothing Expenditure,408984
2002, Mizoram,Clothing Expenditure,400000
2002, Tripura,Clothing Expenditure,166738
2002, Meghalaya,Clothing Expenditure,33400
2002, Assam,Clothing Expenditure,710000
2002, West Bengal,Clothing Expenditure,3271268
2002, Jharkhand,Clothing Expenditure,0
2002, Odisha,Clothing Expenditure,1690000
2002, Chhattisgarh,Clothing Expenditure,4058512
2002, Madhya Pradesh,Clothing Expenditure,8953000
2002, Gujarat,Clothing Expenditure,2800000
2002,Daman & Diu,Clothing Expenditure,32630
2002,Dadra & Nagar Haveli,Clothing Expenditure,0
2002, Maharashtra,Clothing Expenditure,100000
2002, Andhra Pradesh,Clothing Expenditure,24040000
2002, Karnataka,Clothing Expenditure,4112000
2002, Goa,Clothing Expenditure,5629
2002,Lakshadweep,Clothing Expenditure,0
2002, Kerala,Clothing Expenditure,4584000
2002, Tamil Nadu,Clothing Expenditure,0
2002,Puducherry,Clothing Expenditure,20000
2002,Andaman & Nicobar Islands,Clothing Expenditure,300000
2003, Jammu & Kashmir,Clothing Expenditure,399800
2003, Himachal Pradesh,Clothing Expenditure,1350000
2003, Punjab,Clothing Expenditure,199537367
2003,Chandigarh,Clothing Expenditure,385000
2003, Uttarakhand,Clothing Expenditure,646892
2003, Haryana,Clothing Expenditure,1595263
2003,Delhi,Clothing Expenditure,251732
2003, Rajasthan,Clothing Expenditure,5147000
2003, Uttar Pradesh,Clothing Expenditure,0
2003, Bihar,Clothing Expenditure,14471000
2003, Sikkim,Clothing Expenditure,72460
2003, Nagaland,Clothing Expenditure,400000
2003, Manipur,Clothing Expenditure,401200
2003, Mizoram,Clothing Expenditure,4715000
2003, Tripura,Clothing Expenditure,620500
2003, Meghalaya,Clothing Expenditure,226020
2003, Assam,Clothing Expenditure,1115000
2003, West Bengal,Clothing Expenditure,15342647
2003, Jharkhand,Clothing Expenditure,4453729
2003, Odisha,Clothing Expenditure,1888000
2003, Chhattisgarh,Clothing Expenditure,2497411
2003, Madhya Pradesh,Clothing Expenditure,5480000
2003, Gujarat,Clothing Expenditure,2000000
2003,Daman & Diu,Clothing Expenditure,0
2003,Dadra & Nagar Haveli,Clothing Expenditure,0
2003, Maharashtra,Clothing Expenditure,0
2003, Andhra Pradesh,Clothing Expenditure,13211000
2003, Karnataka,Clothing Expenditure,0
2003, Goa,Clothing Expenditure,138780
2003,Lakshadweep,Clothing Expenditure,0
2003, Kerala,Clothing Expenditure,4813200
2003, Tamil Nadu,Clothing Expenditure,0
2003,Puducherry,Clothing Expenditure,0
2003,Andaman & Nicobar Islands,Clothing Expenditure,52000
2004, Jammu & Kashmir,Clothing Expenditure,632100
2004, Himachal Pradesh,Clothing Expenditure,1894000
2004, Punjab,Clothing Expenditure,2268000
2004,Chandigarh,Clothing Expenditure,34000
2004, Uttarakhand,Clothing Expenditure,740900
2004, Haryana,Clothing Expenditure,5067875
2004,Delhi,Clothing Expenditure,1166175
2004, Rajasthan,Clothing Expenditure,5598000
2004, Uttar Pradesh,Clothing Expenditure,0
2004, Bihar,Clothing Expenditure,0
2004, Sikkim,Clothing Expenditure,43800
2004, Nagaland,Clothing Expenditure,3300000
2004, Manipur,Clothing Expenditure,583244
2004, Mizoram,Clothing Expenditure,300000
2004, Tripura,Clothing Expenditure,349695
2004, Meghalaya,Clothing Expenditure,83500
2004, Assam,Clothing Expenditure,1255000
2004, West Bengal,Clothing Expenditure,16065870
2004, Jharkhand,Clothing Expenditure,9944652
2004, Odisha,Clothing Expenditure,1654000
2004, Chhattisgarh,Clothing Expenditure,980267
2004, Madhya Pradesh,Clothing Expenditure,13352000
2004, Gujarat,Clothing Expenditure,2100000
2004,Daman & Diu,Clothing Expenditure,0
2004,Dadra & Nagar Haveli,Clothing Expenditure,0
2004, Maharashtra,Clothing Expenditure,123192
2004, Andhra Pradesh,Clothing Expenditure,5901109
2004, Karnataka,Clothing Expenditure,0
2004, Goa,Clothing Expenditure,654920
2004,Lakshadweep,Clothing Expenditure,0
2004, Kerala,Clothing Expenditure,19382364
2004, Tamil Nadu,Clothing Expenditure,0
2004,Puducherry,Clothing Expenditure,24583
2004,Andaman & Nicobar Islands,Clothing Expenditure,20000
2005, Jammu & Kashmir,Clothing Expenditure,755000
2005, Himachal Pradesh,Clothing Expenditure,2488000
2005, Punjab,Clothing Expenditure,2386000
2005,Chandigarh,Clothing Expenditure,780000
2005, Uttarakhand,Clothing Expenditure,183668
2005, Haryana,Clothing Expenditure,14000000
2005,Delhi,Clothing Expenditure,4247113
2005, Rajasthan,Clothing Expenditure,5204000
2005, Uttar Pradesh,Clothing Expenditure,0
2005, Bihar,Clothing Expenditure,3297678
2005, Sikkim,Clothing Expenditure,33000
2005, Nagaland,Clothing Expenditure,4000000
2005, Manipur,Clothing Expenditure,446811
2005, Mizoram,Clothing Expenditure,1300000
2005, Tripura,Clothing Expenditure,227160
2005, Meghalaya,Clothing Expenditure,0
2005, Assam,Clothing Expenditure,205000
2005, West Bengal,Clothing Expenditure,16869164
2005, Jharkhand,Clothing Expenditure,9522504
2005, Odisha,Clothing Expenditure,1888000
2005, Chhattisgarh,Clothing Expenditure,6821092
2005, Madhya Pradesh,Clothing Expenditure,14896000
2005, Gujarat,Clothing Expenditure,8177000
2005,Daman & Diu,Clothing Expenditure,0
2005,Dadra & Nagar Haveli,Clothing Expenditure,0
2005, Maharashtra,Clothing Expenditure,175141
2005, Andhra Pradesh,Clothing Expenditure,34295000
2005, Karnataka,Clothing Expenditure,6600000
2005, Goa,Clothing Expenditure,156800
2005,Lakshadweep,Clothing Expenditure,0
2005, Kerala,Clothing Expenditure,10818450
2005, Tamil Nadu,Clothing Expenditure,120000
2005,Puducherry,Clothing Expenditure,95177
2005,Andaman & Nicobar Islands,Clothing Expenditure,125000
2006, Jammu & Kashmir,Clothing Expenditure,81000
2006, Himachal Pradesh,Clothing Expenditure,1902000
2006, Punjab,Clothing Expenditure,6193000
2006,Chandigarh,Clothing Expenditure,465200
2006, Uttarakhand,Clothing Expenditure,5885504
2006, Haryana,Clothing Expenditure,1222866
2006,Delhi,Clothing Expenditure,1034765
2006, Rajasthan,Clothing Expenditure,5416000
2006, Uttar Pradesh,Clothing Expenditure,0
2006, Bihar,Clothing Expenditure,4397326
2006, Sikkim,Clothing Expenditure,0
2006, Nagaland,Clothing Expenditure,3097591
2006, Manipur,Clothing Expenditure,449864
2006, Mizoram,Clothing Expenditure,845600
2006, Tripura,Clothing Expenditure,451200
2006, Meghalaya,Clothing Expenditure,103597
2006, Assam,Clothing Expenditure,793000
2006, West Bengal,Clothing Expenditure,17712623
2006, Jharkhand,Clothing Expenditure,9053402
2006, Odisha,Clothing Expenditure,1897000
2006, Chhattisgarh,Clothing Expenditure,3790567
2006, Madhya Pradesh,Clothing Expenditure,13267000
2006, Gujarat,Clothing Expenditure,3528000
2006,Daman & Diu,Clothing Expenditure,35000
2006,Dadra & Nagar Haveli,Clothing Expenditure,0
2006, Maharashtra,Clothing Expenditure,139000
2006, Andhra Pradesh,Clothing Expenditure,67000
2006, Karnataka,Clothing Expenditure,7000000
2006, Goa,Clothing Expenditure,173005
2006,Lakshadweep,Clothing Expenditure,0
2006, Kerala,Clothing Expenditure,2952794
2006, Tamil Nadu,Clothing Expenditure,145033
2006,Puducherry,Clothing Expenditure,12506
2006,Andaman & Nicobar Islands,Clothing Expenditure,80000
2007, Jammu & Kashmir,Clothing Expenditure,1226300
2007, Himachal Pradesh,Clothing Expenditure,808940
2007, Punjab,Clothing Expenditure,3641000
2007,Chandigarh,Clothing Expenditure,650500
2007, Uttarakhand,Clothing Expenditure,717000
2007, Haryana,Clothing Expenditure,7999972
2007,Delhi,Clothing Expenditure,3516464
2007, Rajasthan,Clothing Expenditure,20703000
2007, Uttar Pradesh,Clothing Expenditure,0
2007, Bihar,Clothing Expenditure,6977630
2007, Sikkim,Clothing Expenditure,206358
2007, Nagaland,Clothing Expenditure,4000000
2007, Manipur,Clothing Expenditure,449946
2007, Mizoram,Clothing Expenditure,1875826
2007, Tripura,Clothing Expenditure,558796
2007, Meghalaya,Clothing Expenditure,69509
2007, Assam,Clothing Expenditure,2985000
2007, West Bengal,Clothing Expenditure,10109000
2007, Jharkhand,Clothing Expenditure,6513251
2007, Odisha,Clothing Expenditure,2388000
2007, Chhattisgarh,Clothing Expenditure,7258570
2007, Madhya Pradesh,Clothing Expenditure,15302000
2007, Gujarat,Clothing Expenditure,3654000
2007,Daman & Diu,Clothing Expenditure,38000
2007,Dadra & Nagar Haveli,Clothing Expenditure,0
2007, Maharashtra,Clothing Expenditure,70000
2007, Andhra Pradesh,Clothing Expenditure,9060000
2007, Karnataka,Clothing Expenditure,5000000
2007, Goa,Clothing Expenditure,195000
2007,Lakshadweep,Clothing Expenditure,0
2007, Kerala,Clothing Expenditure,5241210
2007, Tamil Nadu,Clothing Expenditure,0
2007,Puducherry,Clothing Expenditure,10500
2007,Andaman & Nicobar Islands,Clothing Expenditure,103000
2001, Jammu & Kashmir,Medical Expenditure,5026800
2001, Himachal Pradesh,Medical Expenditure,2471000
2001, Punjab,Medical Expenditure,13253000
2001,Chandigarh,Medical Expenditure,2500000
2001, Uttarakhand,Medical Expenditure,1504828
2001, Haryana,Medical Expenditure,3484364
2001,Delhi,Medical Expenditure,21811592
2001, Rajasthan,Medical Expenditure,0
2001, Uttar Pradesh,Medical Expenditure,16123000
2001, Bihar,Medical Expenditure,13866000
2001, Sikkim,Medical Expenditure,181770
2001, Nagaland,Medical Expenditure,88300
2001, Manipur,Medical Expenditure,1672620
2001, Mizoram,Medical Expenditure,699700
2001, Tripura,Medical Expenditure,191901
2001, Meghalaya,Medical Expenditure,167433
2001, Assam,Medical Expenditure,3300000
2001, West Bengal,Medical Expenditure,45242921
2001, Jharkhand,Medical Expenditure,6484000
2001, Odisha,Medical Expenditure,2350000
2001, Chhattisgarh,Medical Expenditure,5305770
2001, Madhya Pradesh,Medical Expenditure,20200000
2001, Gujarat,Medical Expenditure,956000
2001,Daman & Diu,Medical Expenditure,17313
2001,Dadra & Nagar Haveli,Medical Expenditure,0
2001, Maharashtra,Medical Expenditure,4449000
2001, Andhra Pradesh,Medical Expenditure,2273000
2001, Karnataka,Medical Expenditure,3100500
2001, Goa,Medical Expenditure,174631
2001,Lakshadweep,Medical Expenditure,0
2001, Kerala,Medical Expenditure,787746
2001, Tamil Nadu,Medical Expenditure,6213993
2001,Puducherry,Medical Expenditure,1500
2001,Andaman & Nicobar Islands,Medical Expenditure,60000
2002, Jammu & Kashmir,Medical Expenditure,3585200
2002, Himachal Pradesh,Medical Expenditure,2597000
2002, Punjab,Medical Expenditure,1085773
2002,Chandigarh,Medical Expenditure,1250000
2002, Uttarakhand,Medical Expenditure,2118322
2002, Haryana,Medical Expenditure,9409381
2002,Delhi,Medical Expenditure,11219417
2002, Rajasthan,Medical Expenditure,0
2002, Uttar Pradesh,Medical Expenditure,16486000
2002, Bihar,Medical Expenditure,0
2002, Sikkim,Medical Expenditure,181770
2002, Nagaland,Medical Expenditure,800000
2002, Manipur,Medical Expenditure,862517
2002, Mizoram,Medical Expenditure,650000
2002, Tripura,Medical Expenditure,465000
2002, Meghalaya,Medical Expenditure,283831
2002, Assam,Medical Expenditure,4000000
2002, West Bengal,Medical Expenditure,52508579
2002, Jharkhand,Medical Expenditure,5220000
2002, Odisha,Medical Expenditure,7422000
2002, Chhattisgarh,Medical Expenditure,6141943
2002, Madhya Pradesh,Medical Expenditure,26800000
2002, Gujarat,Medical Expenditure,1300000
2002,Daman & Diu,Medical Expenditure,18516
2002,Dadra & Nagar Haveli,Medical Expenditure,0
2002, Maharashtra,Medical Expenditure,6502000
2002, Andhra Pradesh,Medical Expenditure,3600000
2002, Karnataka,Medical Expenditure,5136000
2002, Goa,Medical Expenditure,163620
2002,Lakshadweep,Medical Expenditure,0
2002, Kerala,Medical Expenditure,780440
2002, Tamil Nadu,Medical Expenditure,6494962
2002,Puducherry,Medical Expenditure,1000
2002,Andaman & Nicobar Islands,Medical Expenditure,80000
2003, Jammu & Kashmir,Medical Expenditure,3098900
2003, Himachal Pradesh,Medical Expenditure,2588000
2003, Punjab,Medical Expenditure,32001030
2003,Chandigarh,Medical Expenditure,1335000
2003, Uttarakhand,Medical Expenditure,1146745
2003, Haryana,Medical Expenditure,8844896
2003,Delhi,Medical Expenditure,20385585
2003, Rajasthan,Medical Expenditure,0
2003, Uttar Pradesh,Medical Expenditure,16500000
2003, Bihar,Medical Expenditure,0
2003, Sikkim,Medical Expenditure,145607
2003, Nagaland,Medical Expenditure,250000
2003, Manipur,Medical Expenditure,400000
2003, Mizoram,Medical Expenditure,820000
2003, Tripura,Medical Expenditure,330000
2003, Meghalaya,Medical Expenditure,411914
2003, Assam,Medical Expenditure,1700000
2003, West Bengal,Medical Expenditure,87521027
2003, Jharkhand,Medical Expenditure,5256499
2003, Odisha,Medical Expenditure,4372000
2003, Chhattisgarh,Medical Expenditure,6255158
2003, Madhya Pradesh,Medical Expenditure,26576000
2003, Gujarat,Medical Expenditure,327000
2003,Daman & Diu,Medical Expenditure,1000
2003,Dadra & Nagar Haveli,Medical Expenditure,0
2003, Maharashtra,Medical Expenditure,0
2003, Andhra Pradesh,Medical Expenditure,4162000
2003, Karnataka,Medical Expenditure,0
2003, Goa,Medical Expenditure,188035
2003,Lakshadweep,Medical Expenditure,0
2003, Kerala,Medical Expenditure,819462
2003, Tamil Nadu,Medical Expenditure,7144458
2003,Puducherry,Medical Expenditure,0
2003,Andaman & Nicobar Islands,Medical Expenditure,56000
2004, Jammu & Kashmir,Medical Expenditure,3686700
2004, Himachal Pradesh,Medical Expenditure,3629000
2004, Punjab,Medical Expenditure,32387000
2004,Chandigarh,Medical Expenditure,652000
2004, Uttarakhand,Medical Expenditure,1241615
2004, Haryana,Medical Expenditure,12596864
2004,Delhi,Medical Expenditure,30866297
2004, Rajasthan,Medical Expenditure,0
2004, Uttar Pradesh,Medical Expenditure,16500000
2004, Bihar,Medical Expenditure,14870409
2004, Sikkim,Medical Expenditure,137267
2004, Nagaland,Medical Expenditure,300000
2004, Manipur,Medical Expenditure,7142890
2004, Mizoram,Medical Expenditure,720000
2004, Tripura,Medical Expenditure,1685075
2004, Meghalaya,Medical Expenditure,402017
2004, Assam,Medical Expenditure,1173000
2004, West Bengal,Medical Expenditure,90850775
2004, Jharkhand,Medical Expenditure,5524992
2004, Odisha,Medical Expenditure,4777000
2004, Chhattisgarh,Medical Expenditure,8491236
2004, Madhya Pradesh,Medical Expenditure,35138037
2004, Gujarat,Medical Expenditure,325000
2004,Daman & Diu,Medical Expenditure,1200
2004,Dadra & Nagar Haveli,Medical Expenditure,0
2004, Maharashtra,Medical Expenditure,5255634
2004, Andhra Pradesh,Medical Expenditure,5435000
2004, Karnataka,Medical Expenditure,0
2004, Goa,Medical Expenditure,236707
2004,Lakshadweep,Medical Expenditure,0
2004, Kerala,Medical Expenditure,0
2004, Tamil Nadu,Medical Expenditure,4048000
2004,Puducherry,Medical Expenditure,0
