STATE/UT,YEAR,CRIME HEAD,Male 16-18 years,Female 16-18 years,Total 16-18 years,Male 18-30 years,Female 18-30 years,Total 18-30 years,Male 30-50 years,Female 30-50 years,Total 30-50 years,Male Above 50 years,Female Above 50 years,Total Above 50 years,Total Male,Total Female,Grand Total
ANDHRA PRADESH,2001,ARMS ACT,0,0,0,7,0,7,4,0,4,0,0,0,11,0,11
ANDHRA PRADESH,2001,N.D.P.S. ACT,0,0,0,25,0,25,15,1,16,1,1,2,41,2,43
ANDHRA PRADESH,2001,GAMBLING ACT,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
ANDHRA PRADESH,2001,EXCISE ACT,0,0,0,19,1,20,27,0,27,4,0,4,50,1,51
ANDHRA PRADESH,2001,PROHIBITION ACT,0,0,0,17,1,18,24,10,34,19,1,20,60,12,72
ANDHRA PRADESH,2001,EXPLOSIVE & EXPLOSIVE SUBST. ACT,0,0,0,7,0,7,12,0,12,2,0,2,21,0,21
ANDHRA PRADESH,2001,TERRORIST & DISRUPTIVE ACTIVITIES (TATA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,2001,IMMORAL TRAFFIC (PREVENTION) ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,2001,INDIAN RAILWAYS ACT,0,0,0,30,0,30,11,0,11,2,0,2,43,0,43
ANDHRA PRADESH,2001,REGISTRATION OF FOREIGNERS ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,2001,PROTECTION OF CIVIL RIGHTS ACT,0,0,0,0,0,0,2,0,2,0,0,0,2,0,2
ANDHRA PRADESH,2001,SC/ST (PREVENTION OF ATROCITIES) ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,2001,INDIAN PASSPORT ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,2001,ESSENTIAL COMMODITIES ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,2001,ANTIQUITIES AND ART TREASURE ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,2001,DOWRY PROHIBITION ACT,0,0,0,8,0,8,22,0,22,2,0,2,32,0,32
ANDHRA PRADESH,2001,FOREIGN EXCHANGE REGULATION ACT-1973,0,0,0,0,0,0,4,0,4,1,0,1,5,0,5
ANDHRA PRADESH,2001,PREVENTION OF CORRUPTION ACT-1988,0,0,0,0,0,0,2,0,2,0,0,0,2,0,2
ANDHRA PRADESH,2001,CONSER.OF FORGN.EXCH.&PREV. OF SMUG.ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,2001,OTHER SLL OFFENCE,0,0,0,20,0,20,57,0,57,13,0,13,90,0,90
ANDHRA PRADESH,2001,TOTAL,0,0,0,134,2,136,180,11,191,44,2,46,358,15,373
ANDHRA PRADESH,2002,ARMS ACT,0,0,0,12,0,12,6,0,6,2,0,2,20,0,20
ANDHRA PRADESH,2002,N.D.P.S. ACT,0,0,0,13,2,15,7,0,7,3,0,3,23,2,25
ANDHRA PRADESH,2002,GAMBLING ACT,0,0,0,4,0,4,5,0,5,1,0,1,10,0,10
ANDHRA PRADESH,2002,EXCISE ACT,0,0,0,35,3,38,47,2,49,18,1,19,100,6,106
ANDHRA PRADESH,2002,PROHIBITION ACT,0,0,0,14,3,17,36,7,43,22,2,24,72,12,84
ANDHRA PRADESH,2002,EXPLOSIVE & EXPLOSIVE SUBST. ACT,0,0,0,6,0,6,12,1,13,1,0,1,19,1,20
ANDHRA PRADESH,2002,TERRORIST & DISRUPTIVE ACTIVITIES (TATA),0,0,0,4,1,5,0,0,0,0,0,0,4,1,5
ANDHRA PRADESH,2002,IMMORAL TRAFFIC (PREVENTION) ACT,0,0,0,6,0,6,1,2,3,1,0,1,8,2,10
ANDHRA PRADESH,2002,INDIAN RAILWAYS ACT,0,0,0,8,0,8,7,3,10,4,1,5,19,4,23
ANDHRA PRADESH,2002,REGISTRATION OF FOREIGNERS ACT,0,0,0,2,0,2,19,0,19,0,0,0,21,0,21
ANDHRA PRADESH,2002,PROTECTION OF CIVIL RIGHTS ACT,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
ANDHRA PRADESH,2002,SC/ST (PREVENTION OF ATROCITIES) ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,2002,INDIAN PASSPORT ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,2002,ESSENTIAL COMMODITIES ACT,0,0,0,0,0,0,5,0,5,0,0,0,5,0,5
ANDHRA PRADESH,2002,ANTIQUITIES AND ART TREASURE ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,2002,DOWRY PROHIBITION ACT,0,0,0,7,0,7,7,1,8,0,0,0,14,1,15
ANDHRA PRADESH,2002,FOREIGN EXCHANGE REGULATION ACT-1973,0,0,0,6,0,6,9,0,9,3,0,3,18,0,18
ANDHRA PRADESH,2002,PREVENTION OF CORRUPTION ACT-1988,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
ANDHRA PRADESH,2002,CONSER.OF FORGN.EXCH.&PREV. OF SMUG.ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,2002,OTHER SLL OFFENCE,0,0,0,10,0,10,22,0,22,3,0,3,35,0,35
ANDHRA PRADESH,2002,TOTAL,0,0,0,127,9,136,185,16,201,58,4,62,370,29,399
ANDHRA PRADESH,2003,ARMS ACT,0,0,0,14,0,14,7,0,7,3,0,3,24,0,24
ANDHRA PRADESH,2003,N.D.P.S. ACT,0,0,0,15,0,15,6,0,6,2,0,2,23,0,23
ANDHRA PRADESH,2003,GAMBLING ACT,0,0,0,6,0,6,7,0,7,1,0,1,14,0,14
ANDHRA PRADESH,2003,EXCISE ACT,0,0,0,7,0,7,89,4,93,29,3,32,125,7,132
ANDHRA PRADESH,2003,PROHIBITION ACT,0,0,0,17,0,17,56,6,62,35,2,37,108,8,116
ANDHRA PRADESH,2003,EXPLOSIVE & EXPLOSIVE SUBST. ACT,0,0,0,8,0,8,14,1,15,2,0,2,24,1,25
ANDHRA PRADESH,2003,TERRORIST & DISRUPTIVE ACTIVITIES (TATA),0,0,0,7,0,7,0,0,0,0,0,0,7,0,7
ANDHRA PRADESH,2003,IMMORAL TRAFFIC (PREVENTION) ACT,0,0,0,8,0,8,3,2,5,2,0,2,13,2,15
ANDHRA PRADESH,2003,INDIAN RAILWAYS ACT,0,0,0,11,0,11,39,4,43,6,0,6,56,4,60
ANDHRA PRADESH,2003,REGISTRATION OF FOREIGNERS ACT,0,0,0,3,0,3,22,0,22,0,0,0,25,0,25
ANDHRA PRADESH,2003,PROTECTION OF CIVIL RIGHTS ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,2003,SC/ST (PREVENTION OF ATROCITIES) ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,2003,INDIAN PASSPORT ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,2003,ESSENTIAL COMMODITIES ACT,0,0,0,0,0,0,7,0,7,0,0,0,7,0,7
ANDHRA PRADESH,2003,ANTIQUITIES AND ART TREASURE ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,2003,DOWRY PROHIBITION ACT,0,0,0,8,0,8,9,2,11,0,0,0,17,2,19
ANDHRA PRADESH,2003,FOREIGN EXCHANGE REGULATION ACT-1973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,2003,PREVENTION OF CORRUPTION ACT-1988,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3
ANDHRA PRADESH,2003,CONSER.OF FORGN.EXCH.&PREV. OF SMUG.ACT,0,0,0,0,0,0,2,0,2,0,0,0,2,0,2
ANDHRA PRADESH,2003,OTHER SLL OFFENCE,0,0,0,3,0,3,22,0,22,9,0,9,34,0,34
ANDHRA PRADESH,2003,TOTAL,0,0,0,110,0,110,283,19,302,89,5,94,482,24,506
ANDHRA PRADESH,2004,ARMS ACT,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
ANDHRA PRADESH,2004,N.D.P.S. ACT,0,0,0,14,0,14,21,2,23,2,1,3,37,3,40
ANDHRA PRADESH,2004,GAMBLING ACT,0,0,0,0,0,0,2,0,2,1,0,1,3,0,3
ANDHRA PRADESH,2004,EXCISE ACT,0,0,0,15,1,16,29,3,32,13,0,13,57,4,61
ANDHRA PRADESH,2004,PROHIBITION ACT,0,0,0,32,3,35,61,6,67,24,3,27,117,12,129
ANDHRA PRADESH,2004,EXPLOSIVE & EXPLOSIVE SUBST. ACT,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3
ANDHRA PRADESH,2004,TERRORIST & DISRUPTIVE ACTIVITIES (TATA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,2004,IMMORAL TRAFFIC (PREVENTION) ACT,0,0,0,0,10,10,0,2,2,0,0,0,0,12,12
ANDHRA PRADESH,2004,INDIAN RAILWAYS ACT,0,0,0,61,0,61,45,0,45,11,0,11,117,0,117
ANDHRA PRADESH,2004,REGISTRATION OF FOREIGNERS ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,2004,PROTECTION OF CIVIL RIGHTS ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,2004,SC/ST (PREVENTION OF ATROCITIES) ACT,0,0,0,3,0,3,2,0,2,1,0,1,6,0,6
ANDHRA PRADESH,2004,INDIAN PASSPORT ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,2004,ESSENTIAL COMMODITIES ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,2004,ANTIQUITIES AND ART TREASURE ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,2004,DOWRY PROHIBITION ACT,0,0,0,10,0,10,8,0,8,2,0,2,20,0,20
ANDHRA PRADESH,2004,FOREIGN EXCHANGE REGULATION ACT-1973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,2004,PREVENTION OF CORRUPTION ACT-1988,0,0,0,0,0,0,7,0,7,5,0,5,12,0,12
ANDHRA PRADESH,2004,CONSER.OF FORGN.EXCH.&PREV. OF SMUG.ACT,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
ANDHRA PRADESH,2004,OTHER SLL OFFENCE,0,0,0,16,1,17,22,1,23,6,0,6,44,2,46
ANDHRA PRADESH,2004,TOTAL,0,0,0,154,15,169,199,14,213,65,4,69,418,33,451
ANDHRA PRADESH,2005,ARMS ACT,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
ANDHRA PRADESH,2005,N.D.P.S. ACT,0,0,0,8,0,8,15,1,16,5,0,5,28,1,29
ANDHRA PRADESH,2005,GAMBLING ACT,0,0,0,1,0,1,1,0,1,0,0,0,2,0,2
ANDHRA PRADESH,2005,EXCISE ACT,0,0,0,45,0,45,49,7,56,9,0,9,103,7,110
ANDHRA PRADESH,2005,PROHIBITION ACT,0,0,0,18,0,18,26,0,26,5,0,5,49,0,49
ANDHRA PRADESH,2005,EXPLOSIVE & EXPLOSIVE SUBST. ACT,0,0,0,2,0,2,4,1,5,1,0,1,7,1,8
ANDHRA PRADESH,2005,TERRORIST & DISRUPTIVE ACTIVITIES (TATA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,2005,IMMORAL TRAFFIC (PREVENTION) ACT,0,0,0,2,0,2,0,7,7,0,0,0,2,7,9
ANDHRA PRADESH,2005,INDIAN RAILWAYS ACT,0,0,0,9,0,9,12,4,16,2,0,2,23,4,27
ANDHRA PRADESH,2005,REGISTRATION OF FOREIGNERS ACT,0,0,0,4,0,4,1,0,1,1,0,1,6,0,6
ANDHRA PRADESH,2005,PROTECTION OF CIVIL RIGHTS ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,2005,SC/ST (PREVENTION OF ATROCITIES) ACT,0,0,0,1,0,1,1,0,1,0,0,0,2,0,2
ANDHRA PRADESH,2005,INDIAN PASSPORT ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,2005,ESSENTIAL COMMODITIES ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,2005,ANTIQUITIES AND ART TREASURE ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,2005,DOWRY PROHIBITION ACT,0,0,0,10,0,10,8,7,15,2,2,4,20,9,29
ANDHRA PRADESH,2005,FOREIGN EXCHANGE REGULATION ACT-1973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,2005,PREVENTION OF CORRUPTION ACT-1988,0,0,0,7,0,7,4,1,5,0,0,0,11,1,12
ANDHRA PRADESH,2005,CONSER.OF FORGN.EXCH.&PREV. OF SMUG.ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,2005,OTHER SLL OFFENCE,0,0,0,35,0,35,45,0,45,21,0,21,101,0,101
ANDHRA PRADESH,2005,TOTAL,0,0,0,142,0,142,167,28,195,46,2,48,355,30,385
ANDHRA PRADESH,2006,ARMS ACT,0,0,0,1,0,1,20,0,20,4,0,4,25,0,25
ANDHRA PRADESH,2006,N.D.P.S. ACT,0,0,0,22,1,23,19,2,21,7,1,8,48,4,52
ANDHRA PRADESH,2006,GAMBLING ACT,0,0,0,3,0,3,17,0,17,3,0,3,23,0,23
ANDHRA PRADESH,2006,EXCISE ACT,0,0,0,14,0,14,21,1,22,6,0,6,41,1,42
ANDHRA PRADESH,2006,PROHIBITION ACT,0,0,0,16,1,17,20,2,22,9,0,9,45,3,48
ANDHRA PRADESH,2006,EXPLOSIVE & EXPLOSIVE SUBST. ACT,0,0,0,9,0,9,12,0,12,7,0,7,28,0,28
ANDHRA PRADESH,2006,TERRORIST & DISRUPTIVE ACTIVITIES (TATA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,2006,IMMORAL TRAFFIC (PREVENTION) ACT,0,0,0,1,1,2,0,2,2,1,0,1,2,3,5
ANDHRA PRADESH,2006,INDIAN RAILWAYS ACT,0,0,0,31,0,31,34,0,34,7,0,7,72,0,72
ANDHRA PRADESH,2006,REGISTRATION OF FOREIGNERS ACT,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
ANDHRA PRADESH,2006,PROTECTION OF CIVIL RIGHTS ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,2006,SC/ST (PREVENTION OF ATROCITIES) ACT,0,0,0,0,0,0,9,0,9,0,0,0,9,0,9
ANDHRA PRADESH,2006,INDIAN PASSPORT ACT,0,0,0,2,0,2,4,0,4,2,0,2,8,0,8
ANDHRA PRADESH,2006,ESSENTIAL COMMODITIES ACT,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
ANDHRA PRADESH,2006,ANTIQUITIES AND ART TREASURE ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,2006,DOWRY PROHIBITION ACT,0,0,0,9,0,9,15,10,25,2,1,3,26,11,37
ANDHRA PRADESH,2006,FOREIGN EXCHANGE REGULATION ACT-1973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,2006,PREVENTION OF CORRUPTION ACT-1988,0,0,0,6,0,6,7,0,7,6,0,6,19,0,19
ANDHRA PRADESH,2006,CONSER.OF FORGN.EXCH.&PREV. OF SMUG.ACT,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
ANDHRA PRADESH,2006,OTHER SLL OFFENCE,0,0,0,14,0,14,23,0,23,14,0,14,51,0,51
ANDHRA PRADESH,2006,TOTAL,0,0,0,128,3,131,203,18,221,68,2,70,399,23,422
ANDHRA PRADESH,2007,ARMS ACT,0,0,0,5,0,5,10,0,10,0,0,0,15,0,15
ANDHRA PRADESH,2007,N.D.P.S. ACT,0,0,0,30,2,32,21,0,21,8,1,9,59,3,62
ANDHRA PRADESH,2007,GAMBLING ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,2007,EXCISE ACT,0,0,0,30,2,32,30,0,30,24,2,26,84,4,88
ANDHRA PRADESH,2007,PROHIBITION ACT,0,0,0,19,1,20,16,0,16,4,2,6,39,3,42
ANDHRA PRADESH,2007,EXPLOSIVE & EXPLOSIVE SUBST. ACT,0,0,0,9,0,9,36,0,36,2,0,2,47,0,47
ANDHRA PRADESH,2007,TERRORIST & DISRUPTIVE ACTIVITIES (TATA),0,0,0,3,0,3,0,0,0,0,0,0,3,0,3
ANDHRA PRADESH,2007,IMMORAL TRAFFIC (PREVENTION) ACT,0,0,0,0,2,2,0,0,0,0,0,0,0,2,2
ANDHRA PRADESH,2007,INDIAN RAILWAYS ACT,0,0,0,11,0,11,13,0,13,1,0,1,25,0,25
ANDHRA PRADESH,2007,REGISTRATION OF FOREIGNERS ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,2007,PROTECTION OF CIVIL RIGHTS ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,2007,SC/ST (PREVENTION OF ATROCITIES) ACT,0,0,0,10,0,10,5,0,5,2,0,2,17,0,17
ANDHRA PRADESH,2007,INDIAN PASSPORT ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,2007,ESSENTIAL COMMODITIES ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,2007,ANTIQUITIES AND ART TREASURE ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,2007,DOWRY PROHIBITION ACT,0,0,0,23,0,23,18,1,19,6,0,6,47,1,48
ANDHRA PRADESH,2007,FOREIGN EXCHANGE REGULATION ACT-1973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,2007,PREVENTION OF CORRUPTION ACT-1988,0,0,0,6,0,6,7,0,7,3,0,3,16,0,16
ANDHRA PRADESH,2007,CONSER.OF FORGN.EXCH.&PREV. OF SMUG.ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,2007,OTHER SLL OFFENCE,0,0,0,15,0,15,15,0,15,5,0,5,35,0,35
ANDHRA PRADESH,2007,TOTAL,0,0,0,161,7,168,171,1,172,55,5,60,387,13,400
ANDHRA PRADESH,2008,ARMS ACT,0,0,0,2,0,2,4,0,4,0,0,0,6,0,6
ANDHRA PRADESH,2008,N.D.P.S. ACT,0,0,0,25,0,25,46,5,51,4,0,4,75,5,80
ANDHRA PRADESH,2008,GAMBLING ACT,0,0,0,20,0,20,15,0,15,2,0,2,37,0,37
ANDHRA PRADESH,2008,EXCISE ACT,0,0,0,40,0,40,66,1,67,20,0,20,126,1,127
ANDHRA PRADESH,2008,PROHIBITION ACT,0,0,0,9,0,9,20,2,22,0,1,1,29,3,32
ANDHRA PRADESH,2008,EXPLOSIVE & EXPLOSIVE SUBST. ACT,0,0,0,8,0,8,29,0,29,2,0,2,39,0,39
ANDHRA PRADESH,2008,TERRORIST & DISRUPTIVE ACTIVITIES (TATA),0,0,0,0,0,0,3,0,3,0,0,0,3,0,3
ANDHRA PRADESH,2008,IMMORAL TRAFFIC (PREVENTION) ACT,0,0,0,0,0,0,0,5,5,0,3,3,0,8,8
ANDHRA PRADESH,2008,INDIAN RAILWAYS ACT,0,0,0,9,0,9,19,0,19,1,0,1,29,0,29
ANDHRA PRADESH,2008,REGISTRATION OF FOREIGNERS ACT,0,0,0,1,1,2,1,0,1,0,0,0,2,1,3
ANDHRA PRADESH,2008,PROTECTION OF CIVIL RIGHTS ACT,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
ANDHRA PRADESH,2008,SC/ST (PREVENTION OF ATROCITIES) ACT,0,0,0,17,0,17,12,0,12,5,0,5,34,0,34
ANDHRA PRADESH,2008,INDIAN PASSPORT ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,2008,ESSENTIAL COMMODITIES ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,2008,ANTIQUITIES AND ART TREASURE ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,2008,DOWRY PROHIBITION ACT,0,0,0,24,0,24,37,0,37,12,0,12,73,0,73
ANDHRA PRADESH,2008,FOREIGN EXCHANGE REGULATION ACT-1973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,2008,PREVENTION OF CORRUPTION ACT-1988,0,0,0,0,0,0,13,1,14,0,0,0,13,1,14
ANDHRA PRADESH,2008,CONSER.OF FORGN.EXCH.&PREV. OF SMUG.ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,2008,OTHER SLL OFFENCE,0,0,0,10,0,10,10,0,10,4,0,4,24,0,24
ANDHRA PRADESH,2008,TOTAL,0,0,0,165,1,166,276,14,290,50,4,54,491,19,510
ANDHRA PRADESH,2009,ARMS ACT,0,0,0,7,0,7,11,0,11,3,0,3,21,0,21
ANDHRA PRADESH,2009,N.D.P.S. ACT,0,0,0,8,0,8,46,1,47,6,0,6,60,1,61
ANDHRA PRADESH,2009,GAMBLING ACT,0,0,0,13,0,13,7,0,7,0,0,0,20,0,20
ANDHRA PRADESH,2009,EXCISE ACT,0,0,0,8,0,8,7,0,7,7,0,7,22,0,22
ANDHRA PRADESH,2009,PROHIBITION ACT,0,0,0,2,0,2,0,1,1,0,0,0,2,1,3
ANDHRA PRADESH,2009,EXPLOSIVE & EXPLOSIVE SUBST. ACT,0,0,0,3,0,3,17,0,17,4,0,4,24,0,24
ANDHRA PRADESH,2009,TERRORIST & DISRUPTIVE ACTIVITIES (TATA),0,0,0,0,0,0,2,0,2,0,0,0,2,0,2
ANDHRA PRADESH,2009,IMMORAL TRAFFIC (PREVENTION) ACT,0,0,0,0,2,2,0,0,0,0,0,0,0,2,2
ANDHRA PRADESH,2009,INDIAN RAILWAYS ACT,0,0,0,9,4,13,10,0,10,7,0,7,26,4,30
ANDHRA PRADESH,2009,REGISTRATION OF FOREIGNERS ACT,0,0,0,0,1,1,2,0,2,0,0,0,2,1,3
ANDHRA PRADESH,2009,PROTECTION OF CIVIL RIGHTS ACT,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
ANDHRA PRADESH,2009,SC/ST (PREVENTION OF ATROCITIES) ACT,0,0,0,11,0,11,17,0,17,5,0,5,33,0,33
ANDHRA PRADESH,2009,INDIAN PASSPORT ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,2009,ESSENTIAL COMMODITIES ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,2009,ANTIQUITIES AND ART TREASURE ACT,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3
ANDHRA PRADESH,2009,DOWRY PROHIBITION ACT,0,0,0,21,0,21,24,0,24,9,0,9,54,0,54
ANDHRA PRADESH,2009,FOREIGN EXCHANGE REGULATION ACT-1973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,2009,PREVENTION OF CORRUPTION ACT-1988,0,0,0,0,0,0,6,0,6,0,0,0,6,0,6
ANDHRA PRADESH,2009,CONSER.OF FORGN.EXCH.&PREV. OF SMUG.ACT,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
ANDHRA PRADESH,2009,OTHER SLL OFFENCE,0,0,0,10,0,10,11,0,11,2,0,2,23,0,23
ANDHRA PRADESH,2009,TOTAL,0,0,0,93,7,100,164,2,166,43,0,43,300,9,309
ANDHRA PRADESH,2010,ARMS ACT,0,0,0,3,0,3,15,0,15,0,0,0,18,0,18
ANDHRA PRADESH,2010,N.D.P.S. ACT,0,0,0,7,2,9,17,0,17,5,0,5,29,2,31
ANDHRA PRADESH,2010,GAMBLING ACT,0,0,0,2,0,2,2,0,2,2,0,2,6,0,6
ANDHRA PRADESH,2010,EXCISE ACT,0,0,0,8,0,8,8,1,9,2,0,2,18,1,19
ANDHRA PRADESH,2010,PROHIBITION ACT,0,0,0,5,0,5,5,1,6,1,0,1,11,1,12
ANDHRA PRADESH,2010,EXPLOSIVE & EXPLOSIVE SUBST. ACT,0,0,0,0,0,0,41,0,41,0,0,0,41,0,41
ANDHRA PRADESH,2010,TERRORIST & DISRUPTIVE ACTIVITIES (TATA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,2010,IMMORAL TRAFFIC (PREVENTION) ACT,0,0,0,4,4,8,2,0,2,0,0,0,6,4,10
ANDHRA PRADESH,2010,INDIAN RAILWAYS ACT,0,0,0,11,0,11,7,0,7,0,0,0,18,0,18
ANDHRA PRADESH,2010,REGISTRATION OF FOREIGNERS ACT,0,0,0,0,0,0,1,0,1,1,0,1,2,0,2
ANDHRA PRADESH,2010,PROTECTION OF CIVIL RIGHTS ACT,0,0,0,1,0,1,1,0,1,0,0,0,2,0,2
ANDHRA PRADESH,2010,SC/ST (PREVENTION OF ATROCITIES) ACT,0,0,0,2,0,2,25,1,26,4,0,4,31,1,32
ANDHRA PRADESH,2010,INDIAN PASSPORT ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,2010,ESSENTIAL COMMODITIES ACT,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
ANDHRA PRADESH,2010,ANTIQUITIES AND ART TREASURE ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,2010,DOWRY PROHIBITION ACT,0,0,0,4,0,4,10,0,10,4,0,4,18,0,18
ANDHRA PRADESH,2010,FOREIGN EXCHANGE REGULATION ACT-1973,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3
ANDHRA PRADESH,2010,PREVENTION OF CORRUPTION ACT-1988,0,0,0,1,0,1,7,0,7,1,0,1,9,0,9
ANDHRA PRADESH,2010,CONSER.OF FORGN.EXCH.&PREV. OF SMUG.ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,2010,OTHER SLL OFFENCE,0,0,0,13,3,16,21,0,21,1,0,1,35,3,38
ANDHRA PRADESH,2010,TOTAL,0,0,0,62,9,71,165,3,168,21,0,21,248,12,260
ANDHRA PRADESH,2011,ARMS ACT,0,0,0,5,0,5,7,1,8,0,0,0,12,1,13
ANDHRA PRADESH,2011,N.D.P.S. ACT,0,0,0,9,0,9,20,4,24,7,1,8,36,5,41
ANDHRA PRADESH,2011,GAMBLING ACT,0,0,0,2,0,2,2,0,2,4,0,4,8,0,8
ANDHRA PRADESH,2011,EXCISE ACT,0,0,0,9,0,9,16,0,16,0,0,0,25,0,25
ANDHRA PRADESH,2011,PROHIBITION ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,2011,EXPLOSIVE & EXPLOSIVE SUBST. ACT,0,0,0,0,0,0,2,0,2,0,0,0,2,0,2
ANDHRA PRADESH,2011,TERRORIST & DISRUPTIVE ACTIVITIES (TATA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,2011,IMMORAL TRAFFIC (PREVENTION) ACT,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3
