TimePeriod,Area_Name,Electronic_equipments_used,Data_Value
2003, Uttarakhand,Others,4
2003, Haryana,Others,1
2003,Delhi,Others,0
2003, Rajasthan,Others,0
2003, Uttar Pradesh,Others,520
2003, Bihar,Others,0
2003, Sikkim,Others,0
2003, Nagaland,Others,0
2003, Manipur,Others,0
2003, Mizoram,Others,0
2003, Tripura,Others,0
2003, Meghalaya,Others,0
2003, Assam,Others,30
2003, West Bengal,Others,6
2003, Jharkhand,Others,1
2003, Odisha,Others,0
2003, Chhattisgarh,Others,0
2003, Madhya Pradesh,Others,0
2003, Gujarat,Others,20
2003,Daman & Diu,Others,0
2003,Dadra & Nagar Haveli,Others,0
2003, Maharashtra,Others,13
2003, Andhra Pradesh,Others,4
2003, Karnataka,Others,0
2003, Goa,Others,0
2003,Lakshadweep,Others,0
2003, Kerala,Others,66
2003, Tamil Nadu,Others,19
2003,Puducherry,Others,0
2003,Andaman & Nicobar Islands,Others,5
2004, Jammu & Kashmir,Others,0
2004, Himachal Pradesh,Others,0
2004, Punjab,Others,0
2004,Chandigarh,Others,11
2004, Uttarakhand,Others,4
2004, Haryana,Others,1
2004,Delhi,Others,0
2004, Rajasthan,Others,0
2004, Uttar Pradesh,Others,520
2004, Bihar,Others,0
2004, Sikkim,Others,0
2004, Nagaland,Others,0
2004, Manipur,Others,0
2004, Mizoram,Others,7
2004, Tripura,Others,0
2004, Meghalaya,Others,0
2004, Assam,Others,0
2004, West Bengal,Others,14
2004, Jharkhand,Others,1
2004, Odisha,Others,0
2004, Chhattisgarh,Others,0
2004, Madhya Pradesh,Others,58
2004, Gujarat,Others,20
2004,Daman & Diu,Others,0
2004,Dadra & Nagar Haveli,Others,0
2004, Maharashtra,Others,91
2004, Andhra Pradesh,Others,0
2004, Karnataka,Others,0
2004, Goa,Others,0
2004,Lakshadweep,Others,0
2004, Kerala,Others,66
2004, Tamil Nadu,Others,80
2004,Puducherry,Others,0
2004,Andaman & Nicobar Islands,Others,5
2005, Jammu & Kashmir,Others,0
2005, Himachal Pradesh,Others,0
2005, Punjab,Others,0
2005,Chandigarh,Others,11
2005, Uttarakhand,Others,6
2005, Haryana,Others,1
2005,Delhi,Others,5
2005, Rajasthan,Others,0
2005, Uttar Pradesh,Others,409
2005, Bihar,Others,0
2005, Sikkim,Others,0
2005, Nagaland,Others,0
2005, Manipur,Others,0
2005, Mizoram,Others,0
2005, Tripura,Others,0
2005, Meghalaya,Others,6
2005, Assam,Others,0
2005, West Bengal,Others,14
2005, Jharkhand,Others,2
2005, Odisha,Others,3
2005, Chhattisgarh,Others,48
2005, Madhya Pradesh,Others,15
2005, Gujarat,Others,20
2005,Daman & Diu,Others,0
2005,Dadra & Nagar Haveli,Others,0
2005, Maharashtra,Others,175
2005, Andhra Pradesh,Others,3
2005, Karnataka,Others,0
2005, Goa,Others,0
2005,Lakshadweep,Others,0
2005, Kerala,Others,66
2005, Tamil Nadu,Others,35
2005,Puducherry,Others,0
2005,Andaman & Nicobar Islands,Others,5
2006, Jammu & Kashmir,Others,0
2006, Himachal Pradesh,Others,0
2006, Punjab,Others,0
2006,Chandigarh,Others,0
2006, Uttarakhand,Others,6
2006, Haryana,Others,0
2006,Delhi,Others,27
2006, Rajasthan,Others,0
2006, Uttar Pradesh,Others,133
2006, Bihar,Others,6
2006, Sikkim,Others,0
2006, Nagaland,Others,0
2006, Manipur,Others,0
2006, Mizoram,Others,0
2006, Tripura,Others,32
2006, Meghalaya,Others,6
2006, Assam,Others,0
2006, West Bengal,Others,6
2006, Jharkhand,Others,14
2006, Odisha,Others,3
2006, Chhattisgarh,Others,25
2006, Madhya Pradesh,Others,17
2006, Gujarat,Others,10
2006,Daman & Diu,Others,0
2006,Dadra & Nagar Haveli,Others,0
2006, Maharashtra,Others,418
2006, Andhra Pradesh,Others,3
2006, Karnataka,Others,0
2006, Goa,Others,0
2006,Lakshadweep,Others,0
2006, Kerala,Others,52
2006, Tamil Nadu,Others,424
2006,Puducherry,Others,0
2006,Andaman & Nicobar Islands,Others,5
2007, Jammu & Kashmir,Others,0
2007, Himachal Pradesh,Others,0
2007, Punjab,Others,19
2007,Chandigarh,Others,0
2007, Uttarakhand,Others,0
2007, Haryana,Others,0
2007,Delhi,Others,60
2007, Uttar Pradesh,Others,98
2007, Bihar,Others,6
2007, Sikkim,Others,0
2007, Nagaland,Others,0
2007, Manipur,Others,0
2007, Mizoram,Others,0
2007, Tripura,Others,32
2007, Meghalaya,Others,6
2007, Assam,Others,3
2007, West Bengal,Others,10
2007, Jharkhand,Others,32
2007, Odisha,Others,3
2007, Chhattisgarh,Others,6
2007, Madhya Pradesh,Others,21
2007, Gujarat,Others,10
2007,Daman & Diu,Others,0
2007,Dadra & Nagar Haveli,Others,0
2007, Maharashtra,Others,250
2007, Andhra Pradesh,Others,0
2007, Karnataka,Others,0
2007, Goa,Others,0
2007,Lakshadweep,Others,0
2007, Kerala,Others,0
2007, Tamil Nadu,Others,63
2007,Puducherry,Others,0
2007,Andaman & Nicobar Islands,Others,5
2001, Jammu & Kashmir,Telex,0
2001, Himachal Pradesh,Telex,0
2001, Punjab,Telex,0
2001,Chandigarh,Telex,0
2001, Uttarakhand,Telex,0
2001, Haryana,Telex,0
2001,Delhi,Telex,0
2001, Rajasthan,Telex,0
2001, Uttar Pradesh,Telex,3
2001, Bihar,Telex,0
2001, Sikkim,Telex,0
2001, Nagaland,Telex,0
2001, Manipur,Telex,0
2001, Mizoram,Telex,0
2001, Tripura,Telex,14
2001, Meghalaya,Telex,0
2001, Assam,Telex,0
2001, West Bengal,Telex,0
2001, Jharkhand,Telex,1
2001, Odisha,Telex,0
2001, Chhattisgarh,Telex,1
2001, Madhya Pradesh,Telex,0
2001, Gujarat,Telex,0
2001,Daman & Diu,Telex,0
2001,Dadra & Nagar Haveli,Telex,0
2001, Maharashtra,Telex,2
2001, Andhra Pradesh,Telex,0
2001, Karnataka,Telex,0
2001, Goa,Telex,0
2001,Lakshadweep,Telex,0
2001, Kerala,Telex,0
2001, Tamil Nadu,Telex,8
2001,Puducherry,Telex,0
2002, Jammu & Kashmir,Telex,0
2002, Himachal Pradesh,Telex,0
2002, Punjab,Telex,0
2002,Chandigarh,Telex,0
2002, Uttarakhand,Telex,0
2002, Haryana,Telex,1
2002,Delhi,Telex,0
2002, Rajasthan,Telex,0
2002, Uttar Pradesh,Telex,4
2002, Bihar,Telex,1
2002, Sikkim,Telex,0
2002, Nagaland,Telex,0
2002, Manipur,Telex,0
2002, Mizoram,Telex,0
2002, Tripura,Telex,15
2002, Meghalaya,Telex,0
2002, Assam,Telex,0
2002, West Bengal,Telex,0
2002, Jharkhand,Telex,0
2002, Odisha,Telex,0
2002, Chhattisgarh,Telex,3
2002, Madhya Pradesh,Telex,0
2002, Gujarat,Telex,0
2002,Daman & Diu,Telex,0
2002,Dadra & Nagar Haveli,Telex,0
2002, Maharashtra,Telex,0
2002, Andhra Pradesh,Telex,0
2002, Karnataka,Telex,0
2002, Goa,Telex,0
2002,Lakshadweep,Telex,0
2002, Kerala,Telex,0
2002, Tamil Nadu,Telex,10
2002,Puducherry,Telex,0
2003, Jammu & Kashmir,Telex,0
2003, Himachal Pradesh,Telex,0
2003, Punjab,Telex,0
2003,Chandigarh,Telex,0
2003, Uttarakhand,Telex,0
2003, Haryana,Telex,1
2003,Delhi,Telex,0
2003, Rajasthan,Telex,0
2003, Uttar Pradesh,Telex,3
2003, Bihar,Telex,0
2003, Sikkim,Telex,0
2003, Nagaland,Telex,0
2003, Manipur,Telex,0
2003, Mizoram,Telex,0
2003, Tripura,Telex,15
2003, Meghalaya,Telex,0
2003, Assam,Telex,0
2003, West Bengal,Telex,0
2003, Jharkhand,Telex,0
2003, Odisha,Telex,0
2003, Chhattisgarh,Telex,2
2003, Madhya Pradesh,Telex,0
2003, Gujarat,Telex,0
2003,Daman & Diu,Telex,0
2003,Dadra & Nagar Haveli,Telex,0
2003, Maharashtra,Telex,0
2003, Andhra Pradesh,Telex,0
2003, Karnataka,Telex,0
2003, Goa,Telex,0
2003,Lakshadweep,Telex,0
2003, Kerala,Telex,0
2003, Tamil Nadu,Telex,10
2003,Puducherry,Telex,0
2003,Andaman & Nicobar Islands,Telex,0
2004, Jammu & Kashmir,Telex,0
2004, Himachal Pradesh,Telex,0
2004, Punjab,Telex,0
2004,Chandigarh,Telex,0
2004, Uttarakhand,Telex,0
2004, Haryana,Telex,1
2004,Delhi,Telex,0
2004, Rajasthan,Telex,0
2004, Uttar Pradesh,Telex,3
2004, Bihar,Telex,0
2004, Sikkim,Telex,0
2004, Nagaland,Telex,0
2004, Manipur,Telex,0
2004, Mizoram,Telex,0
2004, Tripura,Telex,15
2004, Meghalaya,Telex,0
2004, Assam,Telex,0
2004, West Bengal,Telex,0
2004, Jharkhand,Telex,0
2004, Odisha,Telex,0
2004, Chhattisgarh,Telex,9
2004, Madhya Pradesh,Telex,3
2004, Gujarat,Telex,0
2004,Daman & Diu,Telex,0
2004,Dadra & Nagar Haveli,Telex,0
2004, Maharashtra,Telex,0
2004, Andhra Pradesh,Telex,0
2004, Karnataka,Telex,0
2004, Goa,Telex,0
2004,Lakshadweep,Telex,0
2004, Kerala,Telex,0
2004, Tamil Nadu,Telex,0
2004,Puducherry,Telex,0
2004,Andaman & Nicobar Islands,Telex,0
2005, Jammu & Kashmir,Telex,0
2005, Himachal Pradesh,Telex,0
2005, Punjab,Telex,0
2005,Chandigarh,Telex,0
2005, Uttarakhand,Telex,1
2005, Haryana,Telex,1
2005,Delhi,Telex,0
2005, Rajasthan,Telex,0
2005, Uttar Pradesh,Telex,0
2005, Bihar,Telex,0
2005, Sikkim,Telex,0
2005, Nagaland,Telex,0
2005, Manipur,Telex,0
2005, Mizoram,Telex,0
2005, Tripura,Telex,15
2005, Meghalaya,Telex,0
2005, Assam,Telex,0
2005, West Bengal,Telex,0
2005, Jharkhand,Telex,2
2005, Odisha,Telex,0
2005, Chhattisgarh,Telex,0
2005, Madhya Pradesh,Telex,1
2005, Gujarat,Telex,0
2005,Daman & Diu,Telex,0
2005,Dadra & Nagar Haveli,Telex,0
2005, Maharashtra,Telex,0
2005, Andhra Pradesh,Telex,0
2005, Karnataka,Telex,0
2005, Goa,Telex,0
2005,Lakshadweep,Telex,0
2005, Kerala,Telex,0
2005, Tamil Nadu,Telex,1
2005,Puducherry,Telex,0
2005,Andaman & Nicobar Islands,Telex,0
2006, Jammu & Kashmir,Telex,0
2006, Himachal Pradesh,Telex,0
2006, Punjab,Telex,0
2006,Chandigarh,Telex,0
2006, Uttarakhand,Telex,0
2006, Haryana,Telex,0
2006,Delhi,Telex,0
2006, Rajasthan,Telex,0
2006, Uttar Pradesh,Telex,2
2006, Bihar,Telex,0
2006, Sikkim,Telex,0
2006, Nagaland,Telex,0
2006, Manipur,Telex,0
2006, Mizoram,Telex,0
2006, Tripura,Telex,15
2006, Meghalaya,Telex,0
2006, Assam,Telex,2
2006, West Bengal,Telex,0
2006, Jharkhand,Telex,2
2006, Odisha,Telex,0
2006, Chhattisgarh,Telex,0
2006, Madhya Pradesh,Telex,5
2006, Gujarat,Telex,0
2006,Daman & Diu,Telex,0
2006,Dadra & Nagar Haveli,Telex,0
2006, Maharashtra,Telex,2
2006, Andhra Pradesh,Telex,0
2006, Karnataka,Telex,0
2006, Goa,Telex,0
2006,Lakshadweep,Telex,0
2006, Kerala,Telex,0
2006, Tamil Nadu,Telex,0
2006,Puducherry,Telex,0
2006,Andaman & Nicobar Islands,Telex,0
2007, Jammu & Kashmir,Telex,0
2007, Himachal Pradesh,Telex,0
2007, Punjab,Telex,0
2007,Chandigarh,Telex,0
2007, Uttarakhand,Telex,0
2007, Haryana,Telex,0
2007,Delhi,Telex,0
2007, Uttar Pradesh,Telex,2
2007, Bihar,Telex,0
2007, Sikkim,Telex,0
2007, Nagaland,Telex,0
2007, Manipur,Telex,0
2007, Mizoram,Telex,0
2007, Tripura,Telex,15
2007, Meghalaya,Telex,0
2007, Assam,Telex,0
2007, West Bengal,Telex,0
2007, Jharkhand,Telex,2
2007, Odisha,Telex,0
2007, Chhattisgarh,Telex,0
2007, Madhya Pradesh,Telex,4
2007, Gujarat,Telex,0
2007,Daman & Diu,Telex,0
2007,Dadra & Nagar Haveli,Telex,0
2007, Maharashtra,Telex,0
2007, Andhra Pradesh,Telex,0
2007, Karnataka,Telex,0
2007, Goa,Telex,0
2007,Lakshadweep,Telex,0
2007, Kerala,Telex,0
2007, Tamil Nadu,Telex,0
2007,Puducherry,Telex,0
2007,Andaman & Nicobar Islands,Telex,0
2001, Jammu & Kashmir,VHF Set,1
2001, Himachal Pradesh,VHF Set,0
2001, Punjab,VHF Set,1
2001,Chandigarh,VHF Set,0
2001, Uttarakhand,VHF Set,0
2001, Haryana,VHF Set,0
2001,Delhi,VHF Set,0
2001, Rajasthan,VHF Set,0
2001, Uttar Pradesh,VHF Set,36
2001, Bihar,VHF Set,0
2001, Sikkim,VHF Set,0
2001, Nagaland,VHF Set,0
2001, Manipur,VHF Set,0
2001, Mizoram,VHF Set,8
2001, Tripura,VHF Set,0
2001, Meghalaya,VHF Set,0
2001, Assam,VHF Set,0
2001, West Bengal,VHF Set,8
2001, Jharkhand,VHF Set,0
2001, Odisha,VHF Set,0
2001, Chhattisgarh,VHF Set,0
2001, Madhya Pradesh,VHF Set,16
2001, Gujarat,VHF Set,12
2001,Daman & Diu,VHF Set,0
2001,Dadra & Nagar Haveli,VHF Set,0
2001, Maharashtra,VHF Set,0
2001, Andhra Pradesh,VHF Set,1
2001, Karnataka,VHF Set,22
2001, Goa,VHF Set,0
2001,Lakshadweep,VHF Set,0
2001, Kerala,VHF Set,0
2001, Tamil Nadu,VHF Set,17
2001,Puducherry,VHF Set,0
2002, Jammu & Kashmir,VHF Set,1
2002, Himachal Pradesh,VHF Set,0
2002, Punjab,VHF Set,1
2002,Chandigarh,VHF Set,0
2002, Uttarakhand,VHF Set,0
2002, Haryana,VHF Set,0
2002,Delhi,VHF Set,0
2002, Rajasthan,VHF Set,0
2002, Uttar Pradesh,VHF Set,51
2002, Bihar,VHF Set,0
2002, Sikkim,VHF Set,0
2002, Nagaland,VHF Set,0
2002, Manipur,VHF Set,0
2002, Mizoram,VHF Set,10
2002, Tripura,VHF Set,0
2002, Meghalaya,VHF Set,0
2002, Assam,VHF Set,0
2002, West Bengal,VHF Set,5
2002, Jharkhand,VHF Set,0
2002, Odisha,VHF Set,0
2002, Chhattisgarh,VHF Set,4
2002, Madhya Pradesh,VHF Set,19
2002, Gujarat,VHF Set,13
2002,Daman & Diu,VHF Set,0
2002,Dadra & Nagar Haveli,VHF Set,0
2002, Maharashtra,VHF Set,0
2002, Andhra Pradesh,VHF Set,9
2002, Karnataka,VHF Set,22
2002, Goa,VHF Set,0
2002,Lakshadweep,VHF Set,0
2002, Kerala,VHF Set,0
2002, Tamil Nadu,VHF Set,19
2002,Puducherry,VHF Set,0
2003, Jammu & Kashmir,VHF Set,0
2003, Himachal Pradesh,VHF Set,0
2003, Punjab,VHF Set,1
2003,Chandigarh,VHF Set,0
2003, Uttarakhand,VHF Set,1
2003, Haryana,VHF Set,1
2003,Delhi,VHF Set,0
2003, Rajasthan,VHF Set,0
2003, Uttar Pradesh,VHF Set,39
2003, Bihar,VHF Set,0
2003, Sikkim,VHF Set,0
2003, Nagaland,VHF Set,2
2003, Manipur,VHF Set,0
2003, Mizoram,VHF Set,6
2003, Tripura,VHF Set,0
2003, Meghalaya,VHF Set,0
2003, Assam,VHF Set,0
2003, West Bengal,VHF Set,6
2003, Jharkhand,VHF Set,0
2003, Odisha,VHF Set,0
2003, Chhattisgarh,VHF Set,4
2003, Madhya Pradesh,VHF Set,0
2003, Gujarat,VHF Set,13
2003,Daman & Diu,VHF Set,0
2003,Dadra & Nagar Haveli,VHF Set,0
2003, Maharashtra,VHF Set,0
2003, Andhra Pradesh,VHF Set,9
2003, Karnataka,VHF Set,22
2003, Goa,VHF Set,0
2003,Lakshadweep,VHF Set,0
2003, Kerala,VHF Set,0
2003, Tamil Nadu,VHF Set,19
2003,Puducherry,VHF Set,0
2003,Andaman & Nicobar Islands,VHF Set,3
2004, Jammu & Kashmir,VHF Set,0
2004, Himachal Pradesh,VHF Set,0
2004, Punjab,VHF Set,1
2004,Chandigarh,VHF Set,0
2004, Uttarakhand,VHF Set,1
2004, Haryana,VHF Set,1
2004,Delhi,VHF Set,0
2004, Rajasthan,VHF Set,0
2004, Uttar Pradesh,VHF Set,39
2004, Bihar,VHF Set,0
2004, Sikkim,VHF Set,0
2004, Nagaland,VHF Set,0
2004, Manipur,VHF Set,0
2004, Mizoram,VHF Set,10
2004, Tripura,VHF Set,0
2004, Meghalaya,VHF Set,0
2004, Assam,VHF Set,0
2004, West Bengal,VHF Set,4
2004, Jharkhand,VHF Set,0
2004, Odisha,VHF Set,0
2004, Chhattisgarh,VHF Set,0
2004, Madhya Pradesh,VHF Set,19
2004, Gujarat,VHF Set,13
2004,Daman & Diu,VHF Set,0
2004,Dadra & Nagar Haveli,VHF Set,0
2004, Maharashtra,VHF Set,0
2004, Andhra Pradesh,VHF Set,9
2004, Karnataka,VHF Set,7
2004, Goa,VHF Set,0
2004,Lakshadweep,VHF Set,0
2004, Kerala,VHF Set,0
2004, Tamil Nadu,VHF Set,85
2004,Puducherry,VHF Set,0
2004,Andaman & Nicobar Islands,VHF Set,3
2005, Jammu & Kashmir,VHF Set,0
2005, Himachal Pradesh,VHF Set,0
2005, Punjab,VHF Set,1
2005,Chandigarh,VHF Set,0
2005, Uttarakhand,VHF Set,0
2005, Haryana,VHF Set,0
2005,Delhi,VHF Set,0
2005, Rajasthan,VHF Set,0
2005, Uttar Pradesh,VHF Set,22
2005, Bihar,VHF Set,0
2005, Sikkim,VHF Set,0
2005, Nagaland,VHF Set,0
2005, Manipur,VHF Set,0
2005, Mizoram,VHF Set,6
2005, Tripura,VHF Set,0
2005, Meghalaya,VHF Set,1
2005, Assam,VHF Set,0
2005, West Bengal,VHF Set,2
2005, Jharkhand,VHF Set,0
2005, Odisha,VHF Set,0
2005, Chhattisgarh,VHF Set,0
2005, Madhya Pradesh,VHF Set,28
2005, Gujarat,VHF Set,13
2005,Daman & Diu,VHF Set,0
2005,Dadra & Nagar Haveli,VHF Set,0
2005, Maharashtra,VHF Set,3
2005, Andhra Pradesh,VHF Set,9
2005, Karnataka,VHF Set,7
2005, Goa,VHF Set,0
2005,Lakshadweep,VHF Set,0
2005, Kerala,VHF Set,0
2005, Tamil Nadu,VHF Set,13
2005,Puducherry,VHF Set,0
2005,Andaman & Nicobar Islands,VHF Set,3
2006, Jammu & Kashmir,VHF Set,0
2006, Himachal Pradesh,VHF Set,0
2006, Punjab,VHF Set,1
2006,Chandigarh,VHF Set,0
2006, Uttarakhand,VHF Set,0
2006, Haryana,VHF Set,0
2006,Delhi,VHF Set,2
2006, Rajasthan,VHF Set,0
2006, Uttar Pradesh,VHF Set,16
2006, Bihar,VHF Set,1
2006, Sikkim,VHF Set,1
2006, Nagaland,VHF Set,0
2006, Manipur,VHF Set,0
2006, Mizoram,VHF Set,6
2006, Tripura,VHF Set,0
2006, Meghalaya,VHF Set,0
2006, Assam,VHF Set,23
2006, West Bengal,VHF Set,4
2006, Jharkhand,VHF Set,0
2006, Odisha,VHF Set,0
2006, Chhattisgarh,VHF Set,0
2006, Madhya Pradesh,VHF Set,28
2006, Gujarat,VHF Set,8
2006,Daman & Diu,VHF Set,0
2006,Dadra & Nagar Haveli,VHF Set,0
2006, Maharashtra,VHF Set,7
2006, Andhra Pradesh,VHF Set,9
2006, Karnataka,VHF Set,7
2006, Goa,VHF Set,0
2006,Lakshadweep,VHF Set,0
2006, Kerala,VHF Set,0
2006, Tamil Nadu,VHF Set,248
2006,Puducherry,VHF Set,0
2006,Andaman & Nicobar Islands,VHF Set,3
2007, Jammu & Kashmir,VHF Set,0
2007, Himachal Pradesh,VHF Set,0
2007, Punjab,VHF Set,1
2007,Chandigarh,VHF Set,0
2007, Uttarakhand,VHF Set,0
2007, Haryana,VHF Set,1
2007,Delhi,VHF Set,0
2007, Uttar Pradesh,VHF Set,7
2007, Bihar,VHF Set,1
2007, Sikkim,VHF Set,0
2007, Nagaland,VHF Set,0
2007, Manipur,VHF Set,0
2007, Mizoram,VHF Set,6
2007, Tripura,VHF Set,0
2007, Meghalaya,VHF Set,0
2007, Assam,VHF Set,11
2007, West Bengal,VHF Set,1
2007, Jharkhand,VHF Set,1
2007, Odisha,VHF Set,0
2007, Chhattisgarh,VHF Set,1
2007, Madhya Pradesh,VHF Set,29
2007, Gujarat,VHF Set,13
2007,Daman & Diu,VHF Set,0
2007,Dadra & Nagar Haveli,VHF Set,0
2007, Maharashtra,VHF Set,12
2007, Andhra Pradesh,VHF Set,0
2007, Karnataka,VHF Set,7
2007, Goa,VHF Set,0
2007,Lakshadweep,VHF Set,0
2007, Kerala,VHF Set,0
2007, Tamil Nadu,VHF Set,8
2007,Puducherry,VHF Set,0
2007,Andaman & Nicobar Islands,VHF Set,3
2001, Jammu & Kashmir,Walkie Talkie,3
2001, Himachal Pradesh,Walkie Talkie,0
2001, Punjab,Walkie Talkie,158
2001,Chandigarh,Walkie Talkie,0
2001, Uttarakhand,Walkie Talkie,26
2001, Haryana,Walkie Talkie,5
2001,Delhi,Walkie Talkie,3
2001, Rajasthan,Walkie Talkie,0
2001, Uttar Pradesh,Walkie Talkie,299
2001, Bihar,Walkie Talkie,0
2001, Sikkim,Walkie Talkie,0
2001, Nagaland,Walkie Talkie,0
2001, Manipur,Walkie Talkie,0
2001, Mizoram,Walkie Talkie,16
2001, Tripura,Walkie Talkie,0
2001, Meghalaya,Walkie Talkie,77
2001, Assam,Walkie Talkie,88
2001, West Bengal,Walkie Talkie,59
2001, Jharkhand,Walkie Talkie,0
2001, Odisha,Walkie Talkie,20
2001, Chhattisgarh,Walkie Talkie,13
2001, Madhya Pradesh,Walkie Talkie,33
2001, Gujarat,Walkie Talkie,122
2001,Daman & Diu,Walkie Talkie,0
2001,Dadra & Nagar Haveli,Walkie Talkie,0
2001, Maharashtra,Walkie Talkie,8
2001, Andhra Pradesh,Walkie Talkie,50
2001, Karnataka,Walkie Talkie,62
2001, Goa,Walkie Talkie,0
2001,Lakshadweep,Walkie Talkie,0
2001, Kerala,Walkie Talkie,19
2001, Tamil Nadu,Walkie Talkie,131
2001,Puducherry,Walkie Talkie,0
2002, Jammu & Kashmir,Walkie Talkie,9
2002, Himachal Pradesh,Walkie Talkie,0
2002, Punjab,Walkie Talkie,160
2002,Chandigarh,Walkie Talkie,0
2002, Uttarakhand,Walkie Talkie,26
2002, Haryana,Walkie Talkie,12
2002,Delhi,Walkie Talkie,65
2002, Rajasthan,Walkie Talkie,0
2002, Uttar Pradesh,Walkie Talkie,340
2002, Bihar,Walkie Talkie,0
2002, Sikkim,Walkie Talkie,0
2002, Nagaland,Walkie Talkie,0
2002, Manipur,Walkie Talkie,0
2002, Mizoram,Walkie Talkie,7
2002, Tripura,Walkie Talkie,0
2002, Meghalaya,Walkie Talkie,0
2002, Assam,Walkie Talkie,81
2002, West Bengal,Walkie Talkie,77
2002, Jharkhand,Walkie Talkie,0
2002, Odisha,Walkie Talkie,18
2002, Chhattisgarh,Walkie Talkie,2
2002, Madhya Pradesh,Walkie Talkie,52
2002, Gujarat,Walkie Talkie,122
2002,Daman & Diu,Walkie Talkie,0
2002,Dadra & Nagar Haveli,Walkie Talkie,0
2002, Maharashtra,Walkie Talkie,10
2002, Andhra Pradesh,Walkie Talkie,18
2002, Karnataka,Walkie Talkie,62
2002, Goa,Walkie Talkie,0
2002,Lakshadweep,Walkie Talkie,0
2002, Kerala,Walkie Talkie,19
2002, Tamil Nadu,Walkie Talkie,131
2002,Puducherry,Walkie Talkie,0
2003, Jammu & Kashmir,Walkie Talkie,0
2003, Himachal Pradesh,Walkie Talkie,28
2003, Punjab,Walkie Talkie,164
2003,Chandigarh,Walkie Talkie,27
2003, Uttarakhand,Walkie Talkie,19
2003, Haryana,Walkie Talkie,0
2003,Delhi,Walkie Talkie,65
2003, Rajasthan,Walkie Talkie,0
2003, Uttar Pradesh,Walkie Talkie,343
2003, Bihar,Walkie Talkie,7
2003, Sikkim,Walkie Talkie,0
2003, Nagaland,Walkie Talkie,0
2003, Manipur,Walkie Talkie,0
2003, Mizoram,Walkie Talkie,7
2003, Tripura,Walkie Talkie,0
2003, Meghalaya,Walkie Talkie,55
2003, Assam,Walkie Talkie,74
2003, West Bengal,Walkie Talkie,82
2003, Jharkhand,Walkie Talkie,0
2003, Odisha,Walkie Talkie,18
2003, Chhattisgarh,Walkie Talkie,9
2003, Madhya Pradesh,Walkie Talkie,0
2003, Gujarat,Walkie Talkie,122
2003,Daman & Diu,Walkie Talkie,0
2003,Dadra & Nagar Haveli,Walkie Talkie,0
2003, Maharashtra,Walkie Talkie,12
2003, Andhra Pradesh,Walkie Talkie,18
2003, Karnataka,Walkie Talkie,62
2003, Goa,Walkie Talkie,0
2003,Lakshadweep,Walkie Talkie,0
2003, Kerala,Walkie Talkie,19
2003, Tamil Nadu,Walkie Talkie,131
2003,Puducherry,Walkie Talkie,0
2003,Andaman & Nicobar Islands,Walkie Talkie,15
2004, Jammu & Kashmir,Walkie Talkie,0
2004, Himachal Pradesh,Walkie Talkie,28
2004, Punjab,Walkie Talkie,165
2004,Chandigarh,Walkie Talkie,27
2004, Uttarakhand,Walkie Talkie,19
2004, Haryana,Walkie Talkie,0
2004,Delhi,Walkie Talkie,65
2004, Rajasthan,Walkie Talkie,0
2004, Uttar Pradesh,Walkie Talkie,343
2004, Bihar,Walkie Talkie,0
2004, Sikkim,Walkie Talkie,0
2004, Nagaland,Walkie Talkie,0
2004, Manipur,Walkie Talkie,0
2004, Mizoram,Walkie Talkie,7
2004, Tripura,Walkie Talkie,0
2004, Meghalaya,Walkie Talkie,71
2004, Assam,Walkie Talkie,0
2004, West Bengal,Walkie Talkie,69
2004, Jharkhand,Walkie Talkie,0
2004, Odisha,Walkie Talkie,69
2004, Chhattisgarh,Walkie Talkie,17
2004, Madhya Pradesh,Walkie Talkie,52
2004, Gujarat,Walkie Talkie,122
2004,Daman & Diu,Walkie Talkie,0
2004,Dadra & Nagar Haveli,Walkie Talkie,0
2004, Maharashtra,Walkie Talkie,14
2004, Andhra Pradesh,Walkie Talkie,18
2004, Karnataka,Walkie Talkie,62
2004, Goa,Walkie Talkie,0
2004,Lakshadweep,Walkie Talkie,0
2004, Kerala,Walkie Talkie,19
2004, Tamil Nadu,Walkie Talkie,84
2004,Puducherry,Walkie Talkie,0
2004,Andaman & Nicobar Islands,Walkie Talkie,15
2005, Jammu & Kashmir,Walkie Talkie,0
2005, Himachal Pradesh,Walkie Talkie,28
2005, Punjab,Walkie Talkie,248
2005,Chandigarh,Walkie Talkie,27
2005, Uttarakhand,Walkie Talkie,6
2005, Haryana,Walkie Talkie,71
2005,Delhi,Walkie Talkie,90
2005, Rajasthan,Walkie Talkie,0
2005, Uttar Pradesh,Walkie Talkie,390
2005, Bihar,Walkie Talkie,0
2005, Sikkim,Walkie Talkie,0
2005, Nagaland,Walkie Talkie,0
2005, Manipur,Walkie Talkie,0
2005, Mizoram,Walkie Talkie,7
2005, Tripura,Walkie Talkie,0
2005, Meghalaya,Walkie Talkie,21
2005, Assam,Walkie Talkie,0
2005, West Bengal,Walkie Talkie,97
2005, Jharkhand,Walkie Talkie,0
2005, Odisha,Walkie Talkie,69
2005, Chhattisgarh,Walkie Talkie,49
2005, Madhya Pradesh,Walkie Talkie,79
2005, Gujarat,Walkie Talkie,122
2005,Daman & Diu,Walkie Talkie,0
2005,Dadra & Nagar Haveli,Walkie Talkie,0
2005, Maharashtra,Walkie Talkie,12
