state_name,is_state,year,gender,domicile,convicts,under_trial,detenues,others
Haryana,1,2002,Female,Belongs to other State,16,30,0,0
Haryana,1,2002,Female,Belongs to State,114,291,0,0
Haryana,1,2002,Male,Belongs to other Country,0,0,0,0
Haryana,1,2002,Male,Belongs to other State,782,1193,0,0
Haryana,1,2002,Male,Belongs to State,2721,6203,0,8
Haryana,1,2003,Female,Belongs to other Country,0,11,0,0
Haryana,1,2003,Female,Belongs to other State,10,27,0,0
Haryana,1,2003,Female,Belongs to State,157,299,0,0
Haryana,1,2003,Male,Belongs to other Country,10,48,0,0
Haryana,1,2003,Male,Belongs to other State,592,1015,0,1
Haryana,1,2003,Male,Belongs to State,3674,6104,0,151
Haryana,1,2004,Female,Belongs to other Country,0,0,0,0
Haryana,1,2004,Female,Belongs to other State,40,76,0,0
Haryana,1,2004,Female,Belongs to State,150,230,0,0
Haryana,1,2004,Male,Belongs to other Country,3,0,0,0
Haryana,1,2004,Male,Belongs to other State,1030,1326,0,10
Haryana,1,2004,Male,Belongs to State,3378,5764,0,3
Haryana,1,2005,Female,Belongs to other Country,31,16,0,0
Haryana,1,2005,Female,Belongs to other State,33,24,0,0
Haryana,1,2005,Female,Belongs to State,124,286,0,1
Haryana,1,2005,Male,Belongs to other Country,107,73,0,0
Haryana,1,2005,Male,Belongs to other State,828,643,0,0
Haryana,1,2005,Male,Belongs to State,3670,6675,0,36
Haryana,1,2006,Female,Belongs to other Country,0,5,0,0
Haryana,1,2006,Female,Belongs to other State,26,37,0,0
Haryana,1,2006,Female,Belongs to State,174,291,0,0
Haryana,1,2006,Male,Belongs to other Country,12,54,0,0
Haryana,1,2006,Male,Belongs to other State,516,825,0,0
Haryana,1,2006,Male,Belongs to State,4260,6474,0,13
Haryana,1,2007,Female,Belongs to other Country,3,10,0,0
Haryana,1,2007,Female,Belongs to other State,32,38,0,0
Haryana,1,2007,Female,Belongs to State,166,312,0,0
Haryana,1,2007,Male,Belongs to other Country,13,45,0,0
Haryana,1,2007,Male,Belongs to other State,503,1232,0,0
Haryana,1,2007,Male,Belongs to State,4259,6480,0,0
Haryana,1,2008,Female,Belongs to other Country,5,7,0,0
Haryana,1,2008,Female,Belongs to other State,24,40,0,0
Haryana,1,2008,Female,Belongs to State,226,355,0,0
Haryana,1,2008,Male,Belongs to other Country,18,51,0,0
Haryana,1,2008,Male,Belongs to other State,688,1353,0,0
Haryana,1,2008,Male,Belongs to State,4426,6856,0,0
Haryana,1,2009,Female,Belongs to other Country,0,8,0,0
Haryana,1,2009,Female,Belongs to other State,14,8,0,0
Haryana,1,2009,Female,Belongs to State,250,338,0,0
Haryana,1,2009,Male,Belongs to other Country,14,22,0,0
Haryana,1,2009,Male,Belongs to other State,555,936,0,0
Haryana,1,2009,Male,Belongs to State,4959,6729,0,4
Haryana,1,2010,Female,Belongs to other Country,0,2,0,0
Haryana,1,2010,Female,Belongs to other State,24,29,0,0
Haryana,1,2010,Female,Belongs to State,221,319,0,0
Haryana,1,2010,Male,Belongs to other Country,20,33,0,0
Haryana,1,2010,Male,Belongs to other State,571,1222,0,0
Haryana,1,2010,Male,Belongs to State,5375,6403,0,0
Haryana,1,2011,Female,Belongs to other Country,3,5,0,0
Haryana,1,2011,Female,Belongs to other State,36,44,0,0
Haryana,1,2011,Female,Belongs to State,246,336,0,0
Haryana,1,2011,Male,Belongs to other Country,26,27,0,0
Haryana,1,2011,Male,Belongs to other State,880,1125,0,0
Haryana,1,2011,Male,Belongs to State,5338,6966,0,1
Haryana,1,2012,Female,Belongs to other Country,2,4,0,0
Haryana,1,2012,Female,Belongs to other State,40,33,0,0
Haryana,1,2012,Female,Belongs to State,248,423,0,0
Haryana,1,2012,Male,Belongs to other Country,18,31,0,0
Haryana,1,2012,Male,Belongs to other State,1075,1625,0,0
Haryana,1,2012,Male,Belongs to State,5318,8135,0,0
Haryana,1,2013,Female,Belongs to State,322,411,0,0
Haryana,1,2013,Female,Belongs to other State,33,62,0,0
Haryana,1,2013,Female,Belongs to other Country,0,2,0,0
Haryana,1,2013,Male,Belongs to State,5394,8512,0,1
Haryana,1,2013,Male,Belongs to other State,1254,1614,0,0
Haryana,1,2013,Male,Belongs to other Country,17,22,0,0
Himachal Pradesh,1,2001,Female,Belongs to other Country,0,2,0,0
Himachal Pradesh,1,2001,Female,Belongs to other State,0,0,0,0
Himachal Pradesh,1,2001,Female,Belongs to State,11,13,0,0
Himachal Pradesh,1,2001,Male,Belongs to other Country,3,15,0,0
Himachal Pradesh,1,2001,Male,Belongs to other State,81,65,0,0
Himachal Pradesh,1,2001,Male,Belongs to State,300,417,0,0
Himachal Pradesh,1,2002,Female,Belongs to other Country,1,4,0,0
Himachal Pradesh,1,2002,Female,Belongs to other State,0,12,0,0
Himachal Pradesh,1,2002,Female,Belongs to State,6,4,0,0
Himachal Pradesh,1,2002,Male,Belongs to other Country,15,46,0,0
Himachal Pradesh,1,2002,Male,Belongs to other State,74,100,0,0
Himachal Pradesh,1,2002,Male,Belongs to State,323,312,0,0
Himachal Pradesh,1,2003,Female,Belongs to other Country,0,1,0,0
Himachal Pradesh,1,2003,Female,Belongs to other State,0,6,0,0
Himachal Pradesh,1,2003,Female,Belongs to State,12,12,0,0
Himachal Pradesh,1,2003,Male,Belongs to other Country,22,16,0,0
Himachal Pradesh,1,2003,Male,Belongs to other State,71,117,0,0
Himachal Pradesh,1,2003,Male,Belongs to State,371,350,0,0
Himachal Pradesh,1,2004,Female,Belongs to other Country,1,0,0,0
Himachal Pradesh,1,2004,Female,Belongs to other State,0,1,0,0
Himachal Pradesh,1,2004,Female,Belongs to State,16,18,0,0
Himachal Pradesh,1,2004,Male,Belongs to other Country,33,21,0,0
Himachal Pradesh,1,2004,Male,Belongs to other State,86,97,0,0
Himachal Pradesh,1,2004,Male,Belongs to State,421,350,0,0
Himachal Pradesh,1,2005,Female,Belongs to other Country,4,0,0,0
Himachal Pradesh,1,2005,Female,Belongs to other State,3,4,0,0
Himachal Pradesh,1,2005,Female,Belongs to State,11,12,0,0
Himachal Pradesh,1,2005,Male,Belongs to other Country,32,50,0,0
Himachal Pradesh,1,2005,Male,Belongs to other State,103,113,0,0
Himachal Pradesh,1,2005,Male,Belongs to State,479,357,0,0
Himachal Pradesh,1,2006,Female,Belongs to other Country,0,5,0,0
Himachal Pradesh,1,2006,Female,Belongs to other State,2,0,0,0
Himachal Pradesh,1,2006,Female,Belongs to State,22,16,0,0
Himachal Pradesh,1,2006,Male,Belongs to other Country,50,59,0,0
Himachal Pradesh,1,2006,Male,Belongs to other State,132,136,0,0
Himachal Pradesh,1,2006,Male,Belongs to State,558,356,0,0
Himachal Pradesh,1,2007,Female,Belongs to other Country,0,0,0,0
Himachal Pradesh,1,2007,Female,Belongs to other State,9,4,0,0
Himachal Pradesh,1,2007,Female,Belongs to State,28,20,0,0
Himachal Pradesh,1,2007,Male,Belongs to other Country,11,2,0,0
Himachal Pradesh,1,2007,Male,Belongs to other State,272,105,0,0
Himachal Pradesh,1,2007,Male,Belongs to State,555,429,0,0
Himachal Pradesh,1,2008,Female,Belongs to other Country,0,1,0,0
Himachal Pradesh,1,2008,Female,Belongs to other State,7,3,0,0
Himachal Pradesh,1,2008,Female,Belongs to State,25,22,0,0
Himachal Pradesh,1,2008,Male,Belongs to other Country,8,5,0,0
Himachal Pradesh,1,2008,Male,Belongs to other State,225,104,0,0
Himachal Pradesh,1,2008,Male,Belongs to State,625,443,0,0
Himachal Pradesh,1,2009,Female,Belongs to other Country,0,0,0,0
Himachal Pradesh,1,2009,Female,Belongs to other State,4,1,0,0
Himachal Pradesh,1,2009,Female,Belongs to State,31,16,0,0
Himachal Pradesh,1,2009,Male,Belongs to other Country,1,9,0,0
Himachal Pradesh,1,2009,Male,Belongs to other State,224,157,0,0
Himachal Pradesh,1,2009,Male,Belongs to State,582,529,0,0
Himachal Pradesh,1,2010,Female,Belongs to other Country,0,0,0,0
Himachal Pradesh,1,2010,Female,Belongs to other State,2,2,0,0
Himachal Pradesh,1,2010,Female,Belongs to State,25,21,0,0
Himachal Pradesh,1,2010,Male,Belongs to other Country,5,2,0,0
Himachal Pradesh,1,2010,Male,Belongs to other State,237,125,0,0
Himachal Pradesh,1,2010,Male,Belongs to State,693,473,0,0
Himachal Pradesh,1,2011,Female,Belongs to other Country,2,0,0,0
Himachal Pradesh,1,2011,Female,Belongs to other State,7,3,0,0
Himachal Pradesh,1,2011,Female,Belongs to State,20,30,0,0
Himachal Pradesh,1,2011,Male,Belongs to other Country,57,33,0,0
Himachal Pradesh,1,2011,Male,Belongs to other State,177,133,0,0
Himachal Pradesh,1,2011,Male,Belongs to State,679,466,0,0
Himachal Pradesh,1,2012,Female,Belongs to other Country,0,0,0,0
Himachal Pradesh,1,2012,Female,Belongs to other State,7,5,0,0
Himachal Pradesh,1,2012,Female,Belongs to State,29,32,0,0
Himachal Pradesh,1,2012,Male,Belongs to other Country,63,18,0,0
Himachal Pradesh,1,2012,Male,Belongs to other State,192,181,0,0
Himachal Pradesh,1,2012,Male,Belongs to State,661,528,0,0
Himachal Pradesh,1,2013,Female,Belongs to State,30,41,0,0
Himachal Pradesh,1,2013,Female,Belongs to other State,7,17,0,0
Himachal Pradesh,1,2013,Female,Belongs to other Country,1,0,0,0
Himachal Pradesh,1,2013,Male,Belongs to State,704,678,0,0
Himachal Pradesh,1,2013,Male,Belongs to other State,197,231,0,0
Himachal Pradesh,1,2013,Male,Belongs to other Country,62,31,0,0
Jammu & Kashmir,1,2001,Female,Belongs to other Country,0,1,1,0
Jammu & Kashmir,1,2001,Female,Belongs to other State,0,2,0,0
Jammu & Kashmir,1,2001,Female,Belongs to State,5,30,1,0
Jammu & Kashmir,1,2001,Male,Belongs to other Country,6,35,51,0
Jammu & Kashmir,1,2001,Male,Belongs to other State,20,61,4,0
Jammu & Kashmir,1,2001,Male,Belongs to State,92,976,359,3
Jammu & Kashmir,1,2002,Female,Belongs to other Country,0,1,0,0
Jammu & Kashmir,1,2002,Female,Belongs to other State,0,0,0,0
Jammu & Kashmir,1,2002,Female,Belongs to State,3,45,1,0
Jammu & Kashmir,1,2002,Male,Belongs to other Country,5,33,11,0
Jammu & Kashmir,1,2002,Male,Belongs to other State,22,65,0,0
Jammu & Kashmir,1,2002,Male,Belongs to State,99,1085,432,1
Jammu & Kashmir,1,2003,Female,Belongs to other Country,0,1,0,0
Jammu & Kashmir,1,2003,Female,Belongs to other State,0,2,0,0
Jammu & Kashmir,1,2003,Female,Belongs to State,1,61,0,0
Jammu & Kashmir,1,2003,Male,Belongs to other Country,27,40,66,0
Jammu & Kashmir,1,2003,Male,Belongs to other State,45,82,7,0
Jammu & Kashmir,1,2003,Male,Belongs to State,95,1144,324,0
Jammu & Kashmir,1,2004,Female,Belongs to other Country,0,0,0,0
Jammu & Kashmir,1,2004,Female,Belongs to other State,0,6,0,0
Jammu & Kashmir,1,2004,Female,Belongs to State,5,47,2,0
Jammu & Kashmir,1,2004,Male,Belongs to other Country,25,27,89,0
Jammu & Kashmir,1,2004,Male,Belongs to other State,31,94,1,0
Jammu & Kashmir,1,2004,Male,Belongs to State,139,1213,359,1
Jammu & Kashmir,1,2005,Female,Belongs to other Country,2,0,0,0
Jammu & Kashmir,1,2005,Female,Belongs to other State,0,0,0,0
Jammu & Kashmir,1,2005,Female,Belongs to State,8,57,4,0
Jammu & Kashmir,1,2005,Male,Belongs to other Country,19,31,57,0
Jammu & Kashmir,1,2005,Male,Belongs to other State,39,135,0,0
Jammu & Kashmir,1,2005,Male,Belongs to State,153,1316,316,0
Jammu & Kashmir,1,2006,Female,Belongs to other Country,0,0,0,0
Jammu & Kashmir,1,2006,Female,Belongs to other State,0,0,0,0
Jammu & Kashmir,1,2006,Female,Belongs to State,9,49,1,0
Jammu & Kashmir,1,2006,Male,Belongs to other Country,40,56,45,0
Jammu & Kashmir,1,2006,Male,Belongs to other State,34,45,4,0
Jammu & Kashmir,1,2006,Male,Belongs to State,181,1484,319,3
Jammu & Kashmir,1,2007,Female,Belongs to other Country,0,5,0,0
Jammu & Kashmir,1,2007,Female,Belongs to other State,0,0,0,0
Jammu & Kashmir,1,2007,Female,Belongs to State,7,67,3,0
Jammu & Kashmir,1,2007,Male,Belongs to other Country,68,83,42,0
Jammu & Kashmir,1,2007,Male,Belongs to other State,53,175,2,0
Jammu & Kashmir,1,2007,Male,Belongs to State,164,1402,228,0
Jammu & Kashmir,1,2008,Female,Belongs to other Country,0,5,1,0
Jammu & Kashmir,1,2008,Female,Belongs to other State,0,4,0,0
Jammu & Kashmir,1,2008,Female,Belongs to State,9,66,0,0
Jammu & Kashmir,1,2008,Male,Belongs to other Country,110,85,46,0
Jammu & Kashmir,1,2008,Male,Belongs to other State,33,110,2,0
Jammu & Kashmir,1,2008,Male,Belongs to State,186,1436,217,0
Jammu & Kashmir,1,2009,Female,Belongs to other Country,3,2,0,0
Jammu & Kashmir,1,2009,Female,Belongs to other State,0,0,0,0
Jammu & Kashmir,1,2009,Female,Belongs to State,9,83,1,0
Jammu & Kashmir,1,2009,Male,Belongs to other Country,111,76,56,0
Jammu & Kashmir,1,2009,Male,Belongs to other State,35,125,2,0
Jammu & Kashmir,1,2009,Male,Belongs to State,200,1535,123,1
Jammu & Kashmir,1,2010,Female,Belongs to other Country,0,2,5,0
Jammu & Kashmir,1,2010,Female,Belongs to other State,0,2,0,0
Jammu & Kashmir,1,2010,Female,Belongs to State,7,80,10,0
Jammu & Kashmir,1,2010,Male,Belongs to other Country,27,117,99,0
Jammu & Kashmir,1,2010,Male,Belongs to other State,35,175,3,0
Jammu & Kashmir,1,2010,Male,Belongs to State,190,1531,292,2
Jammu & Kashmir,1,2011,Female,Belongs to other Country,0,2,4,0
Jammu & Kashmir,1,2011,Female,Belongs to other State,0,14,0,0
Jammu & Kashmir,1,2011,Female,Belongs to State,10,72,1,0
Jammu & Kashmir,1,2011,Male,Belongs to other Country,28,124,98,0
Jammu & Kashmir,1,2011,Male,Belongs to other State,50,282,7,0
Jammu & Kashmir,1,2011,Male,Belongs to State,213,1619,129,10
Jammu & Kashmir,1,2012,Female,Belongs to other Country,0,3,0,0
Jammu & Kashmir,1,2012,Female,Belongs to other State,0,4,0,0
Jammu & Kashmir,1,2012,Female,Belongs to State,13,73,0,0
Jammu & Kashmir,1,2012,Male,Belongs to other Country,27,63,92,0
Jammu & Kashmir,1,2012,Male,Belongs to other State,35,146,2,0
Jammu & Kashmir,1,2012,Male,Belongs to State,314,1718,50,0
Jammu & Kashmir,1,2013,Female,Belongs to State,10,73,0,0
Jammu & Kashmir,1,2013,Female,Belongs to other State,0,2,0,0
Jammu & Kashmir,1,2013,Female,Belongs to other Country,0,1,1,0
Jammu & Kashmir,1,2013,Male,Belongs to State,310,1627,32,0
Jammu & Kashmir,1,2013,Male,Belongs to other State,35,122,0,0
Jammu & Kashmir,1,2013,Male,Belongs to other Country,25,75,39,0
Jharkhand,1,2001,Female,Belongs to other Country,0,0,0,0
Jharkhand,1,2001,Female,Belongs to other State,0,6,0,0
Jharkhand,1,2001,Female,Belongs to State,49,386,0,0
Jharkhand,1,2001,Male,Belongs to other Country,0,1,0,0
Jharkhand,1,2001,Male,Belongs to other State,159,1235,0,0
Jharkhand,1,2001,Male,Belongs to State,2212,12450,9,10
Jharkhand,1,2002,Female,Belongs to other Country,0,0,0,0
Jharkhand,1,2002,Female,Belongs to other State,0,14,0,0
Jharkhand,1,2002,Female,Belongs to State,71,391,0,0
Jharkhand,1,2002,Male,Belongs to other Country,0,0,11,0
Jharkhand,1,2002,Male,Belongs to other State,223,866,6,2
Jharkhand,1,2002,Male,Belongs to State,2719,10823,1,1
Jharkhand,1,2003,Female,Belongs to other Country,0,0,0,0
Jharkhand,1,2003,Female,Belongs to other State,3,19,0,0
Jharkhand,1,2003,Female,Belongs to State,124,395,0,0
Jharkhand,1,2003,Male,Belongs to other Country,0,4,10,0
Jharkhand,1,2003,Male,Belongs to other State,384,904,1,0
Jharkhand,1,2003,Male,Belongs to State,3746,10812,2,11
Jharkhand,1,2004,Female,Belongs to other Country,0,0,0,0
Jharkhand,1,2004,Female,Belongs to other State,6,31,0,0
Jharkhand,1,2004,Female,Belongs to State,132,462,0,0
Jharkhand,1,2004,Male,Belongs to other Country,0,0,10,0
Jharkhand,1,2004,Male,Belongs to other State,568,1020,0,0
Jharkhand,1,2004,Male,Belongs to State,4334,10934,0,0
Jharkhand,1,2005,Female,Belongs to other Country,0,0,0,0
Jharkhand,1,2005,Female,Belongs to other State,6,9,0,0
Jharkhand,1,2005,Female,Belongs to State,146,537,0,0
Jharkhand,1,2005,Male,Belongs to other Country,1,0,0,0
Jharkhand,1,2005,Male,Belongs to other State,319,850,0,0
Jharkhand,1,2005,Male,Belongs to State,4822,12543,0,0
Jharkhand,1,2006,Female,Belongs to other Country,0,0,0,0
Jharkhand,1,2006,Female,Belongs to other State,5,53,0,0
Jharkhand,1,2006,Female,Belongs to State,241,480,0,0
Jharkhand,1,2006,Male,Belongs to other Country,0,0,0,0
Jharkhand,1,2006,Male,Belongs to other State,251,1117,0,0
Jharkhand,1,2006,Male,Belongs to State,6872,11689,1,0
Jharkhand,1,2007,Female,Belongs to other Country,0,0,0,0
Jharkhand,1,2007,Female,Belongs to other State,15,14,0,0
Jharkhand,1,2007,Female,Belongs to State,169,459,0,0
Jharkhand,1,2007,Male,Belongs to other Country,0,0,0,0
Jharkhand,1,2007,Male,Belongs to other State,270,535,0,0
Jharkhand,1,2007,Male,Belongs to State,5411,11055,6,2
Jharkhand,1,2008,Female,Belongs to other Country,0,0,0,0
Jharkhand,1,2008,Female,Belongs to other State,1,9,0,0
Jharkhand,1,2008,Female,Belongs to State,169,473,0,0
Jharkhand,1,2008,Male,Belongs to other Country,0,0,0,0
Jharkhand,1,2008,Male,Belongs to other State,277,518,0,0
Jharkhand,1,2008,Male,Belongs to State,5337,11610,6,3
Jharkhand,1,2009,Female,Belongs to other Country,0,0,0,0
Jharkhand,1,2009,Female,Belongs to other State,0,6,0,0
Jharkhand,1,2009,Female,Belongs to State,167,478,0,0
Jharkhand,1,2009,Male,Belongs to other Country,0,0,0,0
Jharkhand,1,2009,Male,Belongs to other State,139,384,0,0
Jharkhand,1,2009,Male,Belongs to State,5203,10814,5,0
Jharkhand,1,2010,Female,Belongs to other Country,0,0,0,0
Jharkhand,1,2010,Female,Belongs to other State,6,27,0,0
Jharkhand,1,2010,Female,Belongs to State,162,512,0,0
Jharkhand,1,2010,Male,Belongs to other Country,1,0,0,0
Jharkhand,1,2010,Male,Belongs to other State,75,349,0,0
Jharkhand,1,2010,Male,Belongs to State,5017,11877,16,0
Jharkhand,1,2011,Female,Belongs to other Country,1,0,0,0
Jharkhand,1,2011,Female,Belongs to other State,0,23,1,0
Jharkhand,1,2011,Female,Belongs to State,138,555,0,0
Jharkhand,1,2011,Male,Belongs to other Country,1,1,0,0
Jharkhand,1,2011,Male,Belongs to other State,66,521,1,0
Jharkhand,1,2011,Male,Belongs to State,4287,10973,16,2
Jharkhand,1,2012,Female,Belongs to other Country,1,0,0,0
Jharkhand,1,2012,Female,Belongs to other State,5,26,0,0
Jharkhand,1,2012,Female,Belongs to State,138,574,0,0
Jharkhand,1,2012,Male,Belongs to other Country,0,0,0,0
Jharkhand,1,2012,Male,Belongs to other State,97,660,1,0
Jharkhand,1,2012,Male,Belongs to State,4038,11775,15,1
Jharkhand,1,2013,Female,Belongs to State,157,668,0,0
Jharkhand,1,2013,Female,Belongs to other State,1,24,0,0
Jharkhand,1,2013,Female,Belongs to other Country,0,0,0,0
Jharkhand,1,2013,Male,Belongs to State,3899,12811,9,0
Jharkhand,1,2013,Male,Belongs to other State,105,545,1,0
Jharkhand,1,2013,Male,Belongs to other Country,0,0,0,0
Karnataka,1,2001,Female,Belongs to other Country,0,0,0,0
Karnataka,1,2001,Female,Belongs to other State,0,4,0,0
Karnataka,1,2001,Female,Belongs to State,54,195,0,0
Karnataka,1,2001,Male,Belongs to other Country,0,4,0,0
Karnataka,1,2001,Male,Belongs to other State,44,252,3,0
Karnataka,1,2001,Male,Belongs to State,1805,7261,119,5
Karnataka,1,2002,Female,Belongs to other Country,0,1,0,0
Karnataka,1,2002,Female,Belongs to other State,0,2,0,0
Karnataka,1,2002,Female,Belongs to State,83,260,4,0
Karnataka,1,2002,Male,Belongs to other Country,1,9,0,0
Karnataka,1,2002,Male,Belongs to other State,32,213,1,0
Karnataka,1,2002,Male,Belongs to State,2182,7487,119,18
Karnataka,1,2004,Female,Belongs to other Country,0,0,0,0
Karnataka,1,2004,Female,Belongs to other State,0,3,0,0
Karnataka,1,2004,Female,Belongs to State,126,304,3,0
Karnataka,1,2004,Male,Belongs to other Country,0,11,0,0
Karnataka,1,2004,Male,Belongs to other State,12,233,0,0
Karnataka,1,2004,Male,Belongs to State,3309,7411,119,11
Karnataka,1,2005,Female,Belongs to other Country,0,0,0,0
Karnataka,1,2005,Female,Belongs to other State,0,8,0,0
Karnataka,1,2005,Female,Belongs to State,144,288,8,0
Karnataka,1,2005,Male,Belongs to other Country,0,8,0,0
Karnataka,1,2005,Male,Belongs to other State,17,116,0,0
Karnataka,1,2005,Male,Belongs to State,3888,7559,150,41
Karnataka,1,2006,Female,Belongs to other Country,0,0,0,0
Karnataka,1,2006,Female,Belongs to other State,6,19,1,0
Karnataka,1,2006,Female,Belongs to State,179,292,9,0
Karnataka,1,2006,Male,Belongs to other Country,0,8,0,0
Karnataka,1,2006,Male,Belongs to other State,13,263,3,2
Karnataka,1,2006,Male,Belongs to State,3654,8067,162,22
Karnataka,1,2007,Female,Belongs to other Country,0,0,0,0
Karnataka,1,2007,Female,Belongs to other State,1,16,0,0
Karnataka,1,2007,Female,Belongs to State,169,336,0,6
Karnataka,1,2007,Male,Belongs to other Country,0,16,0,0
Karnataka,1,2007,Male,Belongs to other State,27,272,0,1
Karnataka,1,2007,Male,Belongs to State,3633,8406,10,159
Karnataka,1,2008,Female,Belongs to other Country,0,4,0,0
Karnataka,1,2008,Female,Belongs to other State,1,16,1,0
Karnataka,1,2008,Female,Belongs to State,178,334,0,14
Karnataka,1,2008,Male,Belongs to other Country,0,19,0,0
Karnataka,1,2008,Male,Belongs to other State,33,287,0,0
Karnataka,1,2008,Male,Belongs to State,3747,8748,0,156
Karnataka,1,2009,Female,Belongs to other Country,0,13,0,0
Karnataka,1,2009,Female,Belongs to other State,3,14,0,0
Karnataka,1,2009,Female,Belongs to State,148,334,1,11
Karnataka,1,2009,Male,Belongs to other Country,1,39,0,0
Karnataka,1,2009,Male,Belongs to other State,38,287,0,2
Karnataka,1,2009,Male,Belongs to State,3528,8634,16,172
Karnataka,1,2010,Female,Belongs to other Country,2,4,0,0
Karnataka,1,2010,Female,Belongs to other State,2,5,0,0
Karnataka,1,2010,Female,Belongs to State,161,291,2,2
Karnataka,1,2010,Male,Belongs to other Country,1,40,0,0
Karnataka,1,2010,Male,Belongs to other State,51,285,0,1
Karnataka,1,2010,Male,Belongs to State,3706,8151,10,175
Karnataka,1,2011,Female,Belongs to other Country,1,3,0,0
Karnataka,1,2011,Female,Belongs to other State,4,6,0,0
Karnataka,1,2011,Female,Belongs to State,183,317,0,9
Karnataka,1,2011,Male,Belongs to other Country,16,30,0,0
Karnataka,1,2011,Male,Belongs to other State,91,301,0,1
Karnataka,1,2011,Male,Belongs to State,3926,7629,6,143
Karnataka,1,2012,Female,Belongs to other Country,0,5,0,0
Karnataka,1,2012,Female,Belongs to other State,0,4,0,0
Karnataka,1,2012,Female,Belongs to State,187,359,3,0
Karnataka,1,2012,Male,Belongs to other Country,7,42,0,0
Karnataka,1,2012,Male,Belongs to other State,87,263,2,0
Karnataka,1,2012,Male,Belongs to State,3819,8267,92,0
Karnataka,1,2013,Female,Belongs to State,192,362,9,0
Karnataka,1,2013,Female,Belongs to other State,6,7,3,0
Karnataka,1,2013,Female,Belongs to other Country,0,5,0,0
Karnataka,1,2013,Male,Belongs to State,4114,8941,166,5
Karnataka,1,2013,Male,Belongs to other State,103,156,9,2
Karnataka,1,2013,Male,Belongs to other Country,3,35,0,0
Kerala,1,2001,Female,Belongs to other Country,0,0,0,0
Kerala,1,2001,Female,Belongs to other State,0,3,0,0
Kerala,1,2001,Female,Belongs to State,67,108,0,0
Kerala,1,2001,Male,Belongs to other Country,10,14,0,0
Kerala,1,2001,Male,Belongs to other State,73,112,0,0
Kerala,1,2001,Male,Belongs to State,1667,3290,19,13
Kerala,1,2002,Female,Belongs to other Country,0,0,0,0
Kerala,1,2002,Female,Belongs to other State,0,0,0,0
Kerala,1,2002,Female,Belongs to State,50,137,0,0
Kerala,1,2002,Male,Belongs to other Country,7,5,0,0
Kerala,1,2002,Male,Belongs to other State,62,92,0,0
Kerala,1,2002,Male,Belongs to State,1592,3224,12,7
Kerala,1,2003,Female,Belongs to other Country,0,0,0,0
Kerala,1,2003,Female,Belongs to other State,2,5,0,0
Kerala,1,2003,Female,Belongs to State,65,131,0,0
Kerala,1,2003,Male,Belongs to other Country,6,1,0,0
Kerala,1,2003,Male,Belongs to other State,127,129,0,0
Kerala,1,2003,Male,Belongs to State,1992,3992,8,6
Kerala,1,2004,Female,Belongs to other Country,0,0,0,0
Kerala,1,2004,Female,Belongs to other State,2,5,0,0
Kerala,1,2004,Female,Belongs to State,82,149,0,0
Kerala,1,2004,Male,Belongs to other Country,8,1,0,0
Kerala,1,2004,Male,Belongs to other State,151,161,0,0
Kerala,1,2004,Male,Belongs to State,2537,4084,8,6
Kerala,1,2005,Female,Belongs to other Country,0,0,0,0
Kerala,1,2005,Female,Belongs to other State,3,8,0,0
Kerala,1,2005,Female,Belongs to State,74,116,0,0
Kerala,1,2005,Male,Belongs to other Country,8,0,0,0
Kerala,1,2005,Male,Belongs to other State,43,202,0,0
Kerala,1,2005,Male,Belongs to State,2678,3716,13,2
Kerala,1,2006,Female,Belongs to other Country,0,0,0,0
Kerala,1,2006,Female,Belongs to other State,14,17,0,0
Kerala,1,2006,Female,Belongs to State,50,108,0,0
Kerala,1,2006,Male,Belongs to other Country,0,0,0,0
Kerala,1,2006,Male,Belongs to other State,468,488,0,0
Kerala,1,2006,Male,Belongs to State,2344,3006,5,4
Kerala,1,2007,Female,Belongs to other Country,0,0,0,0
Kerala,1,2007,Female,Belongs to other State,3,14,0,0
Kerala,1,2007,Female,Belongs to State,55,111,0,0
Kerala,1,2007,Male,Belongs to other Country,6,18,0,0
Kerala,1,2007,Male,Belongs to other State,71,200,0,0
Kerala,1,2007,Male,Belongs to State,2781,3444,32,7
Kerala,1,2008,Female,Belongs to other Country,0,0,0,0
Kerala,1,2008,Female,Belongs to other State,3,18,0,0
Kerala,1,2008,Female,Belongs to State,51,110,0,0
Kerala,1,2008,Male,Belongs to other Country,3,7,0,0
Kerala,1,2008,Male,Belongs to other State,208,402,10,0
Kerala,1,2008,Male,Belongs to State,2485,3397,31,7
Kerala,1,2009,Female,Belongs to other Country,0,0,0,0
Kerala,1,2009,Female,Belongs to other State,3,29,0,0
Kerala,1,2009,Female,Belongs to State,50,124,0,0
Kerala,1,2009,Male,Belongs to other Country,10,22,0,0
Kerala,1,2009,Male,Belongs to other State,354,622,6,0
Kerala,1,2009,Male,Belongs to State,2403,3281,64,3
Kerala,1,2010,Female,Belongs to other Country,0,0,0,0
Kerala,1,2010,Female,Belongs to other State,9,26,0,0
Kerala,1,2010,Female,Belongs to State,41,136,0,0
Kerala,1,2010,Male,Belongs to other Country,10,22,0,0
Kerala,1,2010,Male,Belongs to other State,363,550,0,0
Kerala,1,2010,Male,Belongs to State,2361,3165,6,3
Kerala,1,2011,Female,Belongs to other Country,0,0,0,0
Kerala,1,2011,Female,Belongs to other State,9,18,0,0
Kerala,1,2011,Female,Belongs to State,46,97,0,2
