state_name,is_state,year,gender,domicile,convicts,under_trial,detenues,others
Chhattisgarh,1,2003,Male,Belongs to other Country,0,0,0,0
Chhattisgarh,1,2003,Male,Belongs to other State,170,260,0,0
Chhattisgarh,1,2003,Male,Belongs to State,4351,3708,3,10
Chhattisgarh,1,2004,Female,Belongs to other Country,0,0,0,0
Chhattisgarh,1,2004,Female,Belongs to other State,5,4,0,0
Chhattisgarh,1,2004,Female,Belongs to State,200,190,0,0
Chhattisgarh,1,2004,Male,Belongs to other Country,0,0,0,0
Chhattisgarh,1,2004,Male,Belongs to other State,70,143,0,0
Chhattisgarh,1,2004,Male,Belongs to State,4250,4000,0,11
Chhattisgarh,1,2005,Female,Belongs to other Country,0,0,0,0
Chhattisgarh,1,2005,Female,Belongs to other State,9,9,0,0
Chhattisgarh,1,2005,Female,Belongs to State,182,223,0,0
Chhattisgarh,1,2005,Male,Belongs to other Country,0,1,0,0
Chhattisgarh,1,2005,Male,Belongs to other State,82,126,0,0
Chhattisgarh,1,2005,Male,Belongs to State,4026,5150,2,11
Chhattisgarh,1,2006,Female,Belongs to other Country,0,0,0,0
Chhattisgarh,1,2006,Female,Belongs to other State,8,88,0,0
Chhattisgarh,1,2006,Female,Belongs to State,179,196,0,0
Chhattisgarh,1,2006,Male,Belongs to other Country,0,0,0,0
Chhattisgarh,1,2006,Male,Belongs to other State,205,1180,0,5
Chhattisgarh,1,2006,Male,Belongs to State,3882,4609,1,6
Chhattisgarh,1,2007,Female,Belongs to other Country,0,0,0,0
Chhattisgarh,1,2007,Female,Belongs to other State,6,11,0,0
Chhattisgarh,1,2007,Female,Belongs to State,202,242,0,0
Chhattisgarh,1,2007,Male,Belongs to other Country,0,0,0,0
Chhattisgarh,1,2007,Male,Belongs to other State,113,180,0,0
Chhattisgarh,1,2007,Male,Belongs to State,4204,5466,0,27
Chhattisgarh,1,2008,Female,Belongs to other Country,0,0,0,0
Chhattisgarh,1,2008,Female,Belongs to other State,7,17,0,0
Chhattisgarh,1,2008,Female,Belongs to State,187,285,0,0
Chhattisgarh,1,2008,Male,Belongs to other Country,0,0,0,0
Chhattisgarh,1,2008,Male,Belongs to other State,140,201,0,0
Chhattisgarh,1,2008,Male,Belongs to State,4433,5954,0,6
Chhattisgarh,1,2009,Female,Belongs to other Country,0,0,0,0
Chhattisgarh,1,2009,Female,Belongs to other State,4,17,0,0
Chhattisgarh,1,2009,Female,Belongs to State,213,342,0,0
Chhattisgarh,1,2009,Male,Belongs to other Country,0,0,0,0
Chhattisgarh,1,2009,Male,Belongs to other State,67,267,0,0
Chhattisgarh,1,2009,Male,Belongs to State,4573,6643,0,16
Chhattisgarh,1,2010,Female,Belongs to other Country,0,0,0,0
Chhattisgarh,1,2010,Female,Belongs to other State,9,57,0,0
Chhattisgarh,1,2010,Female,Belongs to State,200,318,0,0
Chhattisgarh,1,2010,Male,Belongs to other Country,0,0,0,0
Chhattisgarh,1,2010,Male,Belongs to other State,136,411,0,0
Chhattisgarh,1,2010,Male,Belongs to State,4851,6913,1,19
Chhattisgarh,1,2011,Female,Belongs to other Country,0,1,0,0
Chhattisgarh,1,2011,Female,Belongs to other State,11,19,0,0
Chhattisgarh,1,2011,Female,Belongs to State,231,372,0,0
Chhattisgarh,1,2011,Male,Belongs to other Country,0,3,0,0
Chhattisgarh,1,2011,Male,Belongs to other State,155,391,0,0
Chhattisgarh,1,2011,Male,Belongs to State,5233,7489,0,13
Chhattisgarh,1,2012,Female,Belongs to other Country,0,2,0,0
Chhattisgarh,1,2012,Female,Belongs to other State,19,18,0,0
Chhattisgarh,1,2012,Female,Belongs to State,225,435,0,0
Chhattisgarh,1,2012,Male,Belongs to other Country,3,2,0,0
Chhattisgarh,1,2012,Male,Belongs to other State,257,469,0,2
Chhattisgarh,1,2012,Male,Belongs to State,5460,7873,0,15
D & N Haveli,0,2001,Female,Belongs to other Country,0,0,0,0
D & N Haveli,0,2001,Female,Belongs to other State,0,1,0,0
D & N Haveli,0,2001,Female,Belongs to State,0,4,0,0
D & N Haveli,0,2001,Male,Belongs to other Country,0,0,0,0
D & N Haveli,0,2001,Male,Belongs to other State,0,5,0,0
D & N Haveli,0,2001,Male,Belongs to State,8,148,0,0
D & N Haveli,0,2002,Female,Belongs to other Country,0,0,0,0
D & N Haveli,0,2002,Female,Belongs to other State,0,0,0,0
D & N Haveli,0,2002,Female,Belongs to State,1,1,0,0
D & N Haveli,0,2002,Male,Belongs to other Country,0,0,0,0
D & N Haveli,0,2002,Male,Belongs to other State,0,4,0,0
D & N Haveli,0,2002,Male,Belongs to State,4,150,0,0
D & N Haveli,0,2003,Female,Belongs to other Country,0,0,0,0
D & N Haveli,0,2003,Female,Belongs to other State,0,0,0,0
D & N Haveli,0,2003,Female,Belongs to State,0,0,0,0
D & N Haveli,0,2003,Male,Belongs to other Country,0,0,0,0
D & N Haveli,0,2003,Male,Belongs to other State,0,112,0,0
D & N Haveli,0,2003,Male,Belongs to State,0,60,0,0
D & N Haveli,0,2004,Female,Belongs to other Country,0,0,0,0
D & N Haveli,0,2004,Female,Belongs to other State,0,0,0,0
D & N Haveli,0,2004,Female,Belongs to State,0,0,0,0
D & N Haveli,0,2004,Male,Belongs to other Country,0,0,0,0
D & N Haveli,0,2004,Male,Belongs to other State,0,18,0,0
D & N Haveli,0,2004,Male,Belongs to State,0,15,0,0
D & N Haveli,0,2005,Female,Belongs to other Country,0,0,0,0
D & N Haveli,0,2005,Female,Belongs to other State,0,0,0,0
D & N Haveli,0,2005,Female,Belongs to State,0,0,0,0
D & N Haveli,0,2005,Male,Belongs to other Country,0,0,0,0
D & N Haveli,0,2005,Male,Belongs to other State,0,9,0,0
D & N Haveli,0,2005,Male,Belongs to State,0,20,0,0
D & N Haveli,0,2006,Female,Belongs to other Country,0,0,0,0
D & N Haveli,0,2006,Female,Belongs to other State,0,0,0,0
D & N Haveli,0,2006,Female,Belongs to State,0,0,0,0
D & N Haveli,0,2006,Male,Belongs to other Country,0,0,0,0
D & N Haveli,0,2006,Male,Belongs to other State,0,23,0,0
D & N Haveli,0,2006,Male,Belongs to State,0,10,0,0
D & N Haveli,0,2007,Female,Belongs to other Country,0,0,0,0
D & N Haveli,0,2007,Female,Belongs to other State,0,0,0,0
D & N Haveli,0,2007,Female,Belongs to State,0,0,0,0
D & N Haveli,0,2007,Male,Belongs to other Country,0,0,0,0
D & N Haveli,0,2007,Male,Belongs to other State,0,19,0,0
D & N Haveli,0,2007,Male,Belongs to State,0,9,0,0
D & N Haveli,0,2008,Female,Belongs to other Country,0,0,0,0
D & N Haveli,0,2008,Female,Belongs to other State,0,3,0,0
D & N Haveli,0,2008,Female,Belongs to State,0,0,0,0
D & N Haveli,0,2008,Male,Belongs to other Country,0,0,0,0
D & N Haveli,0,2008,Male,Belongs to other State,8,14,0,0
D & N Haveli,0,2008,Male,Belongs to State,3,18,0,0
D & N Haveli,0,2009,Female,Belongs to other Country,0,0,0,0
D & N Haveli,0,2009,Female,Belongs to other State,0,0,0,0
D & N Haveli,0,2009,Female,Belongs to State,0,2,0,0
D & N Haveli,0,2009,Male,Belongs to other Country,0,0,0,0
D & N Haveli,0,2009,Male,Belongs to other State,1,25,0,0
D & N Haveli,0,2009,Male,Belongs to State,1,27,0,0
D & N Haveli,0,2010,Female,Belongs to other Country,0,0,0,0
D & N Haveli,0,2010,Female,Belongs to other State,0,0,0,0
D & N Haveli,0,2010,Female,Belongs to State,0,0,0,0
D & N Haveli,0,2010,Male,Belongs to other Country,0,1,0,0
D & N Haveli,0,2010,Male,Belongs to other State,0,30,0,0
D & N Haveli,0,2010,Male,Belongs to State,0,11,0,0
D & N Haveli,0,2011,Female,Belongs to other Country,0,0,0,0
D & N Haveli,0,2011,Female,Belongs to other State,0,1,0,0
D & N Haveli,0,2011,Female,Belongs to State,0,1,0,0
D & N Haveli,0,2011,Male,Belongs to other Country,0,1,0,0
D & N Haveli,0,2011,Male,Belongs to other State,0,5,0,0
D & N Haveli,0,2011,Male,Belongs to State,0,17,0,0
D & N Haveli,0,2012,Female,Belongs to other Country,0,0,0,0
D & N Haveli,0,2012,Female,Belongs to other State,0,1,0,0
D & N Haveli,0,2012,Female,Belongs to State,0,1,0,0
D & N Haveli,0,2012,Male,Belongs to other Country,0,0,0,0
D & N Haveli,0,2012,Male,Belongs to other State,0,13,0,0
D & N Haveli,0,2012,Male,Belongs to State,0,22,0,0
D & N Haveli,0,2013,Female,Belongs to State,0,0,0,0
D & N Haveli,0,2013,Female,Belongs to other State,0,0,0,0
D & N Haveli,0,2013,Female,Belongs to other Country,0,0,0,0
D & N Haveli,0,2013,Male,Belongs to State,0,22,0,0
D & N Haveli,0,2013,Male,Belongs to other State,0,13,0,0
D & N Haveli,0,2013,Male,Belongs to other Country,0,0,0,0
Daman & Diu,0,2001,Female,Belongs to other Country,0,0,0,0
Daman & Diu,0,2001,Female,Belongs to other State,0,1,0,0
Daman & Diu,0,2001,Female,Belongs to State,0,0,0,0
Daman & Diu,0,2001,Male,Belongs to other Country,0,0,0,0
Daman & Diu,0,2001,Male,Belongs to other State,10,11,0,0
Daman & Diu,0,2001,Male,Belongs to State,13,6,0,0
Daman & Diu,0,2002,Female,Belongs to other Country,0,0,0,0
Daman & Diu,0,2002,Female,Belongs to other State,0,0,0,0
Daman & Diu,0,2002,Female,Belongs to State,0,0,0,0
Daman & Diu,0,2002,Male,Belongs to other Country,0,0,0,0
Daman & Diu,0,2002,Male,Belongs to other State,2,14,0,0
Daman & Diu,0,2002,Male,Belongs to State,11,6,0,0
Daman & Diu,0,2003,Female,Belongs to other Country,0,0,0,0
Daman & Diu,0,2003,Female,Belongs to other State,0,0,0,0
Daman & Diu,0,2003,Female,Belongs to State,0,0,0,0
Daman & Diu,0,2003,Male,Belongs to other Country,0,0,0,0
Daman & Diu,0,2003,Male,Belongs to other State,4,9,0,0
Daman & Diu,0,2003,Male,Belongs to State,9,11,0,0
Daman & Diu,0,2004,Female,Belongs to other Country,0,0,0,0
Daman & Diu,0,2004,Female,Belongs to other State,0,0,0,0
Daman & Diu,0,2004,Female,Belongs to State,0,1,0,0
Daman & Diu,0,2004,Male,Belongs to other Country,0,0,0,0
Daman & Diu,0,2004,Male,Belongs to other State,2,13,0,0
Daman & Diu,0,2004,Male,Belongs to State,6,5,0,0
Daman & Diu,0,2005,Female,Belongs to other Country,0,0,0,0
Daman & Diu,0,2005,Female,Belongs to other State,0,0,0,0
Daman & Diu,0,2005,Female,Belongs to State,0,1,0,0
Daman & Diu,0,2005,Male,Belongs to other Country,0,0,0,0
Daman & Diu,0,2005,Male,Belongs to other State,3,16,0,0
Daman & Diu,0,2005,Male,Belongs to State,8,7,0,0
Daman & Diu,0,2006,Female,Belongs to other Country,0,0,0,0
Daman & Diu,0,2006,Female,Belongs to other State,0,0,0,0
Daman & Diu,0,2006,Female,Belongs to State,0,1,0,0
Daman & Diu,0,2006,Male,Belongs to other Country,0,0,0,0
Daman & Diu,0,2006,Male,Belongs to other State,2,26,0,0
Daman & Diu,0,2006,Male,Belongs to State,10,15,0,0
Daman & Diu,0,2007,Female,Belongs to other Country,0,0,0,0
Daman & Diu,0,2007,Female,Belongs to other State,1,4,0,0
Daman & Diu,0,2007,Female,Belongs to State,1,0,0,0
Daman & Diu,0,2007,Male,Belongs to other Country,0,0,0,0
Daman & Diu,0,2007,Male,Belongs to other State,4,38,0,0
Daman & Diu,0,2007,Male,Belongs to State,4,14,0,0
Daman & Diu,0,2008,Female,Belongs to other Country,0,0,0,0
Daman & Diu,0,2008,Female,Belongs to other State,1,1,0,0
Daman & Diu,0,2008,Female,Belongs to State,1,0,0,0
Daman & Diu,0,2008,Male,Belongs to other Country,0,0,0,0
Daman & Diu,0,2008,Male,Belongs to other State,4,12,0,0
Daman & Diu,0,2008,Male,Belongs to State,10,14,0,0
Daman & Diu,0,2009,Female,Belongs to other Country,0,0,0,0
Daman & Diu,0,2009,Female,Belongs to other State,0,0,0,0
Daman & Diu,0,2009,Female,Belongs to State,1,0,0,0
Daman & Diu,0,2009,Male,Belongs to other Country,0,0,0,0
Daman & Diu,0,2009,Male,Belongs to other State,0,0,0,0
Daman & Diu,0,2009,Male,Belongs to State,15,24,0,0
Daman & Diu,0,2010,Female,Belongs to other Country,0,0,0,0
Daman & Diu,0,2010,Female,Belongs to other State,0,0,0,0
Daman & Diu,0,2010,Female,Belongs to State,1,0,0,0
Daman & Diu,0,2010,Male,Belongs to other Country,0,0,0,0
Daman & Diu,0,2010,Male,Belongs to other State,8,9,0,0
Daman & Diu,0,2010,Male,Belongs to State,5,7,0,0
Daman & Diu,0,2011,Female,Belongs to other Country,0,0,0,0
Daman & Diu,0,2011,Female,Belongs to other State,0,0,0,0
Daman & Diu,0,2011,Female,Belongs to State,1,0,0,0
Daman & Diu,0,2011,Male,Belongs to other Country,0,0,0,0
Daman & Diu,0,2011,Male,Belongs to other State,9,2,0,0
Daman & Diu,0,2011,Male,Belongs to State,2,15,0,0
Daman & Diu,0,2012,Female,Belongs to other Country,0,0,0,0
Daman & Diu,0,2012,Female,Belongs to other State,0,1,0,0
Daman & Diu,0,2012,Female,Belongs to State,1,0,0,0
Daman & Diu,0,2012,Male,Belongs to other Country,0,0,0,0
Daman & Diu,0,2012,Male,Belongs to other State,11,5,0,0
Daman & Diu,0,2012,Male,Belongs to State,2,5,0,0
Daman & Diu,0,2013,Female,Belongs to State,1,0,0,0
Daman & Diu,0,2013,Female,Belongs to other State,0,0,0,0
Daman & Diu,0,2013,Female,Belongs to other Country,0,0,0,0
Daman & Diu,0,2013,Male,Belongs to State,5,15,0,0
Daman & Diu,0,2013,Male,Belongs to other State,12,23,0,0
Daman & Diu,0,2013,Male,Belongs to other Country,0,0,0,0
Delhi,0,2001,Female,Belongs to other Country,0,0,0,0
Delhi,0,2001,Female,Belongs to other State,0,0,0,0
Delhi,0,2001,Female,Belongs to State,0,0,0,0
Delhi,0,2001,Male,Belongs to other Country,0,0,0,0
Delhi,0,2001,Male,Belongs to other State,0,0,0,0
Delhi,0,2001,Male,Belongs to State,0,0,0,0
Delhi,0,2002,Female,Belongs to other Country,3,15,0,0
Delhi,0,2002,Female,Belongs to other State,7,8,0,0
Delhi,0,2002,Female,Belongs to State,105,358,1,0
Delhi,0,2002,Male,Belongs to other Country,43,243,11,0
Delhi,0,2002,Male,Belongs to other State,662,2452,21,0
Delhi,0,2002,Male,Belongs to State,1513,6580,19,0
Delhi,0,2003,Female,Belongs to other Country,0,0,0,0
Delhi,0,2003,Female,Belongs to other State,11,97,1,0
Delhi,0,2003,Female,Belongs to State,103,338,0,0
Delhi,0,2003,Male,Belongs to other Country,0,0,0,0
Delhi,0,2003,Male,Belongs to other State,575,2592,21,0
Delhi,0,2003,Male,Belongs to State,1577,6839,18,0
Delhi,0,2004,Female,Belongs to other Country,0,0,0,0
Delhi,0,2004,Female,Belongs to other State,13,87,0,0
Delhi,0,2004,Female,Belongs to State,119,312,0,0
Delhi,0,2004,Male,Belongs to other Country,0,0,0,0
Delhi,0,2004,Male,Belongs to other State,694,2788,10,0
Delhi,0,2004,Male,Belongs to State,1682,6900,5,0
Delhi,0,2005,Female,Belongs to other Country,0,0,0,0
Delhi,0,2005,Female,Belongs to other State,6,48,0,0
Delhi,0,2005,Female,Belongs to State,111,322,0,0
Delhi,0,2005,Male,Belongs to other Country,0,0,0,0
Delhi,0,2005,Male,Belongs to other State,690,2946,10,0
Delhi,0,2005,Male,Belongs to State,1703,6475,6,0
Delhi,0,2006,Female,Belongs to other Country,0,0,0,0
Delhi,0,2006,Female,Belongs to other State,1,30,0,0
Delhi,0,2006,Female,Belongs to State,78,353,1,0
Delhi,0,2006,Male,Belongs to other Country,0,0,0,0
Delhi,0,2006,Male,Belongs to other State,930,3264,15,0
Delhi,0,2006,Male,Belongs to State,1440,7287,1,0
Delhi,0,2007,Female,Belongs to other Country,0,0,0,0
Delhi,0,2007,Female,Belongs to other State,7,114,0,0
Delhi,0,2007,Female,Belongs to State,56,308,0,0
Delhi,0,2007,Male,Belongs to other Country,0,0,0,0
Delhi,0,2007,Male,Belongs to other State,876,2852,21,0
Delhi,0,2007,Male,Belongs to State,1329,6040,2,0
Delhi,0,2008,Female,Belongs to other Country,0,0,0,0
Delhi,0,2008,Female,Belongs to other State,5,108,0,0
Delhi,0,2008,Female,Belongs to State,51,306,0,0
Delhi,0,2008,Male,Belongs to other Country,0,0,0,0
Delhi,0,2008,Male,Belongs to other State,668,3005,18,0
Delhi,0,2008,Male,Belongs to State,1254,6133,1,4
Delhi,0,2009,Female,Belongs to other Country,2,58,0,0
Delhi,0,2009,Female,Belongs to other State,14,44,0,0
Delhi,0,2009,Female,Belongs to State,67,262,0,0
Delhi,0,2009,Male,Belongs to other Country,88,322,11,0
Delhi,0,2009,Male,Belongs to other State,744,2276,3,0
Delhi,0,2009,Male,Belongs to State,1380,5969,1,5
Delhi,0,2010,Female,Belongs to other Country,3,50,0,0
Delhi,0,2010,Female,Belongs to other State,15,36,0,0
Delhi,0,2010,Female,Belongs to State,86,315,0,0
Delhi,0,2010,Male,Belongs to other Country,98,289,9,0
Delhi,0,2010,Male,Belongs to other State,789,1796,2,0
Delhi,0,2010,Male,Belongs to State,1760,5601,2,5
Delhi,0,2011,Female,Belongs to other Country,4,37,0,0
Delhi,0,2011,Female,Belongs to other State,20,77,0,0
Delhi,0,2011,Female,Belongs to State,92,296,0,0
Delhi,0,2011,Male,Belongs to other Country,95,255,4,0
Delhi,0,2011,Male,Belongs to other State,907,2322,1,0
Delhi,0,2011,Male,Belongs to State,2089,5924,1,0
Delhi,0,2012,Female,Belongs to other Country,5,31,0,0
Delhi,0,2012,Female,Belongs to other State,25,70,0,0
Delhi,0,2012,Female,Belongs to State,95,314,0,0
Delhi,0,2012,Male,Belongs to other Country,91,268,3,0
Delhi,0,2012,Male,Belongs to other State,897,2325,1,1
Delhi,0,2012,Male,Belongs to State,2106,5879,1,1
Delhi,0,2013,Female,Belongs to State,104,360,0,0
Delhi,0,2013,Female,Belongs to other State,31,82,0,0
Delhi,0,2013,Female,Belongs to other Country,6,32,0,0
Delhi,0,2013,Male,Belongs to State,2217,6861,2,4
Delhi,0,2013,Male,Belongs to other State,944,2578,3,0
Delhi,0,2013,Male,Belongs to other Country,86,241,1,0
Goa,1,2001,Female,Belongs to other Country,1,0,0,0
Goa,1,2001,Female,Belongs to other State,0,6,0,0
Goa,1,2001,Female,Belongs to State,3,1,0,0
Goa,1,2001,Male,Belongs to other Country,59,11,0,0
Goa,1,2001,Male,Belongs to other State,74,165,0,0
Goa,1,2001,Male,Belongs to State,21,111,0,0
Goa,1,2002,Female,Belongs to other Country,0,0,0,0
Goa,1,2002,Female,Belongs to other State,1,2,0,0
Goa,1,2002,Female,Belongs to State,3,3,0,0
Goa,1,2002,Male,Belongs to other Country,3,9,0,0
Goa,1,2002,Male,Belongs to other State,44,131,0,0
Goa,1,2002,Male,Belongs to State,98,58,0,0
Goa,1,2003,Female,Belongs to other Country,0,1,0,0
Goa,1,2003,Female,Belongs to other State,0,4,0,0
Goa,1,2003,Female,Belongs to State,3,4,0,0
Goa,1,2003,Male,Belongs to other Country,9,16,0,0
Goa,1,2003,Male,Belongs to other State,54,183,1,0
Goa,1,2003,Male,Belongs to State,77,180,0,0
Goa,1,2004,Female,Belongs to other Country,0,1,0,0
Goa,1,2004,Female,Belongs to other State,0,1,0,0
Goa,1,2004,Female,Belongs to State,2,7,0,0
Goa,1,2004,Male,Belongs to other Country,18,21,0,0
Goa,1,2004,Male,Belongs to other State,76,173,0,0
Goa,1,2004,Male,Belongs to State,54,74,0,0
Goa,1,2005,Female,Belongs to other Country,0,1,0,0
Goa,1,2005,Female,Belongs to other State,1,12,0,0
Goa,1,2005,Female,Belongs to State,2,4,0,0
Goa,1,2005,Male,Belongs to other Country,12,24,0,0
Goa,1,2005,Male,Belongs to other State,58,116,0,0
Goa,1,2005,Male,Belongs to State,65,89,0,0
Goa,1,2006,Female,Belongs to other Country,0,3,0,0
Goa,1,2006,Female,Belongs to other State,0,8,0,0
Goa,1,2006,Female,Belongs to State,2,7,0,0
Goa,1,2006,Male,Belongs to other Country,12,24,0,0
Goa,1,2006,Male,Belongs to other State,56,123,0,0
Goa,1,2006,Male,Belongs to State,74,71,0,0
Goa,1,2007,Female,Belongs to other Country,0,0,0,0
Goa,1,2007,Female,Belongs to other State,0,6,0,0
Goa,1,2007,Female,Belongs to State,2,12,0,0
Goa,1,2007,Male,Belongs to other Country,8,23,0,0
Goa,1,2007,Male,Belongs to other State,65,89,0,0
Goa,1,2007,Male,Belongs to State,72,89,0,0
Goa,1,2008,Female,Belongs to other Country,1,3,0,0
Goa,1,2008,Female,Belongs to other State,3,8,0,0
Goa,1,2008,Female,Belongs to State,5,5,0,0
Goa,1,2008,Male,Belongs to other Country,14,14,0,0
Goa,1,2008,Male,Belongs to other State,62,96,0,0
Goa,1,2008,Male,Belongs to State,65,127,0,0
Goa,1,2009,Female,Belongs to other Country,0,2,0,0
Goa,1,2009,Female,Belongs to other State,0,12,0,0
Goa,1,2009,Female,Belongs to State,7,10,0,0
Goa,1,2009,Male,Belongs to other Country,13,19,0,0
Goa,1,2009,Male,Belongs to other State,68,78,0,0
Goa,1,2009,Male,Belongs to State,100,123,0,0
Goa,1,2010,Female,Belongs to other Country,0,0,0,0
Goa,1,2010,Female,Belongs to other State,2,12,0,0
Goa,1,2010,Female,Belongs to State,6,15,0,0
Goa,1,2010,Male,Belongs to other Country,16,34,0,0
Goa,1,2010,Male,Belongs to other State,64,67,0,0
Goa,1,2010,Male,Belongs to State,89,151,0,0
Goa,1,2011,Female,Belongs to other Country,0,9,0,0
Goa,1,2011,Female,Belongs to other State,1,8,0,0
Goa,1,2011,Female,Belongs to State,5,11,0,0
Goa,1,2011,Male,Belongs to other Country,15,32,0,0
Goa,1,2011,Male,Belongs to other State,53,109,0,0
Goa,1,2011,Male,Belongs to State,70,176,0,0
Goa,1,2012,Female,Belongs to other Country,0,5,0,0
Goa,1,2012,Female,Belongs to other State,0,4,0,0
Goa,1,2012,Female,Belongs to State,4,15,0,0
Goa,1,2012,Male,Belongs to other Country,10,29,0,0
Goa,1,2012,Male,Belongs to other State,56,157,0,0
Goa,1,2012,Male,Belongs to State,66,126,0,0
Goa,1,2013,Female,Belongs to State,4,7,0,0
Goa,1,2013,Female,Belongs to other State,2,9,0,0
Goa,1,2013,Female,Belongs to other Country,1,5,0,0
Goa,1,2013,Male,Belongs to State,61,166,0,0
Goa,1,2013,Male,Belongs to other State,55,188,0,0
Goa,1,2013,Male,Belongs to other Country,4,21,0,0
Gujarat,1,2001,Female,Belongs to other Country,0,1,0,0
Gujarat,1,2001,Female,Belongs to other State,0,21,4,0
Gujarat,1,2001,Female,Belongs to State,58,117,26,0
Gujarat,1,2001,Male,Belongs to other Country,16,13,0,0
Gujarat,1,2001,Male,Belongs to other State,63,726,16,0
Gujarat,1,2001,Male,Belongs to State,2779,4679,404,0
Gujarat,1,2002,Female,Belongs to other Country,1,5,0,0
Gujarat,1,2002,Female,Belongs to other State,23,8,4,0
Gujarat,1,2002,Female,Belongs to State,68,174,41,0
Gujarat,1,2002,Male,Belongs to other Country,25,7,0,0
Gujarat,1,2002,Male,Belongs to other State,305,610,15,0
Gujarat,1,2002,Male,Belongs to State,2864,5565,532,0
Gujarat,1,2003,Female,Belongs to other Country,0,2,0,0
Gujarat,1,2003,Female,Belongs to other State,21,17,0,0
Gujarat,1,2003,Female,Belongs to State,96,215,52,0
Gujarat,1,2003,Male,Belongs to other Country,15,74,0,0
Gujarat,1,2003,Male,Belongs to other State,318,623,11,0
Gujarat,1,2003,Male,Belongs to State,2978,5490,314,0
Gujarat,1,2004,Female,Belongs to other Country,0,0,0,0
Gujarat,1,2004,Female,Belongs to other State,6,43,0,0
Gujarat,1,2004,Female,Belongs to State,136,254,56,0
Gujarat,1,2004,Male,Belongs to other Country,13,47,0,0
Gujarat,1,2004,Male,Belongs to other State,340,977,17,0
Gujarat,1,2004,Male,Belongs to State,3386,5881,414,0
Gujarat,1,2005,Female,Belongs to other Country,0,0,0,0
Gujarat,1,2005,Female,Belongs to other State,6,26,0,0
Gujarat,1,2005,Female,Belongs to State,141,220,17,0
Gujarat,1,2005,Male,Belongs to other Country,12,2,0,0
Gujarat,1,2005,Male,Belongs to other State,223,777,18,0
Gujarat,1,2005,Male,Belongs to State,4063,5426,285,0
Gujarat,1,2006,Female,Belongs to other Country,0,1,0,0
Gujarat,1,2006,Female,Belongs to other State,28,17,0,0
Gujarat,1,2006,Female,Belongs to State,132,271,49,0
Gujarat,1,2006,Male,Belongs to other Country,15,9,0,0
Gujarat,1,2006,Male,Belongs to other State,494,903,36,0
Gujarat,1,2006,Male,Belongs to State,4359,5186,293,0
Gujarat,1,2007,Female,Belongs to other Country,0,1,0,0
Gujarat,1,2007,Female,Belongs to other State,36,29,10,0
Gujarat,1,2007,Female,Belongs to State,157,267,165,0
Gujarat,1,2007,Male,Belongs to other Country,13,28,0,0
Gujarat,1,2007,Male,Belongs to other State,381,663,26,0
Gujarat,1,2007,Male,Belongs to State,4482,4898,686,0
Gujarat,1,2008,Female,Belongs to other Country,1,15,0,0
Gujarat,1,2008,Female,Belongs to other State,49,35,1,0
Gujarat,1,2008,Female,Belongs to State,158,241,45,0
Gujarat,1,2008,Male,Belongs to other Country,24,52,0,0
Gujarat,1,2008,Male,Belongs to other State,359,881,6,0
Gujarat,1,2008,Male,Belongs to State,4336,5747,329,0
Gujarat,1,2009,Female,Belongs to other Country,1,2,0,0
Gujarat,1,2009,Female,Belongs to other State,44,25,0,0
Gujarat,1,2009,Female,Belongs to State,139,314,59,0
Gujarat,1,2009,Male,Belongs to other Country,19,114,0,0
Gujarat,1,2009,Male,Belongs to other State,378,988,8,0
Gujarat,1,2009,Male,Belongs to State,3799,5763,289,0
Gujarat,1,2010,Female,Belongs to other Country,3,4,0,0
Gujarat,1,2010,Female,Belongs to other State,5,32,2,0
Gujarat,1,2010,Female,Belongs to State,183,315,32,0
Gujarat,1,2010,Male,Belongs to other Country,27,76,0,0
Gujarat,1,2010,Male,Belongs to other State,780,780,10,0
Gujarat,1,2010,Male,Belongs to State,3376,5703,200,0
Gujarat,1,2011,Female,Belongs to other Country,2,5,0,0
Gujarat,1,2011,Female,Belongs to other State,7,18,2,0
Gujarat,1,2011,Female,Belongs to State,167,305,44,0
Gujarat,1,2011,Male,Belongs to other Country,50,57,0,0
Gujarat,1,2011,Male,Belongs to other State,958,1621,13,0
Gujarat,1,2011,Male,Belongs to State,3320,4690,342,0
Gujarat,1,2012,Female,Belongs to other Country,0,10,0,0
Gujarat,1,2012,Female,Belongs to other State,9,32,1,0
Gujarat,1,2012,Female,Belongs to State,175,285,50,0
Gujarat,1,2012,Male,Belongs to other Country,34,70,0,0
Gujarat,1,2012,Male,Belongs to other State,681,1427,31,0
Gujarat,1,2012,Male,Belongs to State,3554,4789,437,0
Gujarat,1,2013,Female,Belongs to State,157,348,32,0
Gujarat,1,2013,Female,Belongs to other State,7,8,0,0
Gujarat,1,2013,Female,Belongs to other Country,2,23,0,0
Gujarat,1,2013,Male,Belongs to State,2295,6462,597,0
Gujarat,1,2013,Male,Belongs to other State,1329,661,17,0
Gujarat,1,2013,Male,Belongs to other Country,18,102,0,0
Haryana,1,2001,Female,Belongs to other Country,1,0,0,0
Haryana,1,2001,Female,Belongs to other State,15,23,0,0
Haryana,1,2001,Female,Belongs to State,92,300,0,0
Haryana,1,2001,Male,Belongs to other Country,7,26,0,0
Haryana,1,2001,Male,Belongs to other State,511,1269,0,0
Haryana,1,2001,Male,Belongs to State,2466,6594,0,44
Haryana,1,2002,Female,Belongs to other Country,0,0,0,0
