state_name,year,vocational_trainings_program,inmates_trained
Andhra Pradesh,2001,Steel Unit,270
Andhra Pradesh,2001,Phenyl,9
Andhra Pradesh,2001,Soap Unit,115
Andhra Pradesh,2001,Weaving,328
Andhra Pradesh,2001,Tailoring Unit,122
Andhra Pradesh,2001,Durry Unit,337
Andhra Pradesh,2001,Dyeing Unit,73
Andhra Pradesh,2001,Printing Unit,143
Andhra Pradesh,2001,Coir,65
Andhra Pradesh,2001,Book Binding,4
Andhra Pradesh,2001,House Wiring,6
Andhra Pradesh,2001,Plumbering,3
Andhra Pradesh,2001,Others,23
Andhra Pradesh,2002,Steel,530
Andhra Pradesh,2002,Phenyle,16
Andhra Pradesh,2002,Soap,9
Andhra Pradesh,2002,Weaving,126
Andhra Pradesh,2002,Tailoring,90
Andhra Pradesh,2002,Durry,23
Andhra Pradesh,2002,Coir,92
Andhra Pradesh,2002,Book Binding,22
Andhra Pradesh,2002,Cotton Tape,16
Andhra Pradesh,2002,Tooth Powder,160
Andhra Pradesh,2002,Chalk Piece,116
Andhra Pradesh,2002,Others,35
Andhra Pradesh,2003,Masary,56
Andhra Pradesh,2003,Plumber,25
Andhra Pradesh,2003,Electrician,31
Andhra Pradesh,2004,Steel Unit,405
Andhra Pradesh,2004,Steel Unit,405
Andhra Pradesh,2004,Phyenyle,8
Andhra Pradesh,2004,Durry Unit,70
Andhra Pradesh,2004,Soap Unit,8
Andhra Pradesh,2004,Weaving,141
Andhra Pradesh,2004,Dyeing Unit,6
Andhra Pradesh,2004,Dtp,2
Andhra Pradesh,2004,Book Binding,10
Andhra Pradesh,2004,Carpentry Unit,5
Andhra Pradesh,2004,Tooth Powder Unit,10
Andhra Pradesh,2004,Chalk Piece Unit,10
Andhra Pradesh,2004,Candle Making,5
Andhra Pradesh,2004,Amber Charka,19
Andhra Pradesh,2004,Coir Making Unit,11
Andhra Pradesh,2004,Cover Making,10
Andhra Pradesh,2004,Electrical,6
Andhra Pradesh,2005,Steel Unit,808
Andhra Pradesh,2005,Phenyle,7
Andhra Pradesh,2005,Durry Unit,370
Andhra Pradesh,2005,Soap,11
Andhra Pradesh,2005,Weaving,320
Andhra Pradesh,2005,Tailoring,116
Andhra Pradesh,2005,Dyeing,7
Andhra Pradesh,2005,Black Smithy,66
Andhra Pradesh,2005,Dtp,12
Andhra Pradesh,2005,Book Binding,11
Andhra Pradesh,2005,Carpentry,26
Andhra Pradesh,2005,Electrical Motor Vinding,7
Andhra Pradesh,2005,Tooth Powder,10
Andhra Pradesh,2005,Candle,5
Andhra Pradesh,2005,Chalk,5
Andhra Pradesh,2005,Coir Mat,10
Andhra Pradesh,2005,Cover Making,17
Andhra Pradesh,2005,Amber Charka,17
Andhra Pradesh,2005,Masanary,30
Andhra Pradesh,2005,Plumber,30
Andhra Pradesh,2005,Electrician,30
Andhra Pradesh,2006,Amber Charka,17
Andhra Pradesh,2006,Book Binding,6
Andhra Pradesh,2006,Candle Unit,10
Andhra Pradesh,2006,Carpentry,12
Andhra Pradesh,2006,Chalkpiece,10
Andhra Pradesh,2006,Coir Making Unit,97
Andhra Pradesh,2006,Cover Making,17
Andhra Pradesh,2006,D.T.P.,7
Andhra Pradesh,2006,Durry Unit,38
Andhra Pradesh,2006,Dyaing,18
Andhra Pradesh,2006,Eiectrical Motarvinding,18
Andhra Pradesh,2006,Embrodary Unit,20
Andhra Pradesh,2006,Steel Unit,154
Andhra Pradesh,2006,Tailoring,57
Andhra Pradesh,2006,Tooth Powder,10
Andhra Pradesh,2006,Weaving Unit,152
Andhra Pradesh,2006,Wire Unit,10
Andhra Pradesh,2006,Masonry,30
Andhra Pradesh,2006,Plumber,30
Andhra Pradesh,2006,Electrician,30
Andhra Pradesh,2007,Amber Charka,20
Andhra Pradesh,2007,Book Binding,12
Andhra Pradesh,2007,Making Candles,10
Andhra Pradesh,2007,Carpentry,10
Andhra Pradesh,2007,Coir Making Unit,45
Andhra Pradesh,2007,Cover Making,10
Andhra Pradesh,2007,D.T.P.,5
Andhra Pradesh,2007,Dari Weaving,297
Andhra Pradesh,2007,Dyeing,73
Andhra Pradesh,2007,Electrical,60
Andhra Pradesh,2007,Electrical Motor Vinding,7
Andhra Pradesh,2007,Embroidery,30
Andhra Pradesh,2007,Masonry,60
Andhra Pradesh,2007,Phenyle,45
Andhra Pradesh,2007,Plumbering,60
Andhra Pradesh,2007,Printing,9
Andhra Pradesh,2007,Soap,128
Andhra Pradesh,2007,Steel Unit,488
Andhra Pradesh,2007,Tailoring,172
Andhra Pradesh,2007,Tooth Powder,10
Andhra Pradesh,2007,Weaving,463
Andhra Pradesh,2007,Wire Men,10
Andhra Pradesh,2008,Amber Charka,10
Andhra Pradesh,2008,Book Binding,37
Andhra Pradesh,2008,Others (Candle Making),10
Andhra Pradesh,2008,Carpentry,13
Andhra Pradesh,2008,Coir Making Unit,85
Andhra Pradesh,2008,Cover Making,10
Andhra Pradesh,2008,Dtp,10
Andhra Pradesh,2008,Dari Making,156
Andhra Pradesh,2008,Dyeing,29
Andhra Pradesh,2008,Electrical Motor Winding,10
Andhra Pradesh,2008,Embroidery,25
Andhra Pradesh,2008,Masonry,43
Andhra Pradesh,2008,Plumbering,30
Andhra Pradesh,2008,Printing,10
Andhra Pradesh,2008,Steel Unit,914
Andhra Pradesh,2008,Soap Unit,16
Andhra Pradesh,2008,Tailoring,107
Andhra Pradesh,2008,Tooth Powder,10
Andhra Pradesh,2008,Weaving Unit,271
Andhra Pradesh,2008,Welding,31
Andhra Pradesh,2008,Wire Unit,10
Andhra Pradesh,2009,Book Binding,86
Andhra Pradesh,2009,Other (Candle Making Unit),10
Andhra Pradesh,2009,Coir Making Unit,83
Andhra Pradesh,2009,Masonry,756
Andhra Pradesh,2009,Plumbing & Sanitation,145
Andhra Pradesh,2009,Printing & Decorators,131
Andhra Pradesh,2009,Steel,1169
Andhra Pradesh,2009,Tailoring,140
Andhra Pradesh,2009,Tooth Powder,15
Andhra Pradesh,2009,Weaving,351
Andhra Pradesh,2009,Welding,51
Andhra Pradesh,2009,Electrical & House Wiring,117
Andhra Pradesh,2009,Soap & Phenyle,8
Andhra Pradesh,2009,Pillows,68
Andhra Pradesh,2009,Chalk Piece,10
Andhra Pradesh,2009,Woolen,10
Andhra Pradesh,2009,Italian Lace Making,65
Andhra Pradesh,2009,Painting & Decorators,416
Andhra Pradesh,2009,Automobile Mechanic,22
Andhra Pradesh,2009,Refrigeration & Air Condition,18
Andhra Pradesh,2009,Computer (Ms Office),137
Andhra Pradesh,2009,Computer (Dtp),95
Andhra Pradesh,2010,Amber Charka,102
Andhra Pradesh,2010,Book Binding,33
Andhra Pradesh,2010,Cover Making,220
Andhra Pradesh,2010,Dtp,5
Andhra Pradesh,2010,Handloom (Durry Unit),1181
Andhra Pradesh,2010,Dying,225
Andhra Pradesh,2010,Tailoring,619
Andhra Pradesh,2010,Tooth Powder,45
Andhra Pradesh,2010,Pillows,60
Andhra Pradesh,2010,Weaving,1487
Andhra Pradesh,2011,Plumbing & Sanitation,537
Andhra Pradesh,2011,Masonry,973
Andhra Pradesh,2011,Book Binding,16
Andhra Pradesh,2011,Weaving (Durry Making),62
Andhra Pradesh,2011,Dying,22
Andhra Pradesh,2011,Soap Making,13
Andhra Pradesh,2011,Steel Manufacturing,231
Andhra Pradesh,2011,Tailoring And Embroidary,133
Andhra Pradesh,2011,Weaving,134
Andhra Pradesh,2011,Paper Plate Making,20
Andhra Pradesh,2011,Painting And Decoration,254
Andhra Pradesh,2011,Electrical House & Motor Wiring,308
Andhra Pradesh,2011,Coir Making Unit,70
Andhra Pradesh,2011,Cover Making,10
Andhra Pradesh,2011,Bakery Unit,33
Andhra Pradesh,2011,Computer,75
Andhra Pradesh,2011,Lab Technician,20
Andhra Pradesh,2011,Carpentry,2
Andhra Pradesh,2011,Tooth Powder Making,20
Andhra Pradesh,2011,Other (Candle Making),10
Andhra Pradesh,2011,Woolen Unit,20
Andhra Pradesh,2012,Plumbing/Sanitation,219
Andhra Pradesh,2012,Masonry,419
Andhra Pradesh,2012,Book Binding,3
Andhra Pradesh,2012,Weaving (Durry Making),74
Andhra Pradesh,2012,Dying,24
Andhra Pradesh,2012,Soap Making,6
Andhra Pradesh,2012,Steel Manufacturing,349
Andhra Pradesh,2012,Tailoring/Embroidery,141
Andhra Pradesh,2012,Weaving,125
Andhra Pradesh,2012,Paper Plate Making,20
Andhra Pradesh,2012,Painting/Decoration,211
Andhra Pradesh,2012,Electrical House/Motor Wiring,67
Andhra Pradesh,2012,Coir Making Unit,85
Andhra Pradesh,2012,Cover Making,10
Andhra Pradesh,2012,Bakery Unit,23
Andhra Pradesh,2012,Nac,58
Andhra Pradesh,2012,Computer,18
Andhra Pradesh,2012,Lab Technician,20
Andhra Pradesh,2012,Carpentry,101
Andhra Pradesh,2012,Tooth Powder Making,5
Andhra Pradesh,2012,Others (Candle Making Unit),5
Andhra Pradesh,2012,Woolen Unit,10
Arunachal Pradesh,2009,Nil,0
Arunachal Pradesh,2010,Nil,0
Arunachal Pradesh,2012,Gardening,3
Arunachal Pradesh,2012,Mora Making,4
Assam,2001,Weaving,55
Assam,2001,Carpentry,9
Assam,2001,Tailoring,21
Assam,2001,Bamboo & Cane,74
Assam,2001,Black Smithy,15
Assam,2001,Handloom,8
Assam,2002,Weaving,56
Assam,2002,Carpentry,2
Assam,2002,Tailoring,31
Assam,2002,Bamboo & Cane,82
Assam,2002,Type Writing,7
Assam,2002,Black Smith,16
Assam,2002,Soap Making,3
Assam,2002,Handloom,6
Assam,2002,Radio Mechanic,7
Assam,2003,Weaving,79
Assam,2003,Carpentry,7
Assam,2003,Tailoring,48
Assam,2003,Bamboo & Cane,55
Assam,2003,Black Smithy,12
Assam,2003,Handloom,6
Assam,2003,Radio Mechanic,11
Assam,2004,Weaving,82
Assam,2004,Carpentry,7
Assam,2004,Tailoring,43
Assam,2004,Bamboo & Cane,67
Assam,2004,Black Smithy,12
Assam,2004,Handloom,9
Assam,2004,Radio Mechanic,6
Assam,2005,Weaving,61
Assam,2005,Carpentry,7
Assam,2005,Tailoring,46
Assam,2005,Bamboo & Cane,140
Assam,2005,Black Smithy,11
Assam,2005,Handloom,7
Assam,2005,Radio Mechanic,4
Assam,2006,Weaving,61
Assam,2006,Carpentry,7
Assam,2006,Tailoring,25
Assam,2006,Bamboo & Cane,86
Assam,2006,Blacksmithy,12
Assam,2006,Handloom,7
Assam,2006,Others,164
Assam,2007,Weaving,78
Assam,2007,Carpentry,19
Assam,2007,Tailoring,37
Assam,2007,Blacksmithy,28
Assam,2007,Handloom,3
Assam,2007,Canning,137
Assam,2007,Others,29
Assam,2008,Weaving,82
Assam,2008,Carpentry,21
Assam,2008,Tailoring,45
Assam,2008,Black Smithy,35
Assam,2008,Handloom,15
Assam,2008,Canning & Bamboo,146
Assam,2008,Others,41
Assam,2009,Weaving,52
Assam,2009,Carpentry,18
Assam,2009,Tailoring,25
Assam,2009,Others (Blacksmith),15
Assam,2009,Handloom,10
Assam,2009,Canning & Bamboo,156
Assam,2009,Other,34
Assam,2010,Weaving,35
Assam,2010,Carpentry,16
Assam,2010,Tailoring,26
Assam,2010,Others (Blacksmith),14
Assam,2010,Handloom,10
Assam,2010,Canning & Bamboo,146
Assam,2010,Other,30
Assam,2011,Weaving,38
Assam,2011,Carpentry,17
Assam,2011,Tailoring,21
Assam,2011,Others (Blacksmith),12
Assam,2011,Handloom,8
Assam,2011,Can & Bamboo,136
Assam,2011,Other,40
Assam,2012,Weaving,54
Assam,2012,Can And Bamboo/Carpentry,129
Assam,2012,Tailoring,23
Assam,2012,Others (Blacksmith),5
Assam,2012,Electrical Training,27
Assam,2012,Soap,29
Bihar,2001,Agriculture,216
Bihar,2001,Industries,1791
Bihar,2001,Adult Education,522
Bihar,2001,Meditation,175
Bihar,2001,Yoga,717
Bihar,2001,Computer,197
Bihar,2002,Industrial,405
Bihar,2002,Computer,111
Bihar,2002,"Tailoring, Knitting & Weaving",112
Bihar,2002,Agriculture,70
Bihar,2002,Yoga/Teaching/Adult Education,1289
Bihar,2003,Agriculture,107
Bihar,2003,Industrial,379
Bihar,2003,Adult Education,197
Bihar,2003,Meditation & Yoga Programme,1161
Bihar,2003,Art & Living,526
Bihar,2003,Aids Awarness Programme,937
Bihar,2003,Computer,15
Bihar,2003,Weaving & Tailoring,12
Bihar,2003,Phenyle & Soap Making,14
Bihar,2004,Industrial Training,326
Bihar,2004,Aids Awareness And Yoga,992
Bihar,2004,Art Of Living,585
Bihar,2004,Agriculture,117
Bihar,2004,Tailoring And Cutting,35
Bihar,2004,Weaving,13
Bihar,2004,Caustic Soap & Phenyle Making,15
Bihar,2004,Literacy Programme,40
Bihar,2005,Industrial Training,4063
Bihar,2005,Agricultural,550
Bihar,2005,Aids Awareness,1008
Bihar,2005,Art Of Living,345
Bihar,2005,Literacy Programme,418
Bihar,2005,Others,72
Bihar,2006,Industrial Training,4142
Bihar,2006,Yoga,1138
Bihar,2006,Art Of Living,242
Bihar,2006,Aids Awareness,180
Bihar,2006,"Embroidary, Cutting, Typing",134
Bihar,2007,Industrial Training,3973
Bihar,2007,Yoga & Meditation,912
Bihar,2007,Art Of Living,158
Bihar,2007,Aids Awareness,223
Bihar,2007,Embroidery,108
Bihar,2008,Industrial Training,2672
Bihar,2008,"Embroidery, Cutting, Typing Etc",178
Bihar,2009,Carpentry,55
Bihar,2009,Tailoring,984
Bihar,2009,Handloom,530
Bihar,2009,Powerloom,413
Bihar,2009,Woollen Blanket,317
Bihar,2009,Soap & Phenyle,42
Bihar,2009,Tent Making,110
Bihar,2009,Aluminium Utensil,16
Bihar,2009,Others (Blacksmith),68
Bihar,2010,Carpentry,51
Bihar,2010,Tailoring,936
Bihar,2010,Handloom,541
Bihar,2010,Powerloom,401
Bihar,2010,Woolen,415
Bihar,2010,Soap & Phenyl Making,40
Bihar,2010,Tent Making,125
Bihar,2010,Aluminium,12
Bihar,2010,Others (Blacksmith),70
Bihar,2010,"Embroidery, Cutting, Typing, Etc",270
Bihar,2011,Agriculture,40
Bihar,2011,Atta Chakki Milling,10
Bihar,2011,Carpentry,7
Bihar,2011,Charkha Suta Katai,25
Bihar,2011,Computer Training,240
Bihar,2011,Cutting And Stitching Cloths,65
Bihar,2011,Embroidery Training,57
Bihar,2011,Industries,25
Bihar,2011,Mushroom Training,37
Bihar,2011,Others (Blacksmith),3
Bihar,2011,Practical Training In Jail Industry,189
Bihar,2011,"Prayas As Candle, Needle, Phenyle, Etc.",200
Bihar,2011,"Prayas As Mithila Painting, Tailoring",75
Bihar,2011,Sewing Centre,53
Bihar,2011,Soap & Phenyle,21
Bihar,2011,Tailoring,85
Bihar,2011,Tent/Tamboo Making,55
Bihar,2011,Type Writing,87
Bihar,2011,"Weaving (Cotton, Carpet, Kalin)",21
Bihar,2011,Weaving (Woolen),12
Bihar,2011,Weaving Handloom Cloths,30
Bihar,2012,Computer,238
Bihar,2012,Tailoring And Stitching,23
Bihar,2012,Tent And Tamboo Making,44
Bihar,2012,Tailoring,19
Bihar,2012,"Weaving (Cotton, Carpet & Kalin)",19
Bihar,2012,Carpentry,8
Bihar,2012,Others (Blacksmith),4
Bihar,2012,Soap & Phenyle Manufacturing,8
Bihar,2012,Woolen Wearing,9
Bihar,2012,Soap (Caustic Soap Production),15
Bihar,2012,Soap (Phenyle Production Training),9
Bihar,2012,Weaving Handloom Cloths,45
Bihar,2012,Charkha Suta Katai,26
Bihar,2012,Tailoring (Sewing Centre),15
Bihar,2012,Atta Chakki Milling,8
Bihar,2012,Embroidery Training,22
Bihar,2012,Mushroom Training,25
Bihar,2012,Typing Training,35
Bihar,2012,Computer Training,65
Bihar,2012,Embroidery,22
Bihar,2012,Tailoring (Stitching And Cutting),25
Bihar,2012,Mushroom Production,5
Bihar,2012,Bee Keeping,9
Bihar,2012,Poultry Farm,15
Bihar,2012,Vermi Compost,6
Bihar,2012,Keep And Watch Of Fruit And Vegetable,2
Bihar,2012,Weaving (Uniform),2
Bihar,2012,Crech Kendra For Children,2
Bihar,2012,Computer Training,120
Bihar,2012,Tailoring,41
Bihar,2012,Embroidery,7
Bihar,2012,Typing,92
Bihar,2012,Practical Training In Jail Industry,223
Bihar,2012,Saksharta Karyakaram,155
Bihar,2012,Computer Training,15
Bihar,2012,Computer Data Entry Training,75
Bihar,2012,Tailoring (Cutting And Stiching Cloths),20
Bihar,2012,Computer Training,20
Bihar,2012,Type Writing,19
Bihar,2012,Tailoring (Stitch Training),16
Bihar,2012,Computer Training,35
Bihar,2012,Tailoring (Sewing Training),5
Bihar,2012,Computer Data Entry Training,10
Bihar,2012,Computer Training,15
Bihar,2012,Tailoring,15
Bihar,2012,Mushroom Cultivation Training,150
Bihar,2012,Computer Training,120
Chhattisgarh,2012,Tailoring,199
Chhattisgarh,2012,Carpentry,160
Chhattisgarh,2012,Screen Printing,94
Chhattisgarh,2012,Embroidery,43
Chhattisgarh,2012,Bamboo Craft,15
Chhattisgarh,2012,Steel Work,13
Chhattisgarh,2012,Weaving Work,239
Chhattisgarh,2012,Terracoata,18
Chhattisgarh,2012,Wooden Carving,41
Chhattisgarh,2012,Offset Printing,37
Chhattisgarh,2012,Soap (Washing Powder),38
Chhattisgarh,2012,Chalk/Masala,19
Chhattisgarh,2012,Weaving (Nylon Dari),24
Chhattisgarh,2012,Bend,27
Chhattisgarh,2012,Cloth Press,4
Chhattisgarh,2012,Knitting Industry,30
Chhattisgarh,2012,Others (Blacksmith),39
Chhattisgarh,2001,Weaving,703
Chhattisgarh,2001,Printing,26
Chhattisgarh,2001,Others,63
Chhattisgarh,2001,Metal,37
Chhattisgarh,2001,Sewing,62
Chhattisgarh,2001,Jute,80
Chhattisgarh,2001,Soap,20
Chhattisgarh,2001,"Carpentry, Idol",597
Chhattisgarh,2002,Weaving,930
Chhattisgarh,2002,Printing,31
Chhattisgarh,2002,Wood Work,254
Chhattisgarh,2002,Metal Industry,80
Chhattisgarh,2002,Tailoring,83
Chhattisgarh,2002,Soap,22
Chhattisgarh,2002,Jute,95
Chhattisgarh,2002,Spice,3
Chhattisgarh,2002,Knitting,468
Chhattisgarh,2002,Laundry,26
Chhattisgarh,2002,Kosa,54
Chhattisgarh,2003,Laundry,24
Chhattisgarh,2003,Dari Making,745
Chhattisgarh,2003,Tailoring,148
Chhattisgarh,2003,Metal Works,149
Chhattisgarh,2003,Ivory,185
Chhattisgarh,2003,Carpentry,386
Chhattisgarh,2003,Terracoata,55
Chhattisgarh,2003,Bal Metal,81
Chhattisgarh,2003,Spice,25
Chhattisgarh,2003,Bamboo Work,52
Chhattisgarh,2003,Art & Crafts,156
Chhattisgarh,2003,Screen Printing,71
Chhattisgarh,2003,Knitting & Weaving,190
Chhattisgarh,2003,Soap Making,20
Chhattisgarh,2003,Jute,50
Chhattisgarh,2003,Band,30
Chhattisgarh,2003,Tatpatti,30
Chhattisgarh,2004,Washerman,67
Chhattisgarh,2004,Dari,1621
Chhattisgarh,2004,Sewing,96
Chhattisgarh,2004,Metal Works,199
Chhattisgarh,2004,Ivory,1199
Chhattisgarh,2004,Carpentry,42
Chhattisgarh,2004,Terracoata,157
Chhattisgarh,2004,Bal Metal,30
Chhattisgarh,2004,Spices,308
Chhattisgarh,2004,Embroidry,20
Chhattisgarh,2004,Bamboo Work,214
Chhattisgarh,2004,Marwahi Art,214
Chhattisgarh,2004,Screen Printing,101
Chhattisgarh,2004,Knitting,189
Chhattisgarh,2004,Soap,11
Chhattisgarh,2004,Jute,45
Chhattisgarh,2004,Band,24
Chhattisgarh,2004,Gona Patti,18
Chhattisgarh,2004,Phyenyle,6
Chhattisgarh,2005,Electronics,38
Chhattisgarh,2005,Pathology,18
Chhattisgarh,2005,Sweing,209
Chhattisgarh,2005,Metal Works,54
Chhattisgarh,2005,Ivory,295
Chhattisgarh,2005,Carpentry,42
Chhattisgarh,2005,Terracoata,12
Chhattisgarh,2005,Bail Metal,9
Chhattisgarh,2005,Spices,12
Chhattisgarh,2005,Kikati,63
Chhattisgarh,2005,Bamboo,35
Chhattisgarh,2005,Marwahi Art,23
Chhattisgarh,2005,Screen Printing,87
Chhattisgarh,2005,Knitting,226
Chhattisgarh,2005,Soap/Washing Powder,23
Chhattisgarh,2005,Chalk,6
Chhattisgarh,2005,Band,29
Chhattisgarh,2005,Tatpatti,22
Chhattisgarh,2005,Sheeshal,40
Chhattisgarh,2005,Jute,14
Chhattisgarh,2006,Washermanship,4
Chhattisgarh,2006,Chalk Making,8
Chhattisgarh,2006,Tailoring,153
Chhattisgarh,2006,Blacksmithy,29
Chhattisgarh,2006,Wood Crafting,81
Chhattisgarh,2006,Carpentary,112
Chhattisgarh,2006,Electronics,41
Chhattisgarh,2006,Sculpture,43
Chhattisgarh,2006,Spice Making,1
Chhattisgarh,2006,Bamboo Craft,15
Chhattisgarh,2006,Candle Making,4
Chhattisgarh,2006,Screen Printing,87
Chhattisgarh,2006,Knitting,165
Chhattisgarh,2006,Embroidary,8
Chhattisgarh,2006,Washing Power Making,3
Chhattisgarh,2006,Others,149
Chhattisgarh,2007,Washermanship,4
Chhattisgarh,2007,Chalk,13
Chhattisgarh,2007,Tailoring,131
Chhattisgarh,2007,Blacksmithy,77
Chhattisgarh,2007,Wood Work,253
Chhattisgarh,2007,Terracoata,5
Chhattisgarh,2007,Nylon Thread Spinning,32
Chhattisgarh,2007,Electronics,12
Chhattisgarh,2007,Spice Making,18
Chhattisgarh,2007,Bamboo Work,19
Chhattisgarh,2007,Making Candles,10
Chhattisgarh,2007,Screen Printing,102
Chhattisgarh,2007,Weaving,232
Chhattisgarh,2007,Embroidery,21
Chhattisgarh,2007,Soap,9
Chhattisgarh,2008,Band Training,15
Chhattisgarh,2008,Bans Shilps,5
Chhattisgarh,2008,Black Smithy,52
Chhattisgarh,2008,Others (Candle Making),4
Chhattisgarh,2008,Carpentry,136
Chhattisgarh,2008,Chalk Industry,21
Chhattisgarh,2008,Embroidery,19
Chhattisgarh,2008,Jute Craft,10
Chhattisgarh,2008,Masala,19
Chhattisgarh,2008,Nylon Dari,11
Chhattisgarh,2008,Printing,9
Chhattisgarh,2008,Screen Printing,28
Chhattisgarh,2008,Soap,2
Chhattisgarh,2008,Tailoring,111
Chhattisgarh,2008,Terracoata,5
Chhattisgarh,2008,Washing Powder,8
Chhattisgarh,2008,Weaving,118
Chhattisgarh,2008,Wooden,57
Chhattisgarh,2008,Offset Printing,36
Chhattisgarh,2009,Wooden Art,147
Chhattisgarh,2009,Tailoring,148
Chhattisgarh,2009,Weaving,122
Chhattisgarh,2009,Masala,9
Chhattisgarh,2009,Screen Printing,54
Chhattisgarh,2009,Offset Printing,38
Chhattisgarh,2009,Betmetal,20
Chhattisgarh,2009,Terracoata,20
Chhattisgarh,2009,Embroidery,38
Chhattisgarh,2009,Others (Blacksmith),77
Chhattisgarh,2009,Soap & Washing Powder,26
Chhattisgarh,2009,Nylon,14
Chhattisgarh,2009,Band Training,26
Chhattisgarh,2009,Jute Art,8
Chhattisgarh,2009,Tatpatti,20
Chhattisgarh,2009,Bamboo Art,31
Chhattisgarh,2009,Sweep Making,20
Chhattisgarh,2010,Bamboo Art,20
Chhattisgarh,2010,Band Training,15
Chhattisgarh,2010,Others (Blacksmith),36
Chhattisgarh,2010,Others (Candle),4
Chhattisgarh,2010,Carpentry,68
Chhattisgarh,2010,Chalk,4
Chhattisgarh,2010,Embroidery,33
Chhattisgarh,2010,Masala,8
Chhattisgarh,2010,Nylon Doi,13
Chhattisgarh,2010,Offset Printing,36
Chhattisgarh,2010,Printing,41
Chhattisgarh,2010,Screen,5
Chhattisgarh,2010,Screen Printing,9
Chhattisgarh,2010,Soap,26
Chhattisgarh,2010,Steel Furniture,4
Chhattisgarh,2010,Sweeping,20
Chhattisgarh,2010,Tailoring,124
Chhattisgarh,2010,Tatpatti,20
Chhattisgarh,2010,Soap & Washing Powder,8
Chhattisgarh,2010,Weaving,202
Chhattisgarh,2010,Wooden,63
Chhattisgarh,2010,Bamboo Art,7
Chhattisgarh,2010,Belmetal,20
Chhattisgarh,2010,Others (Blacksmith),20
Chhattisgarh,2010,Eaving,10
Chhattisgarh,2010,Tailoring,10
Chhattisgarh,2010,Tailoring,20
Chhattisgarh,2010,Teddy Bear,20
Chhattisgarh,2010,Weaving,20
Chhattisgarh,2010,Wooden,20
Chhattisgarh,2011,Weaving,207
Chhattisgarh,2011,Sewing,128
Chhattisgarh,2011,Soap And Washing Powder,49
Chhattisgarh,2011,Iron And Aluminium,32
Chhattisgarh,2011,Carpentry,154
Chhattisgarh,2011,Wood Carving,29
Chhattisgarh,2011,Kitchen Masala,10
Chhattisgarh,2011,Printing,66
Chhattisgarh,2011,Screen Printing,28
Chhattisgarh,2011,Music Band,31
Chhattisgarh,2011,Chalk Making,5
Chhattisgarh,2011,Bans Shilps,11
Chhattisgarh,2011,Embroidery,31
Chhattisgarh,2011,Nylon Dori,18
Chhattisgarh,2011,Others (Candal),8
Chhattisgarh,2011,Steel Furniture,9
Goa,2001,Horticulture,6
Goa,2001,Tailoring,10
Goa,2001,Carpentry,12
Goa,2001,Bakery,6
Goa,2002,Agro Horticulture,4
Goa,2002,Literacy Programme,30
Goa,2002,Sudharshan Kriya,25
Goa,2002,Tailoring,10
Goa,2002,Carpentry,7
Goa,2002,Paper Bags,3
Goa,2002,Gardening,8
Goa,2002,Bakery,4
Goa,2003,Agro Horticulture,10
Goa,2003,Carpentry,4
Goa,2003,Tailoring,10
Goa,2003,Bakery,4
Goa,2004,Carpentry,5
Goa,2004,Tailoring,5
Goa,2004,Agro Horticulture,9
Goa,2004,Paper Bags,4
Goa,2005,Carpentry,13
Goa,2005,Tailoring,19
Goa,2005,Gardening,21
Goa,2005,Craft,5
Goa,2005,Paper Bags,6
Goa,2005,Agro Horticulture,5
Goa,2006,Carpentry,19
Goa,2006,Tailoring,17
Goa,2006,Gardening,7
Goa,2006,Craft,5
Goa,2006,Paper Bags Making,6
Goa,2006,Agro Horticulture,5
Goa,2007,Carpentry,15
Goa,2007,Tailoring,19
Goa,2007,Gardening,6
Goa,2007,Craft,6
Goa,2007,Paper Bags Making,10
Goa,2007,Agriculture,5
Goa,2008,Carpentry,20
Goa,2008,Tailoring,20
Goa,2008,Craft,10
Goa,2008,Paper Bags,10
Goa,2008,Agriculture,10
Goa,2009,Tailoring,11
Goa,2009,Carpentary,6
Goa,2009,Others (Hand Craft),7
Goa,2009,Book Binding,10
Goa,2009,Bey Worker,8
Goa,2009,Other (Candle Making),2
Goa,2009,Bakery,4
Goa,2010,Complete Training Programme,8
Goa,2010,Gardening,12
Goa,2010,Tailoring,6
Goa,2010,Others (Candle Making),2
Goa,2010,Others (Hand Craft),7
Goa,2010,Book Binding,8
Goa,2011,Computer Training Programme,6
Goa,2011,Gardening,14
Goa,2011,Tailoring,8
Goa,2011,Book Binding,8
Goa,2011,Other (Candle Making),2
Goa,2011,Other (Handicraft),7
Goa,2012,Computer Training Programme,46
Goa,2012,Gardening,12
Goa,2012,Tailoring,8
Goa,2012,Book Binding,16
Goa,2012,Others (Candle Making),2
Goa,2012,Bakery,16
Goa,2012,Art Section,10
Goa,2012,Others (Hand Craft),7
Gujarat,2001,Carpentry,210
Gujarat,2001,Weaving,40
Gujarat,2001,Chemical,20
Gujarat,2001,Tailoring,40
Gujarat,2001,Leathering,10
Gujarat,2001,Bakery,7
Gujarat,2001,Wire Men,53
Gujarat,2001,Scooter Repairing,24
Gujarat,2001,Vipshyana,154
Gujarat,2001,Instrument Repairing,39
Gujarat,2002,Carpentry,191
Gujarat,2002,Weaving,297
Gujarat,2002,Printing,75
Gujarat,2002,Agriculture,143
Gujarat,2002,Bakery,92
Gujarat,2002,Chemical,17
Gujarat,2003,Carpentry,207
