state_name,year,vocational_trainings_program,inmates_trained
Karnataka,2013,Tailoring (Garmet Industry),69
Karnataka,2013,Wheel Chair Refurbishing,19
Karnataka,2013,Laundry,66
Karnataka,2013,Soft Toy And Decorative Items Making,14
Kerala,2013,Weaving,56
Kerala,2013,Computer Training,91
Kerala,2013,Tailoring,110
Kerala,2013,Fabric Painting,15
Kerala,2013,Stone Cutting,90
Kerala,2013,Others (Aluminium Fabrication Course),30
Kerala,2013,Carpentary,88
Kerala,2013,Book Binding,7
Kerala,2013,Handloom,15
Kerala,2013,Powerloom,27
Kerala,2013,Soap (Dying),6
Kerala,2013,Other (Cement Concrete),30
Kerala,2013,Soap Making,64
Kerala,2013,Smithy,55
Kerala,2013,Jewellery Making,25
Kerala,2013,Rubber Tapping,14
Madhya Pradesh,2013,Agriculture,1773
Madhya Pradesh,2013,Carpentary,923
Madhya Pradesh,2013,Canning,117
Madhya Pradesh,2013,Tailoring,1239
Madhya Pradesh,2013,Weaving,1640
Madhya Pradesh,2013,Soap And Phenyle,238
Madhya Pradesh,2013,Handloom,217
Madhya Pradesh,2013,Spices Factory,37
Madhya Pradesh,2013,Power Loom,988
Madhya Pradesh,2013,Printing Press And Screen Printing,500
Madhya Pradesh,2013,Others (Black Smith),85
Madhya Pradesh,2013,Blanket,697
Madhya Pradesh,2013,Leather,143
Madhya Pradesh,2013,Others (Agarbatti Industries),1012
Madhya Pradesh,2013,Othres (Painting),42
Madhya Pradesh,2013,Tiles And Block Industries,120
Madhya Pradesh,2013,Computer ; Hindi And English Typing,173
Maharashtra,2013,Textile,633
Maharashtra,2013,Others (Black Smith),199
Maharashtra,2013,Carpentary,545
Maharashtra,2013,Tailoring,607
Maharashtra,2013,Iron Dept,3
Maharashtra,2013,Others( Bakery),145
Maharashtra,2013,Laundry,128
Maharashtra,2013,Motor Mechanic,26
Maharashtra,2013,Nursery,2
Maharashtra,2013,Wireman,138
Maharashtra,2013,Agriculture (Mashroom),1
Maharashtra,2013,Beauty Parlour,153
Maharashtra,2013,Electrician,31
Maharashtra,2013,Computer Training,580
Maharashtra,2013,Plumber,22
Maharashtra,2013,Other,245
Manipur,2013,Embroidery,15
Manipur,2013,Tailoring,15
Meghalaya,2013,Canning (Handicraft ; Cane ; Bamboo Work),62
Meghalaya,2013,Carpentary,44
Mizoram,2013,Carpentary Section,35
Mizoram,2013,Handloom,15
Mizoram,2013,Tailoring,12
Nagaland,2013,Tailoring,9
Orissa,2013,Weaving (Durry Weaving Durry Making),349
Orissa,2013,Other (Carpet),32
Orissa,2013,Soap (Phenyle),45
Orissa,2013,Tailoring,193
Orissa,2013,Carpentary,67
Orissa,2013,Binding ; Type And Computer,163
Punjab,2013,Carpentary,710
Punjab,2013,Weaving,2183
Punjab,2013,Rassa/Dori,30
Punjab,2013,Niwar,46
Punjab,2013,Rangat,52
Punjab,2013,Tent,38
Punjab,2013,Soap (Phenyle),39
Punjab,2013,Soap,669
Punjab,2013,Tailoring,271
Punjab,2013,Weaving (Daries),496
Punjab,2013,Floor Mill,404
Punjab,2013,Agriculture,1673
Punjab,2013,Pipe,149
Punjab,2013,Printing Press,88
Punjab,2013,Weaving (Knitting),18
Punjab,2013,Misc,3486
Rajasthan,2013,Weaving (Cloth),1527
Rajasthan,2013,Handloom (Dari),1138
Rajasthan,2013,Tailoring,536
Rajasthan,2013,Niwar,1722
Rajasthan,2013,Other (Carpet),911
Rajasthan,2013,Carpentary (Furniture),241
Rajasthan,2013,Mechanical Diesel,7
Rajasthan,2013,Fitter,26
Rajasthan,2013,Wireman,12
Rajasthan,2013,Others (Black Smith),342
Rajasthan,2013,Other,13
Sikkim,2013,Canning (Cane And Bamboo)),18
Sikkim,2013,Piggery,1
Sikkim,2013,Tailoring,1
Sikkim,2013,Dairy Farming,4
Sikkim,2013,Carpentary,10
Sikkim,2013,Agriculture,4
Sikkim,2013,Weaving (Knitting ; Needle Thread Work),1
Sikkim,2013,Printing/Envelope Making,6
Sikkim,2013,Prison Bakery,2
Tamilnadu,2013,Agriculture Training,152
Tamilnadu,2013,Electrical Training,112
Tamilnadu,2013,Computer Training Programme,515
Tamilnadu,2013,Other (Computer Hardware Programme),29
Tamilnadu,2013,Handloom (Iti In Handloom),12
Tamilnadu,2013,Weaving,197
Tamilnadu,2013,Iti In Book Binding,30
Tamilnadu,2013,Carpentary (Training),16
Tamilnadu,2013,Others (Basic Assistant),15
Tamilnadu,2013,Diploma In Fashion And Garment Making,8
Tamilnadu,2013,Other (Hand Made Paper Making),476
Tamilnadu,2013,Others (Bakery Unit),65
Tamilnadu,2013,Prison Ministry India Musical Training,35
Tamilnadu,2013,Four Wheeler Mechansim,25
Tamilnadu,2013,Led Lamp,40
Tamilnadu,2013,Iti Sdi Mes,140
Tamilnadu,2013,Others (Black Smith Basic Welding),20
Tamilnadu,2013,Industrial Security Guard,20
Tamilnadu,2013,Other (Diploma In Beautician),25
Tamilnadu,2013,Diploma In Fashion And Designing Technol,20
Tamilnadu,2013,Block Printing,25
Tamilnadu,2013,Sanitary Napkin,30
Tamilnadu,2013,Other (Hand Embroidery),15
Tamilnadu,2013,Beautician Course,10
Tamilnadu,2013,Tailoring,40
Tamilnadu,2013,Bed Side Assistance,20
Tamilnadu,2013,Gem Cutting Trich Cii,13
Tamilnadu,2013,Canning (Iob Resti Pickles And Serials),20
Tamilnadu,2013,Embroidery,360
Tamilnadu,2013,Greeting And Muffler Making,100
Tamilnadu,2013,Toys And Basket Making,280
Tamilnadu,2013,Other (Diploma In Catering),25
Tamilnadu,2013,Others (Assistant Cook),20
Tamilnadu,2013,Hospitality Assistant,20
Tamilnadu,2013,Agriculture (Cultivation Cereal Crops),20
Tamilnadu,2013,Garment Packing Training,20
Tamilnadu,2013,Other (Beside Assistnat),20
Tamilnadu,2013,Basic Training Beautician And Hair Dr,20
Tripura,2013,Laundry,20
Tripura,2013,Canning (Cane And Bamboo),41
Tripura,2013,Tailoring,32
Tripura,2013,Bookbinding,13
Tripura,2013,Press Unit,10
Tripura,2013,Agriculture Unit,138
Tripura,2013,Weaving Unit,15
Tripura,2013,Pisciculture Unit,60
Uttar Pradesh,2013,Powerloom Trianing,133
Uttar Pradesh,2013,Computer Litrecy,115
Uttar Pradesh,2013,Agriculture (Masala Industry),225
Uttar Pradesh,2013,Performance Management System,117
Uttar Pradesh,2013,Plumbering,130
Uttar Pradesh,2013,Weaving Industry,228
Uttar Pradesh,2013,Blanket Industry,132
Uttar Pradesh,2013,Carpentary (Fabrication & Carpentary),167
Uttar Pradesh,2013,Soap (Sangam Soap & Phenyl Industry),195
Uttar Pradesh,2013,Soap (Detergent Industry),128
Uttar Pradesh,2013,Weaving (Dari And Cloth Industr),159
Uttar Pradesh,2013,Tailoring (Female Sewing),16
Uttar Pradesh,2013,Fan Widing Industry,24
Uttar Pradesh,2013,Dairy,19
Uttar Pradesh,2013,Others (Bakery Industry),1313
Uttar Pradesh,2013,Blanket Industry,132
Uttar Pradesh,2013,Making Agarbatti Trg By Canara Bank,33
Uttar Pradesh,2013,Other (Handicraft),20
Uttar Pradesh,2013,Embroidery,20
Uttar Pradesh,2013,Weaving (Kneating),20
Uttar Pradesh,2013,Weaving,20
Uttaranchal,2013,Tailoring (Sewing Training),150
Uttaranchal,2013,Computer Training,125
Uttaranchal,2013,Job Work For Vip Luggage And Wipro,80
Uttaranchal,2013,Weaving,25
West Bengal,2013,Others (Basic Computer Course),10
West Bengal,2013,Dtp Course,7
West Bengal,2013,Watch Repairing,4
West Bengal,2013,Tailoring,451
West Bengal,2013,Others (Auto Mobiling),83
West Bengal,2013,Other (Computer And Spoken English),371
West Bengal,2013,Electrical,92
West Bengal,2013,Handloom (Jute Handicraft Khanta Stitch),75
West Bengal,2013,Umbrella Making,6
West Bengal,2013,Welding Section,25
West Bengal,2013,Carpentary (Wood Work),2
West Bengal,2013,Mustard Oil Section,10
West Bengal,2013,Soap (Phenyl Section),3
West Bengal,2013,Tin (Smith) Section,10
West Bengal,2013,Bread Section,3
West Bengal,2013,Wheat Grinding Section,2
West Bengal,2013,Utensils Section,2
West Bengal,2013,Cultural Therapy,52
West Bengal,2013,Embroidery,9
West Bengal,2013,Tailoring (Knitting Cutting Handicraft),37
West Bengal,2013,Beautician Training Course,30
West Bengal,2013,Agriculture (Gardening),30
West Bengal,2013,Agriculture (Floriculture),63
West Bengal,2013,Kitchen,179
West Bengal,2013,Carpentary,242
West Bengal,2013,Vermicompost,15
West Bengal,2013,Others (Barber),23
West Bengal,2013,Making Of Traditional Side Bag Of Cotton,5
West Bengal,2013,Incense Stick Making And Liquid Hand Was,15
West Bengal,2013,Book Binding,37
West Bengal,2013,Others (Paper Packet),20
West Bengal,2013,Handloom (Jute Bag),25
A & N Islands,2001,Wood Work,12
A & N Islands,2001,Cane Work,24
A & N Islands,2001,Bamboo Work,7
A & N Islands,2001,Tailoring,3
A & N Islands,2001,Embroidery,3
A & N Islands,2001,Weaving,9
A & N Islands,2001,Cooking,23
A & N Islands,2001,Gardening,49
Chandigarh,2013,Tailoring,17
Chandigarh,2013,Carpentary,225
Chandigarh,2013,Welding,132
Chandigarh,2013,Canning,107
Chandigarh,2013,Agriculture (Farming),44
D & N Haveli,2013,Others,0
Daman & Diu,2013,Nil,NA
Delhi,2013,Plumbing,258
Delhi,2013,Envelope Making (Paper Unit),164
Delhi,2013,Typing,156
Delhi,2013,Tailoring,497
Delhi,2013,Carpentary,648
Delhi,2013,Weaving (Embroidary),383
Delhi,2013,Other (Computer),534
Delhi,2013,Others (Atta And Masala Chakki),22
Delhi,2013,Creche Training,9
Delhi,2013,Beauty Culture,2
Delhi,2013,Othres ( Painting),219
Delhi,2013,Othres (Dhoop Batti Making),42
Delhi,2013,Others (Bag Making),16
Delhi,2013,Others (Bakery),192
Delhi,2013,Soap(Chemical/Oil Extraction),58
Delhi,2013,Canning (Pickle Project),4
Delhi,2013,Pottery,16
Delhi,2013,Shoe Making,360
Delhi,2013,Stenography Classes,10
Delhi,2013,Music,495
Delhi,2013,Poultry Training,62
Delhi,2013,Canning (Herbal Pack),28
Delhi,2013,Electrical Mechanic,227
Delhi,2013,Others (Barber Training),117
Delhi,2013,Fashion Designing,23
Delhi,2013,Flower Making,192
Delhi,2013,Nursery Training,330
Delhi,2013,Puppet Making,94
Delhi,2013,Electrical Welding,34
Delhi,2013,Other (Candle Making),17
Delhi,2013,Handloom (Jute),324
Delhi,2013,Grass Carpet,8
Delhi,2013,Manure Proeject,8
Delhi,2013,Factory Trade,10
Delhi,2013,Charkha Unit,15
Delhi,2013,Statue Making,12
Delhi,2013,Screen Printing,80
Delhi,2013,Beauty Culture And Hair Dressing,NA
Lakshadweep,2013,Nil,NA
Pondicherry,2013,Mat Weaving,3
Pondicherry,2013,Book Binding,3
Pondicherry,2013,Tailoring,2
Pondicherry,2013,Spinning Unit,12
Pondicherry,2013,Computer Training,10
