STATE/UT,YEAR,CRIME HEAD,Male 16-18 years,Female 16-18 years,Total 16-18 years,Male 18-30 years,Female 18-30 years,Total 18-30 years,Male 30-50 years,Female 30-50 years,Total 30-50 years,Male Above 50 years,Female Above 50 years,Total Above 50 years,Total Male,Total Female,Grand Total
Punjab,2006,Dowry Deaths,0,0,0,47,2,49,21,0,21,3,0,3,71,2,73
Punjab,2006,Molestation,0,0,0,6,2,8,2,0,2,3,2,5,11,4,15
Punjab,2006,Eve-Teasing,0,0,0,7,2,9,9,0,9,0,0,0,16,2,18
Punjab,2006,Cruelty By Husband Or Relative Of Husband,0,0,0,55,10,65,8,0,8,8,7,15,71,17,88
Punjab,2006,Other Ipc Crimes,0,0,0,173,0,173,81,0,81,131,0,131,385,0,385
Punjab,2007,Murder,0,0,0,232,18,250,264,9,273,186,12,198,682,39,721
Punjab,2007,Attempt To Commit Murder,0,0,0,161,19,180,199,10,209,267,18,285,627,47,674
Punjab,2007,C.H. Not Amounting To Murder,0,0,0,29,4,33,160,4,164,180,0,180,369,8,377
Punjab,2007,Rape,0,0,0,82,6,88,166,8,174,4,0,4,252,14,266
Punjab,2007,Kidnapping And Abduction,0,0,0,18,0,18,25,0,25,0,0,0,43,0,43
Punjab,2007,Dacoity,0,0,0,73,0,73,10,0,10,13,0,13,96,0,96
Punjab,2007,Prep. And Assembly For Dacoity,0,0,0,12,0,12,12,0,12,0,0,0,24,0,24
Punjab,2007,Robbery,0,0,0,28,0,28,18,0,18,18,0,18,64,0,64
Punjab,2007,Burglary,0,0,0,20,0,20,19,0,19,0,0,0,39,0,39
Punjab,2007,Thefts,0,0,0,59,0,59,55,15,70,39,0,39,153,15,168
Punjab,2007,Extortion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,2007,Riots,0,0,0,15,0,15,0,0,0,0,0,0,15,0,15
Punjab,2007,Arson,0,0,0,12,0,12,4,0,4,0,0,0,16,0,16
Punjab,2007,Criminal Breach Of Trust,0,0,0,5,0,5,5,1,6,23,0,23,33,1,34
Punjab,2007,Cheating,0,0,0,42,0,42,2,0,2,2,0,2,46,0,46
Punjab,2007,Counter Feiting,0,0,0,8,0,8,2,0,2,0,0,0,10,0,10
Punjab,2007,Dowry Deaths,0,0,0,25,7,32,20,0,20,1,0,1,46,7,53
Punjab,2007,Molestation,0,0,0,5,2,7,2,0,2,1,0,1,8,2,10
Punjab,2007,Eve-Teasing,0,0,0,6,2,8,8,0,8,0,0,0,14,2,16
Punjab,2007,Cruelty By Husband Or Relative Of Husband,0,0,0,21,4,25,7,0,7,4,0,4,32,4,36
Punjab,2007,Other Ipc Crimes,0,0,0,71,0,71,77,0,77,227,0,227,375,0,375
Punjab,2008,Murder,0,0,0,242,19,261,254,12,266,198,22,220,694,53,747
Punjab,2008,Attempt To Commit Murder,0,0,0,165,20,185,223,12,235,287,24,311,675,56,731
Punjab,2008,C.H. Not Amounting To Murder,0,0,0,33,5,38,180,4,184,185,0,185,398,9,407
Punjab,2008,Rape,0,0,0,87,8,95,186,9,195,4,0,4,277,17,294
Punjab,2008,Kidnapping And Abduction,0,0,0,23,0,23,16,0,16,0,0,0,39,0,39
Punjab,2008,Dacoity,0,0,0,69,0,69,9,0,9,14,0,14,92,0,92
Punjab,2008,Prep. And Assembly For Dacoity,0,0,0,11,0,11,13,0,13,0,0,0,24,0,24
Punjab,2008,Robbery,0,0,0,19,0,19,16,0,16,21,0,21,56,0,56
Punjab,2008,Burglary,0,0,0,33,0,33,29,0,29,0,0,0,62,0,62
Punjab,2008,Thefts,0,0,0,70,0,70,75,17,92,41,0,41,186,17,203
Punjab,2008,Extortion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,2008,Riots,0,0,0,13,0,13,0,0,0,0,0,0,13,0,13
Punjab,2008,Arson,0,0,0,13,0,13,3,0,3,0,0,0,16,0,16
Punjab,2008,Criminal Breach Of Trust,0,0,0,9,0,9,6,1,7,24,0,24,39,1,40
Punjab,2008,Cheating,0,0,0,65,0,65,8,0,8,6,3,9,79,3,82
Punjab,2008,Counter Feiting,0,0,0,11,0,11,3,0,3,0,0,0,14,0,14
Punjab,2008,Dowry Deaths,0,0,0,31,6,37,16,0,16,4,0,4,51,6,57
Punjab,2008,Molestation,0,0,0,6,2,8,1,0,1,2,0,2,9,2,11
Punjab,2008,Eve-Teasing,0,0,0,7,3,10,7,0,7,0,0,0,14,3,17
Punjab,2008,Cruelty By Husband Or Relative Of Husband,0,0,0,23,4,27,8,0,8,5,0,5,36,4,40
Punjab,2008,Other Ipc Crimes,0,0,0,91,0,91,97,0,97,259,5,264,447,5,452
Punjab,2009,Murder,0,0,0,469,32,501,291,19,310,33,9,42,793,60,853
Punjab,2009,Attempt To Commit Murder,0,0,0,319,39,358,239,22,261,13,2,15,571,63,634
Punjab,2009,C.H. Not Amounting To Murder,0,0,0,129,8,137,42,4,46,7,1,8,178,13,191
Punjab,2009,Rape,0,0,0,216,0,216,97,3,100,0,0,0,313,3,316
Punjab,2009,Kidnapping And Abduction,0,0,0,96,9,105,62,3,65,0,0,0,158,12,170
Punjab,2009,Dacoity,0,0,0,83,0,83,16,0,16,15,0,15,114,0,114
Punjab,2009,Prep. And Assembly For Dacoity,0,0,0,14,0,14,19,0,19,0,0,0,33,0,33
Punjab,2009,Robbery,0,0,0,27,0,27,21,0,21,7,0,7,55,0,55
Punjab,2009,Burglary,0,0,0,76,0,76,67,0,67,0,0,0,143,0,143
Punjab,2009,Thefts,0,0,0,116,0,116,89,21,110,9,0,9,214,21,235
Punjab,2009,Extortion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,2009,Riots,0,0,0,28,0,28,8,0,8,0,0,0,36,0,36
Punjab,2009,Arson,0,0,0,44,0,44,10,2,12,0,0,0,54,2,56
Punjab,2009,Criminal Breach Of Trust,0,0,0,109,0,109,69,0,69,3,0,3,181,0,181
Punjab,2009,Cheating,0,0,0,180,0,180,98,3,101,0,1,1,278,4,282
Punjab,2009,Counter Feiting,0,0,0,33,0,33,19,2,21,0,0,0,52,2,54
Punjab,2009,Dowry Deaths,0,0,0,63,21,84,31,17,48,11,0,11,105,38,143
Punjab,2009,Molestation,0,0,0,11,3,14,9,1,10,2,0,2,22,4,26
Punjab,2009,Eve-Teasing,0,0,0,15,4,19,11,0,11,0,0,0,26,4,30
Punjab,2009,Cruelty By Husband Or Relative Of Husband,0,0,0,37,9,46,18,2,20,3,6,9,58,17,75
Punjab,2009,Other Ipc Crimes,0,0,0,219,0,219,103,0,103,0,0,0,322,0,322
Punjab,2010,Murder,0,0,0,485,33,518,316,18,334,32,8,40,833,59,892
Punjab,2010,Attempt To Commit Murder,0,0,0,340,37,377,264,20,284,13,2,15,617,59,676
Punjab,2010,C.H. Not Amounting To Murder,0,0,0,142,8,150,90,4,94,7,1,8,239,13,252
Punjab,2010,Rape,0,0,0,237,0,237,112,0,112,0,0,0,349,0,349
Punjab,2010,Kidnapping And Abduction,0,0,0,112,10,122,115,5,120,0,0,0,227,15,242
Punjab,2010,Dacoity,0,0,0,104,0,104,31,0,31,16,0,16,151,0,151
Punjab,2010,Prep. And Assembly For Dacoity,0,0,0,18,0,18,29,0,29,0,0,0,47,0,47
Punjab,2010,Robbery,0,0,0,45,0,45,37,0,37,8,0,8,90,0,90
Punjab,2010,Burglary,0,0,0,97,0,97,86,0,86,0,0,0,183,0,183
Punjab,2010,Thefts,0,0,0,152,0,152,179,18,197,14,0,14,345,18,363
Punjab,2010,Extortion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,2010,Riots,0,0,0,49,0,49,18,0,18,0,0,0,67,0,67
Punjab,2010,Arson,0,0,0,65,0,65,20,1,21,0,0,0,85,1,86
Punjab,2010,Criminal Breach Of Trust,0,0,0,130,0,130,89,0,89,5,0,5,224,0,224
Punjab,2010,Cheating,0,0,0,216,0,216,156,2,158,2,1,3,374,3,377
Punjab,2010,Counter Feiting,0,0,0,54,0,54,39,2,41,0,0,0,93,2,95
Punjab,2010,Dowry Deaths,0,0,0,84,23,107,84,15,99,10,2,12,178,40,218
Punjab,2010,Molestation,0,0,0,32,3,35,29,1,30,0,0,0,61,4,65
Punjab,2010,Eve-Teasing,0,0,0,36,3,39,22,0,22,0,0,0,58,3,61
Punjab,2010,Cruelty By Husband Or Relative Of Husband,0,0,0,58,8,66,51,2,53,1,4,5,110,14,124
Punjab,2010,Other Ipc Crimes,0,0,0,249,0,249,254,0,254,2,0,2,505,0,505
Punjab,2011,Murder,0,0,0,463,40,503,320,20,340,34,10,44,817,70,887
Punjab,2011,Attempt To Commit Murder,0,0,0,310,40,350,265,25,290,15,1,16,590,66,656
Punjab,2011,C.H. Not Amounting To Murder,0,0,0,130,10,140,190,20,210,10,0,10,330,30,360
Punjab,2011,Rape,0,0,0,154,0,154,115,0,115,0,0,0,269,0,269
Punjab,2011,Kidnapping And Abduction,0,0,0,115,20,135,130,15,145,0,0,0,245,35,280
Punjab,2011,Dacoity,0,0,0,209,0,209,35,0,35,6,0,6,250,0,250
Punjab,2011,Prep. And Assembly For Dacoity,0,0,0,20,0,20,129,0,129,0,0,0,149,0,149
Punjab,2011,Robbery,0,0,0,62,0,62,140,0,140,0,0,0,202,0,202
Punjab,2011,Burglary,0,0,0,120,0,120,70,0,70,0,0,0,190,0,190
Punjab,2011,Thefts,0,0,0,170,0,170,0,0,0,0,0,0,170,0,170
Punjab,2011,Extortion,0,0,0,0,0,0,180,24,204,5,0,5,185,24,209
Punjab,2011,Riots,0,0,0,152,0,152,120,0,120,0,0,0,272,0,272
Punjab,2011,Arson,0,0,0,70,0,70,25,0,25,2,0,2,97,0,97
Punjab,2011,Criminal Breach Of Trust,0,0,0,150,0,150,60,0,60,0,0,0,210,0,210
Punjab,2011,Cheating,0,0,0,216,0,216,190,5,195,5,0,5,411,5,416
Punjab,2011,Counter Feiting,0,0,0,117,0,117,145,5,150,5,0,5,267,5,272
Punjab,2011,Dowry Deaths,0,0,0,90,30,120,90,20,110,10,2,12,190,52,242
Punjab,2011,Molestation,0,0,0,40,30,70,31,0,31,0,2,2,71,32,103
Punjab,2011,Eve-Teasing,0,0,0,40,2,42,25,0,25,0,0,0,65,2,67
Punjab,2011,Cruelty By Husband Or Relative Of Husband,0,0,0,60,3,63,55,5,60,2,1,3,117,9,126
Punjab,2011,Other Ipc Crimes,0,0,0,104,16,120,20,6,26,6,3,9,130,25,155
Punjab,2012,Murder,0,0,0,405,18,423,742,33,775,251,19,270,1398,70,1468
Punjab,2012,Attempt To Commit Murder,0,0,0,84,5,89,170,7,177,83,2,85,337,14,351
Punjab,2012,C.H. Not Amounting To Murder,0,0,0,68,4,72,114,0,114,48,2,50,230,6,236
Punjab,2012,Rape,0,0,0,97,2,99,118,3,121,42,1,43,257,6,263
Punjab,2012,Kidnapping And Abduction,0,0,0,72,5,77,98,7,105,29,4,33,199,16,215
Punjab,2012,Dacoity,0,0,0,63,0,63,67,0,67,26,0,26,156,0,156
Punjab,2012,Prep. And Assembly For Dacoity,0,0,0,46,0,46,72,0,72,15,0,15,133,0,133
Punjab,2012,Robbery,0,0,0,82,0,82,107,0,107,33,0,33,222,0,222
Punjab,2012,Burglary,0,0,0,81,0,81,54,0,54,18,0,18,153,0,153
Punjab,2012,Thefts,0,0,0,142,3,145,155,3,158,28,0,28,325,6,331
Punjab,2012,Extortion,0,0,0,42,3,45,54,3,57,15,1,16,111,7,118
Punjab,2012,Riots,0,0,0,34,1,35,34,1,35,16,0,16,84,2,86
Punjab,2012,Arson,0,0,0,5,0,5,25,0,25,7,0,7,37,0,37
Punjab,2012,Criminal Breach Of Trust,0,0,0,23,0,23,65,1,66,16,1,17,104,2,106
Punjab,2012,Cheating,0,0,0,45,0,45,73,3,76,32,1,33,150,4,154
Punjab,2012,Counter Feiting,0,0,0,35,0,35,47,0,47,17,1,18,99,1,100
Punjab,2012,Dowry Deaths,0,0,0,116,20,136,201,32,233,81,20,101,398,72,470
Punjab,2012,Molestation,0,0,0,2,0,2,5,0,5,3,0,3,10,0,10
Punjab,2012,Eve-Teasing,0,0,0,8,0,8,5,0,5,2,0,2,15,0,15
Punjab,2012,Cruelty By Husband Or Relative Of Husband,0,0,0,14,0,14,58,0,58,18,0,18,90,0,90
Punjab,2012,Other Ipc Crimes,0,0,0,63,12,75,75,11,86,28,2,30,166,25,191
Rajasthan,2001,Murder,4,0,4,636,5,641,1234,29,1263,338,8,346,2212,42,2254
Rajasthan,2001,Attempt To Commit Murder,0,0,0,110,1,111,104,8,112,40,1,41,254,10,264
Rajasthan,2001,C.H. Not Amounting To Murder,0,0,0,34,0,34,56,9,65,10,3,13,100,12,112
Rajasthan,2001,Rape,2,0,2,110,0,110,140,1,141,30,0,30,282,1,283
Rajasthan,2001,Kidnapping And Abduction,0,0,0,23,0,23,19,0,19,1,0,1,43,0,43
Rajasthan,2001,Dacoity,0,0,0,15,0,15,28,0,28,1,0,1,44,0,44
Rajasthan,2001,Prep. And Assembly For Dacoity,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4
Rajasthan,2001,Robbery,0,0,0,14,0,14,12,0,12,0,0,0,26,0,26
Rajasthan,2001,Burglary,1,0,1,15,0,15,17,0,17,2,0,2,35,0,35
Rajasthan,2001,Thefts,0,0,0,39,0,39,34,0,34,8,0,8,81,0,81
Rajasthan,2001,Extortion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,2001,Riots,0,0,0,7,0,7,5,0,5,1,0,1,13,0,13
Rajasthan,2001,Arson,0,0,0,1,0,1,7,0,7,0,0,0,8,0,8
Rajasthan,2001,Criminal Breach Of Trust,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,2001,Cheating,0,0,0,5,0,5,11,0,11,1,0,1,17,0,17
Rajasthan,2001,Counter Feiting,0,0,0,3,0,3,4,1,5,1,0,1,8,1,9
Rajasthan,2001,Dowry Deaths,0,0,0,60,0,60,90,16,106,24,4,28,174,20,194
Rajasthan,2001,Molestation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,2001,Eve-Teasing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,2001,Cruelty By Husband Or Relative Of Husband,2,0,2,42,3,45,20,2,22,0,0,0,64,5,69
Rajasthan,2001,Other Ipc Crimes,0,0,0,35,1,36,63,0,63,19,0,19,117,1,118
Rajasthan,2002,Murder,0,0,0,1059,27,1086,1396,79,1475,433,2,435,2888,108,2996
Rajasthan,2002,Attempt To Commit Murder,0,0,0,84,5,89,117,19,136,49,5,54,250,29,279
Rajasthan,2002,C.H. Not Amounting To Murder,0,0,0,27,1,28,31,2,33,8,0,8,66,3,69
Rajasthan,2002,Rape,0,0,0,178,0,178,115,2,117,25,0,25,318,2,320
Rajasthan,2002,Kidnapping And Abduction,0,0,0,13,0,13,24,0,24,1,0,1,38,0,38
Rajasthan,2002,Dacoity,0,0,0,62,0,62,59,0,59,6,0,6,127,0,127
Rajasthan,2002,Prep. And Assembly For Dacoity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,2002,Robbery,0,0,0,17,0,17,16,0,16,5,0,5,38,0,38
Rajasthan,2002,Burglary,0,0,0,9,0,9,6,0,6,0,0,0,15,0,15
Rajasthan,2002,Thefts,0,0,0,71,2,73,64,4,68,4,0,4,139,6,145
Rajasthan,2002,Extortion,0,0,0,2,0,2,2,0,2,0,0,0,4,0,4
Rajasthan,2002,Riots,0,0,0,13,0,13,11,0,11,2,0,2,26,0,26
Rajasthan,2002,Arson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,2002,Criminal Breach Of Trust,0,0,0,3,0,3,6,0,6,0,0,0,9,0,9
Rajasthan,2002,Cheating,0,0,0,8,1,9,5,2,7,1,0,1,14,3,17
Rajasthan,2002,Counter Feiting,0,0,0,12,0,12,14,0,14,4,0,4,30,0,30
Rajasthan,2002,Dowry Deaths,0,0,0,81,3,84,76,4,80,54,3,57,211,10,221
Rajasthan,2002,Molestation,0,0,0,3,0,3,2,0,2,0,0,0,5,0,5
Rajasthan,2002,Eve-Teasing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,2002,Cruelty By Husband Or Relative Of Husband,0,0,0,2,1,3,5,2,7,0,1,1,7,4,11
Rajasthan,2002,Other Ipc Crimes,0,0,0,25,0,25,29,1,30,2,0,2,56,1,57
Rajasthan,2003,Murder,0,0,0,1427,24,1451,1727,60,1787,583,12,595,3737,96,3833
Rajasthan,2003,Attempt To Commit Murder,0,0,0,158,8,166,113,22,135,51,4,55,322,34,356
Rajasthan,2003,C.H. Not Amounting To Murder,0,0,0,36,7,43,51,8,59,19,0,19,106,15,121
Rajasthan,2003,Rape,0,0,0,224,0,224,111,0,111,25,0,25,360,0,360
Rajasthan,2003,Kidnapping And Abduction,0,0,0,11,0,11,15,0,15,0,0,0,26,0,26
Rajasthan,2003,Dacoity,0,0,0,73,0,73,45,0,45,6,0,6,124,0,124
Rajasthan,2003,Prep. And Assembly For Dacoity,0,0,0,10,0,10,0,0,0,0,0,0,10,0,10
Rajasthan,2003,Robbery,0,0,0,13,0,13,10,0,10,3,0,3,26,0,26
Rajasthan,2003,Burglary,0,0,0,18,0,18,7,0,7,1,0,1,26,0,26
Rajasthan,2003,Thefts,0,0,0,89,4,93,47,2,49,6,0,6,142,6,148
Rajasthan,2003,Extortion,0,0,0,8,0,8,2,0,2,1,0,1,11,0,11
Rajasthan,2003,Riots,0,0,0,14,0,14,33,0,33,6,0,6,53,0,53
Rajasthan,2003,Arson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,2003,Criminal Breach Of Trust,0,0,0,4,0,4,4,0,4,1,0,1,9,0,9
Rajasthan,2003,Cheating,0,0,0,15,0,15,13,2,15,5,0,5,33,2,35
Rajasthan,2003,Counter Feiting,0,0,0,10,0,10,14,0,14,6,0,6,30,0,30
Rajasthan,2003,Dowry Deaths,0,0,0,73,3,76,84,7,91,39,2,41,196,12,208
Rajasthan,2003,Molestation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,2003,Eve-Teasing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,2003,Cruelty By Husband Or Relative Of Husband,0,0,0,5,1,6,4,1,5,1,0,1,10,2,12
Rajasthan,2003,Other Ipc Crimes,0,0,0,48,0,48,36,0,36,10,0,10,94,0,94
Rajasthan,2004,Murder,0,0,0,1382,13,1395,1578,40,1618,552,16,568,3512,69,3581
Rajasthan,2004,Attempt To Commit Murder,0,0,0,69,4,73,132,12,144,55,6,61,256,22,278
Rajasthan,2004,C.H. Not Amounting To Murder,0,0,0,9,0,9,41,0,41,8,0,8,58,0,58
Rajasthan,2004,Rape,0,0,0,124,0,124,129,1,130,41,1,42,294,2,296
Rajasthan,2004,Kidnapping And Abduction,0,0,0,28,0,28,25,0,25,1,0,1,54,0,54
Rajasthan,2004,Dacoity,0,0,0,119,0,119,82,3,85,21,3,24,222,6,228
Rajasthan,2004,Prep. And Assembly For Dacoity,0,0,0,88,2,90,49,3,52,23,0,23,160,5,165
Rajasthan,2004,Robbery,0,0,0,36,0,36,19,1,20,6,2,8,61,3,64
Rajasthan,2004,Burglary,0,0,0,10,0,10,15,0,15,4,0,4,29,0,29
Rajasthan,2004,Thefts,0,0,0,76,2,78,59,5,64,14,4,18,149,11,160
Rajasthan,2004,Extortion,0,0,0,4,0,4,2,0,2,3,0,3,9,0,9
Rajasthan,2004,Riots,0,0,0,7,0,7,6,0,6,0,0,0,13,0,13
Rajasthan,2004,Arson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,2004,Criminal Breach Of Trust,0,0,0,0,1,1,0,2,2,1,1,2,1,4,5
Rajasthan,2004,Cheating,0,0,0,1,0,1,9,0,9,3,0,3,13,0,13
Rajasthan,2004,Counter Feiting,0,0,0,18,0,18,9,1,10,3,0,3,30,1,31
Rajasthan,2004,Dowry Deaths,0,0,0,49,4,53,75,14,89,38,4,42,162,22,184
Rajasthan,2004,Molestation,0,0,0,1,0,1,4,0,4,0,0,0,5,0,5
Rajasthan,2004,Eve-Teasing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,2004,Cruelty By Husband Or Relative Of Husband,0,0,0,9,0,9,5,2,7,6,1,7,20,3,23
Rajasthan,2004,Other Ipc Crimes,0,0,0,13,3,16,25,9,34,17,4,21,55,16,71
Rajasthan,2005,Murder,0,0,0,1187,29,1216,1657,73,1730,415,10,425,3259,112,3371
Rajasthan,2005,Attempt To Commit Murder,0,0,0,97,1,98,105,2,107,23,1,24,225,4,229
Rajasthan,2005,C.H. Not Amounting To Murder,0,0,0,29,1,30,41,2,43,18,1,19,88,4,92
Rajasthan,2005,Rape,0,0,0,221,0,221,141,3,144,41,1,42,403,4,407
Rajasthan,2005,Kidnapping And Abduction,0,0,0,11,0,11,11,1,12,2,0,2,24,1,25
Rajasthan,2005,Dacoity,0,0,0,58,0,58,48,0,48,12,0,12,118,0,118
Rajasthan,2005,Prep. And Assembly For Dacoity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,2005,Robbery,0,0,0,22,0,22,20,0,20,2,0,2,44,0,44
Rajasthan,2005,Burglary,0,0,0,11,0,11,8,0,8,7,0,7,26,0,26
Rajasthan,2005,Thefts,0,0,0,97,1,98,54,0,54,7,0,7,158,1,159
Rajasthan,2005,Extortion,0,0,0,3,0,3,1,0,1,0,0,0,4,0,4
Rajasthan,2005,Riots,0,0,0,1,0,1,2,0,2,1,0,1,4,0,4
Rajasthan,2005,Arson,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
Rajasthan,2005,Criminal Breach Of Trust,0,0,0,2,0,2,3,0,3,1,0,1,6,0,6
Rajasthan,2005,Cheating,0,0,0,5,0,5,12,0,12,5,0,5,22,0,22
Rajasthan,2005,Counter Feiting,0,0,0,7,0,7,7,0,7,4,0,4,18,0,18
Rajasthan,2005,Dowry Deaths,0,0,0,90,0,90,100,0,100,26,0,26,216,0,216
Rajasthan,2005,Molestation,0,0,0,1,0,1,1,0,1,1,0,1,3,0,3
Rajasthan,2005,Eve-Teasing,0,0,0,1,0,1,2,0,2,0,1,1,3,1,4
Rajasthan,2005,Cruelty By Husband Or Relative Of Husband,0,0,0,6,0,6,4,1,5,2,0,2,12,1,13
Rajasthan,2005,Other Ipc Crimes,0,0,0,34,0,34,25,2,27,9,1,10,68,3,71
Rajasthan,2006,Murder,0,0,0,835,17,852,1937,62,1999,489,31,520,3261,110,3371
Rajasthan,2006,Attempt To Commit Murder,0,0,0,87,1,88,112,0,112,26,0,26,225,1,226
Rajasthan,2006,C.H. Not Amounting To Murder,0,0,0,26,0,26,37,0,37,7,0,7,70,0,70
Rajasthan,2006,Rape,0,0,0,195,0,195,117,1,118,32,0,32,344,1,345
Rajasthan,2006,Kidnapping And Abduction,0,0,0,26,0,26,21,0,21,3,0,3,50,0,50
Rajasthan,2006,Dacoity,0,0,0,84,0,84,61,0,61,9,0,9,154,0,154
Rajasthan,2006,Prep. And Assembly For Dacoity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,2006,Robbery,0,0,0,35,0,35,17,0,17,2,0,2,54,0,54
Rajasthan,2006,Burglary,0,0,0,7,0,7,1,0,1,0,0,0,8,0,8
Rajasthan,2006,Thefts,0,0,0,132,1,133,99,3,102,14,0,14,245,4,249
Rajasthan,2006,Extortion,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
Rajasthan,2006,Riots,0,0,0,9,0,9,2,0,2,0,0,0,11,0,11
Rajasthan,2006,Arson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,2006,Criminal Breach Of Trust,0,0,0,0,0,0,2,0,2,0,0,0,2,0,2
Rajasthan,2006,Cheating,0,0,0,14,0,14,12,0,12,1,0,1,27,0,27
Rajasthan,2006,Counter Feiting,0,0,0,9,0,9,10,0,10,4,0,4,23,0,23
Rajasthan,2006,Dowry Deaths,0,0,0,107,7,114,135,27,162,22,22,44,264,56,320
Rajasthan,2006,Molestation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,2006,Eve-Teasing,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
Rajasthan,2006,Cruelty By Husband Or Relative Of Husband,0,0,0,2,0,2,3,0,3,0,0,0,5,0,5
Rajasthan,2006,Other Ipc Crimes,0,0,0,61,0,61,67,0,67,3,0,3,131,0,131
Rajasthan,2007,Murder,0,0,0,924,14,938,1977,76,2053,600,27,627,3501,117,3618
Rajasthan,2007,Attempt To Commit Murder,0,0,0,68,2,70,86,2,88,14,0,14,168,4,172
Rajasthan,2007,C.H. Not Amounting To Murder,0,0,0,26,0,26,77,0,77,17,0,17,120,0,120
Rajasthan,2007,Rape,0,0,0,171,2,173,127,1,128,26,0,26,324,3,327
Rajasthan,2007,Kidnapping And Abduction,0,0,0,28,2,30,25,0,25,10,1,11,63,3,66
Rajasthan,2007,Dacoity,0,0,0,58,0,58,69,0,69,8,0,8,135,0,135
Rajasthan,2007,Prep. And Assembly For Dacoity,0,0,0,12,0,12,3,0,3,1,0,1,16,0,16
Rajasthan,2007,Robbery,0,0,0,44,0,44,17,0,17,16,0,16,77,0,77
Rajasthan,2007,Burglary,0,0,0,6,0,6,1,0,1,0,0,0,7,0,7
Rajasthan,2007,Thefts,0,0,0,187,5,192,112,0,112,39,0,39,338,5,343
Rajasthan,2007,Extortion,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
Rajasthan,2007,Riots,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4
Rajasthan,2007,Arson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,2007,Criminal Breach Of Trust,0,0,0,6,0,6,7,0,7,4,0,4,17,0,17
Rajasthan,2007,Cheating,0,0,0,22,0,22,16,0,16,14,0,14,52,0,52
Rajasthan,2007,Counter Feiting,0,0,0,4,0,4,4,0,4,2,0,2,10,0,10
Rajasthan,2007,Dowry Deaths,0,0,0,86,16,102,85,9,94,10,17,27,181,42,223
Rajasthan,2007,Molestation,0,0,0,0,0,0,2,0,2,0,0,0,2,0,2
Rajasthan,2007,Eve-Teasing,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
Rajasthan,2007,Cruelty By Husband Or Relative Of Husband,0,0,0,7,0,7,11,0,11,4,0,4,22,0,22
Rajasthan,2007,Other Ipc Crimes,0,0,0,25,1,26,67,0,67,9,1,10,101,2,103
Rajasthan,2008,Murder,0,0,0,948,10,958,1902,85,1987,560,31,591,3410,126,3536
Rajasthan,2008,Attempt To Commit Murder,0,0,0,88,0,88,112,2,114,21,1,22,221,3,224
Rajasthan,2008,C.H. Not Amounting To Murder,0,0,0,31,0,31,71,1,72,13,2,15,115,3,118
Rajasthan,2008,Rape,0,0,0,202,4,206,144,1,145,38,0,38,384,5,389
Rajasthan,2008,Kidnapping And Abduction,0,0,0,42,1,43,41,3,44,10,0,10,93,4,97
Rajasthan,2008,Dacoity,0,0,0,40,0,40,35,0,35,11,0,11,86,0,86
Rajasthan,2008,Prep. And Assembly For Dacoity,0,0,0,21,0,21,18,0,18,11,0,11,50,0,50
Rajasthan,2008,Robbery,0,0,0,27,0,27,21,0,21,8,0,8,56,0,56
Rajasthan,2008,Burglary,0,0,0,21,0,21,6,0,6,13,0,13,40,0,40
Rajasthan,2008,Thefts,0,0,0,155,1,156,77,0,77,8,0,8,240,1,241
Rajasthan,2008,Extortion,0,0,0,22,0,22,18,0,18,11,0,11,51,0,51
Rajasthan,2008,Riots,0,0,0,10,0,10,24,0,24,6,0,6,40,0,40
