STATE/UT,YEAR,CRIME HEAD,Male 16-18 years,Female 16-18 years,Total 16-18 years,Male 18-30 years,Female 18-30 years,Total 18-30 years,Male 30-50 years,Female 30-50 years,Total 30-50 years,Male Above 50 years,Female Above 50 years,Total Above 50 years,Total Male,Total Female,Grand Total
Karnataka,2011,Counter Feiting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karnataka,2011,Dowry Deaths,0,0,0,37,1,38,76,3,79,4,2,6,117,6,123
Karnataka,2011,Molestation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karnataka,2011,Eve-Teasing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karnataka,2011,Cruelty By Husband Or Relative Of Husband,0,0,0,9,0,9,0,0,0,0,0,0,9,0,9
Karnataka,2011,Other Ipc Crimes,0,0,0,17,0,17,17,5,22,4,0,4,38,5,43
Karnataka,2012,Murder,0,0,0,1363,79,1442,1143,59,1202,116,4,120,2622,142,2764
Karnataka,2012,Attempt To Commit Murder,0,0,0,109,1,110,93,0,93,5,0,5,207,1,208
Karnataka,2012,C.H. Not Amounting To Murder,0,0,0,13,0,13,32,0,32,2,0,2,47,0,47
Karnataka,2012,Rape,0,0,0,73,0,73,44,0,44,0,0,0,117,0,117
Karnataka,2012,Kidnapping And Abduction,0,0,0,47,0,47,19,0,19,0,0,0,66,0,66
Karnataka,2012,Dacoity,0,0,0,33,0,33,61,0,61,0,0,0,94,0,94
Karnataka,2012,Prep. And Assembly For Dacoity,0,0,0,7,0,7,9,0,9,0,0,0,16,0,16
Karnataka,2012,Robbery,0,0,0,71,0,71,26,0,26,1,0,1,98,0,98
Karnataka,2012,Burglary,0,0,0,33,0,33,38,0,38,1,0,1,72,0,72
Karnataka,2012,Thefts,0,0,0,114,3,117,33,13,46,4,0,4,151,16,167
Karnataka,2012,Extortion,0,0,0,3,0,3,5,0,5,0,0,0,8,0,8
Karnataka,2012,Riots,0,0,0,11,0,11,7,0,7,1,0,1,19,0,19
Karnataka,2012,Arson,0,0,0,2,0,2,2,0,2,0,0,0,4,0,4
Karnataka,2012,Criminal Breach Of Trust,0,0,0,3,0,3,3,0,3,0,0,0,6,0,6
Karnataka,2012,Cheating,0,0,0,32,1,33,47,3,50,3,0,3,82,4,86
Karnataka,2012,Counter Feiting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karnataka,2012,Dowry Deaths,0,0,0,33,1,34,71,3,74,6,2,8,110,6,116
Karnataka,2012,Molestation,0,0,0,1,0,1,7,0,7,1,0,1,9,0,9
Karnataka,2012,Eve-Teasing,0,0,0,3,0,3,2,0,2,0,0,0,5,0,5
Karnataka,2012,Cruelty By Husband Or Relative Of Husband,0,0,0,7,0,7,13,2,15,1,1,2,21,3,24
Karnataka,2012,Other Ipc Crimes,0,0,0,13,6,19,11,3,14,1,0,1,25,9,34
Kerala,2001,Murder,0,0,0,146,3,149,204,7,211,22,1,23,372,11,383
Kerala,2001,Attempt To Commit Murder,0,0,0,105,0,105,176,21,197,14,0,14,295,21,316
Kerala,2001,C.H. Not Amounting To Murder,0,0,0,16,0,16,12,0,12,0,0,0,28,0,28
Kerala,2001,Rape,0,0,0,20,0,20,8,0,8,0,0,0,28,0,28
Kerala,2001,Kidnapping And Abduction,0,0,0,42,0,42,5,0,5,8,1,9,55,1,56
Kerala,2001,Dacoity,0,0,0,6,0,6,3,0,3,22,0,22,31,0,31
Kerala,2001,Prep. And Assembly For Dacoity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,2001,Robbery,0,0,0,51,2,53,48,0,48,0,0,0,99,2,101
Kerala,2001,Burglary,0,0,0,31,0,31,63,0,63,0,0,0,94,0,94
Kerala,2001,Thefts,0,0,0,96,4,100,38,2,40,48,1,49,182,7,189
Kerala,2001,Extortion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,2001,Riots,0,0,0,9,0,9,2,0,2,0,0,0,11,0,11
Kerala,2001,Arson,0,0,0,39,0,39,7,0,7,0,0,0,46,0,46
Kerala,2001,Criminal Breach Of Trust,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,2001,Cheating,0,0,0,83,0,83,11,0,11,0,0,0,94,0,94
Kerala,2001,Counter Feiting,0,0,0,2,0,2,1,0,1,0,0,0,3,0,3
Kerala,2001,Dowry Deaths,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,2001,Molestation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,2001,Eve-Teasing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,2001,Cruelty By Husband Or Relative Of Husband,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,2001,Other Ipc Crimes,0,0,0,7,0,7,3,0,3,31,0,31,41,0,41
Kerala,2002,Murder,0,0,0,206,1,207,156,2,158,21,1,22,383,4,387
Kerala,2002,Attempt To Commit Murder,0,0,0,74,0,74,120,0,120,15,0,15,209,0,209
Kerala,2002,C.H. Not Amounting To Murder,0,0,0,12,0,12,13,0,13,2,0,2,27,0,27
Kerala,2002,Rape,0,0,0,4,0,4,4,0,4,7,0,7,15,0,15
Kerala,2002,Kidnapping And Abduction,0,0,0,8,0,8,3,0,3,5,0,5,16,0,16
Kerala,2002,Dacoity,0,0,0,47,0,47,35,0,35,12,0,12,94,0,94
Kerala,2002,Prep. And Assembly For Dacoity,0,0,0,10,0,10,5,0,5,1,0,1,16,0,16
Kerala,2002,Robbery,0,0,0,30,3,33,46,4,50,7,0,7,83,7,90
Kerala,2002,Burglary,0,0,0,13,0,13,57,0,57,3,0,3,73,0,73
Kerala,2002,Thefts,0,0,0,66,6,72,54,0,54,43,2,45,163,8,171
Kerala,2002,Extortion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,2002,Riots,0,0,0,3,0,3,2,0,2,0,0,0,5,0,5
Kerala,2002,Arson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,2002,Criminal Breach Of Trust,0,0,0,5,0,5,4,0,4,0,0,0,9,0,9
Kerala,2002,Cheating,0,0,0,76,0,76,10,3,13,1,0,1,87,3,90
Kerala,2002,Counter Feiting,0,0,0,2,0,2,2,1,3,0,0,0,4,1,5
Kerala,2002,Dowry Deaths,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,2002,Molestation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,2002,Eve-Teasing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,2002,Cruelty By Husband Or Relative Of Husband,0,0,0,0,0,0,4,0,4,0,0,0,4,0,4
Kerala,2002,Other Ipc Crimes,0,0,0,19,2,21,25,0,25,8,2,10,52,4,56
Kerala,2003,Murder,0,0,0,226,1,227,185,5,190,59,3,62,470,9,479
Kerala,2003,Attempt To Commit Murder,0,0,0,79,0,79,123,0,123,17,0,17,219,0,219
Kerala,2003,C.H. Not Amounting To Murder,0,0,0,13,0,13,15,0,15,2,0,2,30,0,30
Kerala,2003,Rape,0,0,0,12,0,12,20,0,20,8,0,8,40,0,40
Kerala,2003,Kidnapping And Abduction,0,0,0,13,0,13,15,0,15,6,0,6,34,0,34
Kerala,2003,Dacoity,0,0,0,62,0,62,47,0,47,16,0,16,125,0,125
Kerala,2003,Prep. And Assembly For Dacoity,0,0,0,11,0,11,4,0,4,0,0,0,15,0,15
Kerala,2003,Robbery,0,0,0,47,4,51,68,6,74,12,0,12,127,10,137
Kerala,2003,Burglary,0,0,0,28,0,28,73,0,73,5,0,5,106,0,106
Kerala,2003,Thefts,0,0,0,116,9,125,88,0,88,37,0,37,241,9,250
Kerala,2003,Extortion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,2003,Riots,0,0,0,5,0,5,3,0,3,0,0,0,8,0,8
Kerala,2003,Arson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,2003,Criminal Breach Of Trust,0,0,0,7,0,7,6,0,6,0,0,0,13,0,13
Kerala,2003,Cheating,0,0,0,97,0,97,51,4,55,13,0,13,161,4,165
Kerala,2003,Counter Feiting,0,0,0,3,0,3,2,1,3,0,0,0,5,1,6
Kerala,2003,Dowry Deaths,0,0,0,2,0,2,5,0,5,2,0,2,9,0,9
Kerala,2003,Molestation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,2003,Eve-Teasing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,2003,Cruelty By Husband Or Relative Of Husband,0,0,0,0,0,0,5,0,5,0,0,0,5,0,5
Kerala,2003,Other Ipc Crimes,0,0,0,21,3,24,27,0,27,11,2,13,59,5,64
Kerala,2004,Murder,0,0,0,473,1,474,468,9,477,89,8,97,1030,18,1048
Kerala,2004,Attempt To Commit Murder,0,0,0,86,0,86,53,0,53,47,0,47,186,0,186
Kerala,2004,C.H. Not Amounting To Murder,0,0,0,6,0,6,7,0,7,2,0,2,15,0,15
Kerala,2004,Rape,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,2004,Kidnapping And Abduction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,2004,Dacoity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,2004,Prep. And Assembly For Dacoity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,2004,Robbery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,2004,Burglary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,2004,Thefts,0,0,0,88,0,88,39,0,39,9,0,9,136,0,136
Kerala,2004,Extortion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,2004,Riots,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,2004,Arson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,2004,Criminal Breach Of Trust,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,2004,Cheating,0,0,0,26,1,27,28,1,29,4,1,5,58,3,61
Kerala,2004,Counter Feiting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,2004,Dowry Deaths,0,0,0,0,0,0,0,1,1,0,1,1,0,2,2
Kerala,2004,Molestation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,2004,Eve-Teasing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,2004,Cruelty By Husband Or Relative Of Husband,0,0,0,25,0,25,18,0,18,2,0,2,45,0,45
Kerala,2004,Other Ipc Crimes,0,0,0,94,6,100,103,9,112,26,3,29,223,18,241
Kerala,2005,Murder,0,0,0,175,1,176,490,9,499,96,3,99,761,13,774
Kerala,2005,Attempt To Commit Murder,0,0,0,88,0,88,156,0,156,89,0,89,333,0,333
Kerala,2005,C.H. Not Amounting To Murder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,2005,Rape,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,2005,Kidnapping And Abduction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,2005,Dacoity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,2005,Prep. And Assembly For Dacoity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,2005,Robbery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,2005,Burglary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,2005,Thefts,0,0,0,68,8,76,241,12,253,39,0,39,348,20,368
Kerala,2005,Extortion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,2005,Riots,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,2005,Arson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,2005,Criminal Breach Of Trust,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,2005,Cheating,0,0,0,6,1,7,29,1,30,6,0,6,41,2,43
Kerala,2005,Counter Feiting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,2005,Dowry Deaths,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,2005,Molestation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,2005,Eve-Teasing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,2005,Cruelty By Husband Or Relative Of Husband,0,0,0,9,0,9,16,0,16,2,0,2,27,0,27
Kerala,2005,Other Ipc Crimes,0,0,0,98,8,106,198,0,198,94,0,94,390,8,398
Kerala,2006,Murder,0,0,0,353,10,363,651,12,663,300,0,300,1304,22,1326
Kerala,2006,Attempt To Commit Murder,0,0,0,26,0,26,47,0,47,10,0,10,83,0,83
Kerala,2006,C.H. Not Amounting To Murder,0,0,0,24,0,24,24,0,24,8,0,8,56,0,56
Kerala,2006,Rape,0,0,0,19,0,19,18,0,18,12,0,12,49,0,49
Kerala,2006,Kidnapping And Abduction,0,0,0,17,1,18,13,0,13,1,0,1,31,1,32
Kerala,2006,Dacoity,0,0,0,23,0,23,14,0,14,8,0,8,45,0,45
Kerala,2006,Prep. And Assembly For Dacoity,0,0,0,18,0,18,9,0,9,1,0,1,28,0,28
Kerala,2006,Robbery,0,0,0,26,0,26,41,0,41,21,0,21,88,0,88
Kerala,2006,Burglary,0,0,0,24,0,24,17,0,17,1,0,1,42,0,42
Kerala,2006,Thefts,0,0,0,130,4,134,137,1,138,29,0,29,296,5,301
Kerala,2006,Extortion,0,0,0,0,0,0,2,0,2,0,0,0,2,0,2
Kerala,2006,Riots,0,0,0,12,0,12,7,0,7,2,0,2,21,0,21
Kerala,2006,Arson,0,0,0,7,0,7,9,0,9,3,0,3,19,0,19
Kerala,2006,Criminal Breach Of Trust,0,0,0,3,0,3,6,0,6,2,0,2,11,0,11
Kerala,2006,Cheating,0,0,0,10,0,10,39,0,39,10,0,10,59,0,59
Kerala,2006,Counter Feiting,0,0,0,3,0,3,9,0,9,3,0,3,15,0,15
Kerala,2006,Dowry Deaths,0,0,0,0,0,0,8,0,8,2,4,6,10,4,14
Kerala,2006,Molestation,0,0,0,2,0,2,8,0,8,4,0,4,14,0,14
Kerala,2006,Eve-Teasing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,2006,Cruelty By Husband Or Relative Of Husband,0,0,0,5,0,5,11,0,11,16,0,16,32,0,32
Kerala,2006,Other Ipc Crimes,0,0,0,19,1,20,19,2,21,22,0,22,60,3,63
Kerala,2007,Murder,0,0,0,397,6,403,654,12,666,300,0,300,1351,18,1369
Kerala,2007,Attempt To Commit Murder,0,0,0,26,0,26,47,0,47,10,0,10,83,0,83
Kerala,2007,C.H. Not Amounting To Murder,0,0,0,24,0,24,24,0,24,8,0,8,56,0,56
Kerala,2007,Rape,0,0,0,19,0,19,18,0,18,7,0,7,44,0,44
Kerala,2007,Kidnapping And Abduction,0,0,0,17,0,17,13,0,13,1,0,1,31,0,31
Kerala,2007,Dacoity,0,0,0,23,0,23,14,0,14,8,0,8,45,0,45
Kerala,2007,Prep. And Assembly For Dacoity,0,0,0,18,0,18,9,0,9,1,0,1,28,0,28
Kerala,2007,Robbery,0,0,0,26,0,26,41,0,41,11,0,11,78,0,78
Kerala,2007,Burglary,0,0,0,34,0,34,27,0,27,8,0,8,69,0,69
Kerala,2007,Thefts,0,0,0,90,2,92,137,1,138,29,0,29,256,3,259
Kerala,2007,Extortion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,2007,Riots,0,0,0,12,0,12,7,0,7,2,0,2,21,0,21
Kerala,2007,Arson,0,0,0,7,0,7,9,0,9,3,0,3,19,0,19
Kerala,2007,Criminal Breach Of Trust,0,0,0,3,0,3,6,0,6,2,0,2,11,0,11
Kerala,2007,Cheating,0,0,0,10,0,10,39,0,39,10,0,10,59,0,59
Kerala,2007,Counter Feiting,0,0,0,3,0,3,9,0,9,3,0,3,15,0,15
Kerala,2007,Dowry Deaths,0,0,0,0,0,0,8,0,8,2,4,6,10,4,14
Kerala,2007,Molestation,0,0,0,2,0,2,8,0,8,4,0,4,14,0,14
Kerala,2007,Eve-Teasing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,2007,Cruelty By Husband Or Relative Of Husband,0,0,0,5,0,5,11,0,11,16,0,16,32,0,32
Kerala,2007,Other Ipc Crimes,0,0,0,19,1,20,19,5,24,12,0,12,50,6,56
Kerala,2008,Murder,0,0,0,328,2,330,641,17,658,257,6,263,1226,25,1251
Kerala,2008,Attempt To Commit Murder,0,0,0,29,1,30,88,2,90,35,0,35,152,3,155
Kerala,2008,C.H. Not Amounting To Murder,0,0,0,9,0,9,9,0,9,0,0,0,18,0,18
Kerala,2008,Rape,0,0,0,33,0,33,38,0,38,10,0,10,81,0,81
Kerala,2008,Kidnapping And Abduction,0,0,0,11,0,11,13,0,13,1,0,1,25,0,25
Kerala,2008,Dacoity,0,0,0,21,0,21,21,0,21,3,0,3,45,0,45
Kerala,2008,Prep. And Assembly For Dacoity,0,0,0,17,0,17,21,0,21,2,0,2,40,0,40
Kerala,2008,Robbery,0,0,0,65,0,65,71,0,71,19,0,19,155,0,155
Kerala,2008,Burglary,0,0,0,20,0,20,20,1,21,3,0,3,43,1,44
Kerala,2008,Thefts,0,0,0,98,3,101,102,5,107,66,2,68,266,10,276
Kerala,2008,Extortion,0,0,0,20,0,20,32,1,33,7,0,7,59,1,60
Kerala,2008,Riots,0,0,0,6,0,6,6,0,6,1,0,1,13,0,13
Kerala,2008,Arson,0,0,0,7,0,7,4,0,4,0,0,0,11,0,11
Kerala,2008,Criminal Breach Of Trust,0,0,0,2,0,2,5,0,5,0,0,0,7,0,7
Kerala,2008,Cheating,0,0,0,12,0,12,25,1,26,15,0,15,52,1,53
Kerala,2008,Counter Feiting,0,0,0,3,0,3,0,0,0,2,0,2,5,0,5
Kerala,2008,Dowry Deaths,0,0,0,3,0,3,8,0,8,2,1,3,13,1,14
Kerala,2008,Molestation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,2008,Eve-Teasing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,2008,Cruelty By Husband Or Relative Of Husband,0,0,0,9,0,9,18,0,18,4,0,4,31,0,31
Kerala,2008,Other Ipc Crimes,0,0,0,10,0,10,12,0,12,4,0,4,26,0,26
Kerala,2009,Murder,0,0,0,431,3,434,711,19,730,199,2,201,1341,24,1365
Kerala,2009,Attempt To Commit Murder,0,0,0,33,0,33,61,0,61,28,0,28,122,0,122
Kerala,2009,C.H. Not Amounting To Murder,0,0,0,9,0,9,18,0,18,10,0,10,37,0,37
Kerala,2009,Rape,0,0,0,17,0,17,31,1,32,0,0,0,48,1,49
Kerala,2009,Kidnapping And Abduction,0,0,0,2,0,2,0,0,0,0,0,0,2,0,2
Kerala,2009,Dacoity,0,0,0,9,0,9,16,0,16,15,0,15,40,0,40
Kerala,2009,Prep. And Assembly For Dacoity,0,0,0,6,0,6,13,0,13,0,0,0,19,0,19
Kerala,2009,Robbery,0,0,0,64,0,64,29,0,29,53,0,53,146,0,146
Kerala,2009,Burglary,0,0,0,52,0,52,35,0,35,39,0,39,126,0,126
Kerala,2009,Thefts,0,0,0,111,4,115,116,1,117,29,0,29,256,5,261
Kerala,2009,Extortion,0,0,0,0,1,1,0,1,1,0,0,0,0,2,2
Kerala,2009,Riots,0,0,0,41,0,41,22,0,22,11,0,11,74,0,74
Kerala,2009,Arson,0,0,0,1,0,1,1,0,1,0,0,0,2,0,2
Kerala,2009,Criminal Breach Of Trust,0,0,0,8,0,8,2,0,2,4,0,4,14,0,14
Kerala,2009,Cheating,0,0,0,7,0,7,29,1,30,2,0,2,38,1,39
Kerala,2009,Counter Feiting,0,0,0,3,0,3,2,0,2,4,0,4,9,0,9
Kerala,2009,Dowry Deaths,0,0,0,3,0,3,6,0,6,6,0,6,15,0,15
Kerala,2009,Molestation,0,0,0,0,0,0,10,0,10,6,0,6,16,0,16
Kerala,2009,Eve-Teasing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,2009,Cruelty By Husband Or Relative Of Husband,0,0,0,11,0,11,10,0,10,6,0,6,27,0,27
Kerala,2009,Other Ipc Crimes,0,0,0,25,0,25,43,2,45,11,4,15,79,6,85
Kerala,2010,Murder,0,0,0,569,7,576,783,19,802,231,3,234,1583,29,1612
Kerala,2010,Attempt To Commit Murder,0,0,0,33,0,33,45,1,46,48,0,48,126,1,127
Kerala,2010,C.H. Not Amounting To Murder,0,0,0,4,0,4,11,0,11,23,0,23,38,0,38
Kerala,2010,Rape,0,0,0,8,0,8,15,0,15,0,0,0,23,0,23
Kerala,2010,Kidnapping And Abduction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,2010,Dacoity,0,0,0,9,0,9,4,0,4,15,0,15,28,0,28
Kerala,2010,Prep. And Assembly For Dacoity,0,0,0,6,0,6,9,0,9,0,0,0,15,0,15
Kerala,2010,Robbery,0,0,0,21,0,21,18,0,18,53,0,53,92,0,92
Kerala,2010,Burglary,0,0,0,31,0,31,22,0,22,41,0,41,94,0,94
Kerala,2010,Thefts,0,0,0,52,2,54,72,1,73,36,0,36,160,3,163
Kerala,2010,Extortion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,2010,Riots,0,0,0,20,0,20,12,0,12,11,0,11,43,0,43
Kerala,2010,Arson,0,0,0,1,0,1,1,0,1,0,0,0,2,0,2
Kerala,2010,Criminal Breach Of Trust,0,0,0,8,0,8,2,0,2,4,0,4,14,0,14
Kerala,2010,Cheating,0,0,0,7,0,7,13,0,13,2,0,2,22,0,22
Kerala,2010,Counter Feiting,0,0,0,1,0,1,2,0,2,4,0,4,7,0,7
Kerala,2010,Dowry Deaths,0,0,0,3,0,3,6,0,6,6,0,6,15,0,15
Kerala,2010,Molestation,0,0,0,0,0,0,6,0,6,6,0,6,12,0,12
Kerala,2010,Eve-Teasing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,2010,Cruelty By Husband Or Relative Of Husband,0,0,0,5,0,5,4,0,4,6,0,6,15,0,15
Kerala,2010,Other Ipc Crimes,0,0,0,10,0,10,35,0,35,11,4,15,56,4,60
Kerala,2011,Murder,0,0,0,449,1,450,616,19,635,167,4,171,1232,24,1256
Kerala,2011,Attempt To Commit Murder,0,0,0,36,0,36,55,1,56,35,0,35,126,1,127
Kerala,2011,C.H. Not Amounting To Murder,0,0,0,6,0,6,11,0,11,20,0,20,37,0,37
Kerala,2011,Rape,0,0,0,8,0,8,35,0,35,0,0,0,43,0,43
Kerala,2011,Kidnapping And Abduction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,2011,Dacoity,0,0,0,9,0,9,4,0,4,15,0,15,28,0,28
Kerala,2011,Prep. And Assembly For Dacoity,0,0,0,8,0,8,9,0,9,0,0,0,17,0,17
Kerala,2011,Robbery,0,0,0,24,0,24,18,0,18,43,0,43,85,0,85
Kerala,2011,Burglary,0,0,0,32,0,32,22,0,22,41,0,41,95,0,95
Kerala,2011,Thefts,0,0,0,40,5,45,77,7,84,28,0,28,145,12,157
Kerala,2011,Extortion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,2011,Riots,0,0,0,21,0,21,12,0,12,11,0,11,44,0,44
Kerala,2011,Arson,0,0,0,1,0,1,1,0,1,0,0,0,2,0,2
Kerala,2011,Criminal Breach Of Trust,0,0,0,5,0,5,3,0,3,4,0,4,12,0,12
Kerala,2011,Cheating,0,0,0,8,0,8,11,0,11,2,0,2,21,0,21
Kerala,2011,Counter Feiting,0,0,0,3,0,3,3,0,3,4,0,4,10,0,10
Kerala,2011,Dowry Deaths,0,0,0,2,0,2,4,0,4,5,0,5,11,0,11
Kerala,2011,Molestation,0,0,0,2,0,2,8,0,8,7,0,7,17,0,17
Kerala,2011,Eve-Teasing,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
Kerala,2011,Cruelty By Husband Or Relative Of Husband,0,0,0,4,0,4,3,0,3,6,0,6,13,0,13
Kerala,2011,Other Ipc Crimes,0,0,0,10,0,10,40,0,40,11,4,15,61,4,65
Kerala,2012,Murder,0,0,0,451,4,455,758,20,778,230,5,235,1439,29,1468
Kerala,2012,Attempt To Commit Murder,0,0,0,37,0,37,58,2,60,38,0,38,133,2,135
Kerala,2012,C.H. Not Amounting To Murder,0,0,0,7,0,7,15,0,15,21,0,21,43,0,43
Kerala,2012,Rape,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,2012,Kidnapping And Abduction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,2012,Dacoity,0,0,0,11,0,11,6,0,6,18,0,18,35,0,35
Kerala,2012,Prep. And Assembly For Dacoity,0,0,0,11,0,11,15,0,15,0,0,0,26,0,26
Kerala,2012,Robbery,0,0,0,27,0,27,21,0,21,53,0,53,101,0,101
Kerala,2012,Burglary,0,0,0,35,0,35,26,0,26,52,0,52,113,0,113
Kerala,2012,Thefts,0,0,0,44,7,51,81,4,85,39,0,39,164,11,175
Kerala,2012,Extortion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,2012,Riots,0,0,0,23,0,23,15,0,15,12,0,12,50,0,50
Kerala,2012,Arson,0,0,0,9,0,9,4,0,4,6,0,6,19,0,19
Kerala,2012,Criminal Breach Of Trust,0,0,0,9,0,9,15,0,15,3,0,3,27,0,27
Kerala,2012,Cheating,0,0,0,1,0,1,3,0,3,5,0,5,9,0,9
Kerala,2012,Counter Feiting,0,0,0,4,0,4,7,0,7,7,0,7,18,0,18
Kerala,2012,Dowry Deaths,0,0,0,0,0,0,7,0,7,7,0,7,14,0,14
Kerala,2012,Molestation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,2012,Eve-Teasing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,2012,Cruelty By Husband Or Relative Of Husband,0,0,0,6,0,6,5,0,5,7,0,7,18,0,18
Kerala,2012,Other Ipc Crimes,0,0,0,11,0,11,40,0,40,12,0,12,63,0,63
Madhya Pradesh,2001,Murder,13,0,13,3403,62,3465,3224,103,3327,975,22,997,7615,187,7802
Madhya Pradesh,2001,Attempt To Commit Murder,5,0,5,340,0,340,170,0,170,39,0,39,554,0,554
Madhya Pradesh,2001,C.H. Not Amounting To Murder,7,0,7,285,4,289,138,8,146,42,3,45,472,15,487
Madhya Pradesh,2001,Rape,0,0,0,533,1,534,299,3,302,38,0,38,870,4,874
Madhya Pradesh,2001,Kidnapping And Abduction,0,0,0,80,3,83,53,2,55,3,2,5,136,7,143
Madhya Pradesh,2001,Dacoity,2,0,2,107,0,107,82,0,82,16,0,16,207,0,207
Madhya Pradesh,2001,Prep. And Assembly For Dacoity,0,0,0,23,0,23,15,0,15,3,0,3,41,0,41
Madhya Pradesh,2001,Robbery,0,0,0,69,0,69,39,0,39,8,0,8,116,0,116
Madhya Pradesh,2001,Burglary,0,0,0,50,0,50,19,0,19,6,0,6,75,0,75
Madhya Pradesh,2001,Thefts,2,0,2,104,0,104,61,1,62,12,1,13,179,2,181
Madhya Pradesh,2001,Extortion,0,0,0,3,0,3,1,0,1,0,0,0,4,0,4
Madhya Pradesh,2001,Riots,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2001,Arson,0,0,0,7,0,7,4,0,4,1,0,1,12,0,12
Madhya Pradesh,2001,Criminal Breach Of Trust,0,0,0,8,0,8,6,0,6,2,0,2,16,0,16
Madhya Pradesh,2001,Cheating,0,0,0,7,0,7,10,0,10,2,0,2,19,0,19
Madhya Pradesh,2001,Counter Feiting,0,0,0,4,0,4,1,0,1,1,0,1,6,0,6
